date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,0.0,0.0,0.0,24,0,32,0,0,16
2018-01-14,0.0,17.80839160839161,0.0,17.80839160839161,31,0,47,0,32,0
2018-01-21,0.0,17.80839160839161,17.80839160839161,0.0,32,0,0,0,0,40
2018-01-28,0.0,0.0,0.0,36.46480186480187,32,0,41,0,0,49
2018-02-04,0.0,0.0,0.0,72.92960372960374,33,0,49,0,16,49
2018-02-11,0.0,0.0,0.0,17.80839160839161,16,0,16,0,0,24
2018-02-18,0.0,0.0,0.0,17.80839160839161,0,0,23,0,0,39
2018-02-25,0.0,0.0,0.0,18.656410256410258,33,0,48,0,0,16
2018-03-04,0.0,0.0,0.0,37.312820512820515,41,0,33,0,16,49
2018-03-11,0.0,0.0,0.0,17.80839160839161,32,0,40,0,0,16
2018-03-18,0.0,0.0,0.0,0.0,39,0,32,0,0,16
2018-03-25,0.0,0.0,0.0,0.0,16,0,56,0,0,47
2018-04-01,0.0,0.0,0.0,39.00885780885781,26,0,34,0,0,17
2018-04-08,0.0,0.0,0.0,0.0,52,0,26,0,0,26
2018-04-15,0.0,0.0,0.0,28.832634032634036,34,0,42,0,0,34
2018-04-22,0.0,0.0,0.0,18.656410256410258,26,0,0,0,0,17
2018-04-29,0.0,0.0,19.504428904428906,0.0,69,0,35,0,0,52
2018-05-06,0.0,0.0,0.0,20.352447552447554,18,0,36,0,0,36
2018-05-13,0.0,0.0,0.0,0.0,16,0,16,0,0,41
2018-05-20,0.0,0.0,0.0,19.504428904428906,17,0,25,0,0,17
2018-05-27,0.0,0.0,19.504428904428906,0.0,34,0,17,0,0,34
2018-06-03,0.0,0.0,0.0,38.16083916083917,0,0,50,0,0,33
2018-06-10,0.0,0.0,18.656410256410258,55.121212121212125,16,0,16,0,0,33
2018-06-17,0.0,0.0,0.0,19.504428904428906,17,0,0,0,0,25
2018-06-24,0.0,19.504428904428906,0.0,19.504428904428906,34,0,34,0,0,25
2018-07-01,0.0,0.0,0.0,28.832634032634036,17,0,50,0,0,34
2018-07-08,0.0,20.352447552447554,20.352447552447554,0.0,35,0,35,0,0,0
2018-07-15,0.0,0.0,0.0,21.200466200466202,0,0,19,0,0,19
2018-07-22,0.0,0.0,0.0,33.07272727272728,30,0,49,0,0,30
2018-07-29,0.0,0.0,0.0,45.793006993007,21,0,0,0,0,61
2018-08-05,0.0,0.0,20.352447552447554,20.352447552447554,62,0,18,0,18,27
2018-08-12,0.0,19.504428904428906,19.504428904428906,19.504428904428906,17,0,17,0,0,17
2018-08-19,0.0,18.656410256410258,0.0,18.656410256410258,25,0,25,0,0,0
2018-08-26,0.0,0.0,18.656410256410258,18.656410256410258,50,0,17,0,0,0
2018-09-02,0.0,0.0,0.0,19.504428904428906,17,0,26,0,0,35
2018-09-09,0.0,18.656410256410258,18.656410256410258,19.504428904428906,0,0,34,0,0,34
2018-09-16,0.0,0.0,0.0,0.0,50,0,34,0,0,51
2018-09-23,0.0,19.504428904428906,0.0,0.0,18,0,18,0,0,26
2018-09-30,0.0,0.0,0.0,40.70489510489511,18,0,46,0,0,18
2018-10-07,0.0,0.0,0.0,0.0,19,0,29,0,0,38
2018-10-14,0.0,0.0,0.0,19.504428904428906,35,0,26,0,0,35
2018-10-21,0.0,0.0,0.0,0.0,41,0,25,0,0,33
2018-10-28,0.0,0.0,0.0,0.0,34,0,17,0,0,34
2018-11-04,0.0,0.0,0.0,0.0,16,0,32,0,16,16
2018-11-11,0.0,0.0,0.0,0.0,25,0,17,0,0,34
2018-11-18,0.0,0.0,17.80839160839161,18.656410256410258,16,0,24,0,0,32
2018-11-25,0.0,18.656410256410258,0.0,45.793006993007,0,0,24,0,0,17
2018-12-02,0.0,0.0,17.80839160839161,18.656410256410258,24,0,33,0,0,16
2018-12-09,0.0,0.0,0.0,55.969230769230776,49,0,0,0,0,33
2018-12-16,0.0,0.0,0.0,0.0,51,0,0,0,0,17
2018-12-23,0.0,0.0,0.0,0.0,20,0,0,0,0,0
2018-12-30,0.0,19.504428904428906,0.0,0.0,17,0,0,0,17,17
2019-01-06,0.0,17.80839160839161,0.0,17.80839160839161,16,0,40,0,0,16
2019-01-13,0.0,0.0,0.0,0.0,32,0,16,0,0,32
2019-01-20,0.0,0.0,0.0,34.768764568764574,15,0,31,0,0,24
2019-01-27,0.0,0.0,17.80839160839161,17.80839160839161,16,0,62,0,0,47
2019-02-03,0.0,0.0,0.0,17.80839160839161,16,0,47,0,0,24
2019-02-10,0.0,0.0,0.0,18.656410256410258,0,0,15,0,0,47
2019-02-17,0.0,18.656410256410258,36.46480186480187,17.80839160839161,16,0,32,0,0,40
2019-02-24,0.0,0.0,0.0,39.85687645687646,18,0,26,0,0,35
2019-03-03,0.0,0.0,36.46480186480187,17.80839160839161,41,0,33,0,0,24
2019-03-10,0.0,0.0,0.0,17.80839160839161,32,0,24,0,0,32
2019-03-17,0.0,0.0,0.0,0.0,34,0,17,0,0,33
2019-03-24,0.0,0.0,0.0,53.425174825174835,40,0,32,0,0,32
