date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,21.431639226914818,10.715819613457409,21.431639226914818,22,0,11,0,0,37
2018-01-14,0.0,0.0,0.0,16.073729420186112,26,15,7,0,0,15
2018-01-21,0.0,10.715819613457409,10.715819613457409,21.431639226914818,15,0,23,0,0,23
2018-01-28,0.0,0.0,0.0,22.324624194702935,27,0,27,8,0,19
2018-02-04,0.0,0.0,10.715819613457409,10.715819613457409,16,0,8,0,0,8
2018-02-11,0.0,11.608804581245526,11.608804581245526,11.608804581245526,12,0,16,8,0,24
2018-02-18,0.0,12.501789549033644,0.0,17.85969935576235,8,0,17,0,8,25
2018-02-25,0.0,0.0,0.0,10.715819613457409,8,0,15,0,0,8
2018-03-04,0.0,10.715819613457409,0.0,10.715819613457409,22,0,8,0,0,26
2018-03-11,0.0,0.0,9.822834645669293,10.715819613457409,22,0,11,0,0,18
2018-03-18,0.0,0.0,0.0,22.324624194702935,19,8,11,0,0,19
2018-03-25,0.0,0.0,0.0,12.501789549033644,9,0,0,0,0,18
2018-04-01,0.0,13.394774516821762,0.0,26.789549033643524,9,9,19,0,9,23
2018-04-08,0.0,0.0,11.608804581245526,11.608804581245526,16,0,24,0,0,20
2018-04-15,0.0,0.0,0.0,23.21760916249105,21,0,21,0,0,17
2018-04-22,0.0,0.0,11.608804581245526,29.468503937007874,8,0,8,0,0,21
2018-04-29,0.0,0.0,12.501789549033644,42.863278453829636,13,0,21,0,9,22
2018-05-06,0.0,13.394774516821762,12.501789549033644,13.394774516821762,14,9,23,0,9,23
2018-05-13,0.0,0.0,0.0,24.11059413027917,8,8,21,9,0,21
2018-05-20,0.0,0.0,0.0,62.50894774516822,18,0,18,0,0,18
2018-05-27,0.0,0.0,11.608804581245526,41.0773085182534,29,0,12,0,0,25
2018-06-03,0.0,0.0,0.0,11.608804581245526,20,0,20,0,0,20
2018-06-10,0.0,0.0,0.0,20.5386542591267,34,0,15,0,0,15
2018-06-17,0.0,0.0,0.0,0.0,8,8,12,0,8,24
2018-06-24,0.0,0.0,11.608804581245526,23.21760916249105,16,0,0,0,8,16
2018-07-01,0.0,12.501789549033644,0.0,0.0,9,0,22,0,0,17
2018-07-08,0.0,12.501789549033644,0.0,52.686113099498925,23,0,9,0,0,27
2018-07-15,0.0,0.0,25.896564065855404,13.394774516821762,9,9,14,0,0,18
2018-07-22,0.0,0.0,13.394774516821762,41.0773085182534,10,0,24,0,9,9
2018-07-29,0.0,0.0,0.0,0.0,21,0,53,0,10,26
2018-08-05,0.0,0.0,0.0,26.789549033643524,19,0,14,0,0,28
2018-08-12,0.0,25.896564065855404,12.501789549033644,19.645669291338585,18,9,9,0,0,18
2018-08-19,0.0,12.501789549033644,0.0,36.61238367931281,13,9,17,0,0,9
2018-08-26,0.0,0.0,11.608804581245526,24.11059413027917,25,0,8,0,8,33
2018-09-02,0.0,0.0,0.0,25.003579098067288,18,0,9,0,0,22
2018-09-09,0.0,0.0,11.608804581245526,11.608804581245526,17,0,0,0,8,13
2018-09-16,0.0,0.0,11.608804581245526,11.608804581245526,33,0,17,0,8,12
2018-09-23,0.0,11.608804581245526,0.0,40.18432355046529,12,8,20,8,0,24
2018-09-30,0.0,0.0,0.0,37.50536864710093,22,0,13,0,0,0
2018-10-07,0.0,0.0,0.0,37.50536864710093,18,0,35,0,9,44
2018-10-14,0.0,12.501789549033644,11.608804581245526,17.85969935576235,29,8,8,0,0,8
2018-10-21,0.0,0.0,11.608804581245526,23.21760916249105,25,8,8,0,0,25
2018-10-28,0.0,0.0,0.0,11.608804581245526,16,0,20,8,8,20
2018-11-04,0.0,0.0,0.0,16.966714387974232,20,0,12,0,16,12
2018-11-11,0.0,11.608804581245526,0.0,11.608804581245526,28,0,12,0,0,20
