date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,0.0,0.0,0.0,9,0,25,0,0,31
2018-01-14,0.0,0.0,0.0,69.71201588877855,0,0,8,8,0,60
2018-01-21,0.0,0.0,0.0,0.0,8,0,8,0,0,0
2018-01-28,0.0,0.0,0.0,0.0,17,0,0,0,0,0
2018-02-04,0.0,0.0,0.0,25.173783515392255,27,0,18,0,0,16
2018-02-11,0.0,0.0,0.0,0.0,18,0,9,0,0,50
2018-02-18,0.0,0.0,0.0,49.37934458788481,9,0,0,0,0,15
2018-02-25,0.0,0.0,0.0,24.205561072492554,13,0,17,0,0,31
2018-03-04,0.0,0.0,0.0,0.0,17,0,18,0,0,0
2018-03-11,0.0,0.0,0.0,24.205561072492554,17,0,0,0,15,15
2018-03-18,0.0,0.0,0.0,24.205561072492554,17,0,25,0,0,0
2018-03-25,0.0,0.0,28.078450844091364,0.0,15,0,10,0,0,18
2018-04-01,0.0,0.0,0.0,0.0,19,0,0,9,0,18
2018-04-08,0.0,0.0,0.0,52.284011916583914,9,0,0,0,0,0
2018-04-15,0.0,0.0,0.0,0.0,10,0,10,0,0,35
2018-04-22,0.0,26.142005958291957,0.0,0.0,9,0,9,0,0,0
2018-04-29,0.0,25.173783515392255,0.0,25.173783515392255,9,0,9,0,0,32
2018-05-06,0.0,0.0,0.0,0.0,10,0,19,0,0,0
2018-05-13,0.0,0.0,0.0,73.58490566037736,9,0,18,0,0,0
2018-05-20,0.0,0.0,0.0,0.0,10,0,19,0,0,51
2018-05-27,0.0,28.078450844091364,0.0,55.188679245283026,10,0,0,0,0,18
2018-06-03,0.0,0.0,0.0,54.220456802383325,0,0,14,0,0,17
2018-06-10,0.0,0.0,0.0,0.0,9,0,9,0,0,0
2018-06-17,0.0,0.0,0.0,0.0,0,0,14,0,0,83
2018-06-24,0.0,0.0,0.0,0.0,9,0,18,0,0,17
2018-07-01,0.0,0.0,0.0,26.142005958291957,9,0,9,0,0,32
2018-07-08,0.0,0.0,0.0,0.0,19,0,0,0,0,0
2018-07-15,0.0,0.0,0.0,30.014895729890767,11,0,21,0,0,0
2018-07-22,0.0,0.0,0.0,0.0,21,0,11,0,0,19
2018-07-29,0.0,0.0,0.0,0.0,24,0,12,0,0,0
2018-08-05,0.0,0.0,0.0,0.0,21,0,10,0,0,38
2018-08-12,0.0,0.0,0.0,0.0,20,0,25,0,0,0
2018-08-19,0.0,0.0,27.110228401191662,53.252234359483616,20,0,9,0,0,18
2018-08-26,0.0,0.0,27.110228401191662,0.0,29,0,10,0,0,17
2018-09-02,0.0,0.0,0.0,0.0,10,0,10,9,0,0
2018-09-09,0.0,0.0,0.0,0.0,10,0,19,0,0,52
2018-09-16,0.0,0.0,0.0,0.0,0,0,0,0,0,33
2018-09-23,0.0,0.0,28.078450844091364,0.0,10,0,20,0,0,18
2018-09-30,0.0,0.0,0.0,0.0,15,0,29,0,0,0
2018-10-07,0.0,0.0,0.0,0.0,21,0,0,0,0,20
2018-10-14,0.0,0.0,0.0,0.0,21,0,21,0,0,0
2018-10-21,0.0,0.0,0.0,0.0,19,0,19,0,0,0
2018-10-28,0.0,27.110228401191662,0.0,53.252234359483616,14,0,0,0,0,35
2018-11-04,0.0,0.0,0.0,0.0,14,0,10,0,0,33
2018-11-11,0.0,0.0,0.0,0.0,13,0,17,0,0,16
2018-11-18,0.0,0.0,26.142005958291957,52.284011916583914,27,0,9,9,0,34
2018-11-25,0.0,0.0,0.0,52.284011916583914,37,0,14,0,0,0
2018-12-02,0.0,26.142005958291957,0.0,26.142005958291957,9,0,27,0,0,0
2018-12-09,0.0,0.0,0.0,26.142005958291957,14,0,0,0,0,17
2018-12-16,0.0,0.0,0.0,0.0,10,0,0,0,0,18
2018-12-23,0.0,0.0,0.0,0.0,13,0,34,0,0,25
2018-12-30,0.0,33.887785501489574,0.0,67.77557100297915,0,0,13,0,0,0
2019-01-06,0.0,0.0,0.0,0.0,9,0,9,0,0,50
2019-01-13,0.0,0.0,0.0,0.0,9,0,0,0,0,16
2019-01-20,0.0,0.0,0.0,25.173783515392255,9,0,35,9,0,31
2019-01-27,0.0,0.0,0.0,0.0,17,0,9,0,0,33
2019-02-03,0.0,27.110228401191662,0.0,27.110228401191662,19,0,20,0,0,0
2019-02-10,0.0,0.0,28.078450844091364,28.078450844091364,20,0,10,0,0,36
2019-02-17,0.0,0.0,0.0,0.0,14,0,9,9,0,0
2019-02-24,0.0,26.142005958291957,26.142005958291957,51.31578947368421,9,0,18,0,0,0
2019-03-03,0.0,0.0,0.0,52.284011916583914,9,0,9,0,0,0
2019-03-10,0.0,0.0,0.0,0.0,31,0,18,0,0,16
2019-03-17,0.0,0.0,26.142005958291957,0.0,9,0,9,0,0,100
2019-03-24,0.0,0.0,0.0,50.34756703078451,13,0,9,0,0,80
2019-03-31,0.0,0.0,0.0,0.0,22,0,9,0,0,16
2019-04-07,0.0,0.0,0.0,0.0,9,0,13,0,0,0
2019-04-14,0.0,0.0,0.0,30.98311817279047,11,0,22,0,0,40
2019-04-21,0.0,0.0,0.0,30.014895729890767,21,0,10,0,0,0
2019-04-28,0.0,0.0,0.0,24.205561072492554,17,0,8,0,0,31
2019-05-05,0.0,0.0,0.0,0.0,18,0,9,0,0,16
2019-05-12,0.0,25.173783515392255,0.0,51.31578947368421,0,0,17,0,0,31
2019-05-19,0.0,0.0,0.0,0.0,26,0,17,0,0,32
2019-05-26,0.0,0.0,0.0,0.0,21,0,10,0,0,37
2019-06-02,0.0,0.0,0.0,26.142005958291957,23,0,18,0,0,33
2019-06-09,0.0,0.0,0.0,0.0,18,0,18,0,0,35
2019-06-16,0.0,0.0,0.0,0.0,9,0,19,0,0,36
2019-06-23,0.0,0.0,0.0,0.0,15,0,20,0,0,18
2019-06-30,0.0,0.0,0.0,55.188679245283026,19,0,10,0,0,35
2019-07-07,0.0,0.0,0.0,30.014895729890767,26,0,10,0,18,0
2019-07-14,0.0,0.0,0.0,94.88579940417081,11,0,11,0,21,41
2019-07-21,0.0,0.0,0.0,33.887785501489574,12,0,24,0,21,21
2019-07-28,0.0,0.0,0.0,0.0,19,0,19,0,0,23
2019-08-04,0.0,0.0,31.95134061569017,0.0,22,0,11,0,0,0
2019-08-11,0.0,27.110228401191662,0.0,55.188679245283026,39,0,10,0,0,0
2019-08-18,0.0,0.0,0.0,49.37934458788481,9,0,0,0,0,0
2019-08-25,0.0,25.173783515392255,0.0,0.0,18,0,0,0,0,0
2019-09-01,0.0,0.0,24.205561072492554,0.0,17,0,9,0,0,31
2019-09-08,0.0,0.0,25.173783515392255,0.0,17,0,13,0,0,33
2019-09-15,0.0,0.0,0.0,25.173783515392255,9,0,9,0,0,0
2019-09-22,0.0,23.237338629592852,46.474677259185704,0.0,24,0,16,0,0,15
2019-09-29,0.0,0.0,0.0,25.173783515392255,9,0,18,0,0,0
2019-10-06,0.0,28.078450844091364,0.0,0.0,9,0,14,0,0,0
2019-10-13,0.0,0.0,0.0,26.142005958291957,9,0,23,0,0,50
2019-10-20,0.0,0.0,0.0,0.0,8,0,8,0,0,0
2019-10-27,0.0,0.0,25.173783515392255,49.37934458788481,13,0,9,0,0,31
2019-11-03,0.0,0.0,0.0,24.205561072492554,17,0,21,0,0,30
2019-11-10,0.0,0.0,0.0,48.41112214498511,30,0,17,0,0,30
2019-11-17,0.0,0.0,0.0,47.442899702085406,16,0,8,0,0,30
2019-11-24,0.0,0.0,23.237338629592852,0.0,17,0,8,0,0,15
