date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Installazione o sostituzione vetro antisfondamento,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-01-01,0.0,0.0,10.0,2.857142857142857,0.0,0.0,17.142857142857142,0.0,0.0,10.0,2.857142857142857,0.0,4.285714285714286,1.4285714285714286,1.4285714285714286,0.0,1.4285714285714286,0.0,0.0
2018-02-01,1.4285714285714286,0.0,7.142857142857142,1.4285714285714286,0.0,0.0,10.0,0.0,0.0,14.285714285714285,2.857142857142857,0.0,5.714285714285714,2.857142857142857,0.0,0.0,1.4285714285714286,0.0,0.0
2018-03-01,0.0,0.0,5.714285714285714,1.4285714285714286,0.0,0.0,10.0,0.0,0.0,11.428571428571429,1.4285714285714286,0.0,4.285714285714286,2.857142857142857,1.4285714285714286,0.0,1.4285714285714286,0.0,1.4285714285714286
2018-04-01,0.0,1.4285714285714286,4.285714285714286,0.0,0.0,0.0,4.285714285714286,0.0,0.0,1.4285714285714286,1.4285714285714286,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.0,1.4285714285714286
2018-05-01,0.0,1.4285714285714286,7.142857142857142,0.0,0.0,0.0,10.0,0.0,0.0,4.285714285714286,1.4285714285714286,0.0,1.4285714285714286,1.4285714285714286,2.857142857142857,0.0,0.0,0.0,1.4285714285714286
2018-06-01,0.0,2.857142857142857,2.857142857142857,0.0,0.0,0.0,5.714285714285714,0.0,1.4285714285714286,4.285714285714286,2.857142857142857,0.0,2.857142857142857,1.4285714285714286,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286
2018-07-01,1.4285714285714286,4.285714285714286,11.428571428571429,0.0,0.0,0.0,5.714285714285714,0.0,0.0,4.285714285714286,0.0,0.0,2.857142857142857,2.857142857142857,0.0,0.0,1.4285714285714286,0.0,1.4285714285714286
2018-08-01,1.4285714285714286,1.4285714285714286,8.571428571428571,0.0,0.0,1.4285714285714286,5.714285714285714,0.0,0.0,10.0,2.857142857142857,0.0,0.0,5.714285714285714,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0
2018-09-01,1.4285714285714286,0.0,14.285714285714285,4.285714285714286,0.0,0.0,8.571428571428571,0.0,0.0,14.285714285714285,0.0,0.0,0.0,5.714285714285714,0.0,0.0,1.4285714285714286,0.0,4.285714285714286
2018-10-01,1.4285714285714286,2.857142857142857,4.285714285714286,0.0,2.857142857142857,0.0,1.4285714285714286,0.0,0.0,11.428571428571429,2.857142857142857,0.0,0.0,2.857142857142857,0.0,0.0,1.4285714285714286,0.0,1.4285714285714286
