date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Cronotermostato e termostato,Finestre blindate,Impianto di allarme,Installazione impianto di domotica,Installazione o sostituzione doppi vetri,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Installazione o sostituzione vetro antisfondamento,Motorizzazione tapparelle,Rifacimento facciata,Riparazione o manutenzione tetto
2018-01-01,0.0,0.0,16.666666666666664,0.0,0.0,1.6666666666666667,10.0,0.0,0.0,30.0,0.0,0.0,0.0,11.666666666666666,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667
2018-02-01,1.6666666666666667,3.3333333333333335,16.666666666666664,3.3333333333333335,0.0,1.6666666666666667,28.333333333333332,0.0,0.0,20.0,3.3333333333333335,0.0,3.3333333333333335,6.666666666666667,0.0,0.0,0.0,0.0,6.666666666666667
2018-03-01,1.6666666666666667,1.6666666666666667,8.333333333333332,3.3333333333333335,0.0,3.3333333333333335,18.333333333333332,0.0,0.0,20.0,1.6666666666666667,0.0,6.666666666666667,3.3333333333333335,0.0,0.0,0.0,0.0,3.3333333333333335
2018-04-01,1.6666666666666667,0.0,15.0,1.6666666666666667,1.6666666666666667,0.0,11.666666666666666,0.0,0.0,11.666666666666666,1.6666666666666667,0.0,0.0,8.333333333333332,0.0,0.0,5.0,5.0,0.0
2018-05-01,0.0,0.0,20.0,1.6666666666666667,0.0,0.0,10.0,0.0,0.0,21.666666666666668,0.0,0.0,6.666666666666667,3.3333333333333335,1.6666666666666667,0.0,1.6666666666666667,0.0,1.6666666666666667
2018-06-01,0.0,0.0,16.666666666666664,5.0,0.0,0.0,3.3333333333333335,0.0,0.0,10.0,1.6666666666666667,0.0,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0
2018-07-01,0.0,1.6666666666666667,15.0,8.333333333333332,0.0,0.0,10.0,0.0,1.6666666666666667,15.0,3.3333333333333335,0.0,10.0,6.666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0
2018-08-01,1.6666666666666667,0.0,16.666666666666664,3.3333333333333335,0.0,0.0,11.666666666666666,0.0,1.6666666666666667,10.0,0.0,0.0,5.0,6.666666666666667,0.0,0.0,0.0,0.0,1.6666666666666667
2018-09-01,5.0,1.6666666666666667,15.0,3.3333333333333335,0.0,0.0,5.0,0.0,3.3333333333333335,30.0,1.6666666666666667,0.0,1.6666666666666667,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.0,0.0,3.3333333333333335
2018-10-01,0.0,3.3333333333333335,10.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,15.0,1.6666666666666667,0.0,1.6666666666666667,6.666666666666667,3.3333333333333335,3.3333333333333335,1.6666666666666667,0.0,5.0
2018-11-01,1.6666666666666667,0.0,23.333333333333332,1.6666666666666667,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,13.333333333333334,0.0,1.6666666666666667,0.0,3.3333333333333335,3.3333333333333335
2018-12-01,0.0,0.0,16.666666666666664,0.0,0.0,0.0,6.666666666666667,0.0,0.0,5.0,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,1.6666666666666667
2019-01-01,0.0,1.6666666666666667,30.0,3.3333333333333335,0.0,1.6666666666666667,10.0,0.0,5.0,26.666666666666668,1.6666666666666667,0.0,6.666666666666667,10.0,0.0,0.0,0.0,0.0,5.0
2019-02-01,3.3333333333333335,3.3333333333333335,25.0,8.333333333333332,0.0,0.0,16.666666666666664,0.0,1.6666666666666667,18.333333333333332,0.0,0.0,8.333333333333332,10.0,5.0,1.6666666666666667,0.0,0.0,3.3333333333333335
2019-03-01,1.6666666666666667,3.3333333333333335,18.333333333333332,3.3333333333333335,1.6666666666666667,0.0,15.0,0.0,0.0,30.0,3.3333333333333335,0.0,5.0,5.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0
2019-04-01,3.3333333333333335,0.0,20.0,1.6666666666666667,1.6666666666666667,0.0,25.0,0.0,0.0,16.666666666666664,3.3333333333333335,0.0,3.3333333333333335,5.0,1.6666666666666667,0.0,3.3333333333333335,1.6666666666666667,0.0
2019-05-01,6.666666666666667,6.666666666666667,21.666666666666668,5.0,0.0,1.6666666666666667,13.333333333333334,0.0,3.3333333333333335,15.0,10.0,1.6666666666666667,6.666666666666667,8.333333333333332,6.666666666666667,0.0,1.6666666666666667,0.0,8.333333333333332
2019-06-01,1.6666666666666667,8.333333333333332,30.0,1.6666666666666667,5.0,0.0,8.333333333333332,1.6666666666666667,3.3333333333333335,20.0,1.6666666666666667,11.666666666666666,3.3333333333333335,6.666666666666667,10.0,0.0,1.6666666666666667,0.0,0.0
2019-07-01,0.0,1.6666666666666667,15.0,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.0,1.6666666666666667,25.0,1.6666666666666667,8.333333333333332,0.0,3.3333333333333335,15.0,0.0,0.0,0.0,11.666666666666666
2019-08-01,3.3333333333333335,0.0,10.0,5.0,0.0,0.0,10.0,0.0,1.6666666666666667,21.666666666666668,1.6666666666666667,6.666666666666667,8.333333333333332,3.3333333333333335,8.333333333333332,3.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667
2019-09-01,3.3333333333333335,5.0,33.33333333333333,10.0,1.6666666666666667,0.0,16.666666666666664,1.6666666666666667,8.333333333333332,23.333333333333332,0.0,1.6666666666666667,13.333333333333334,10.0,10.0,0.0,1.6666666666666667,0.0,11.666666666666666
2019-10-01,8.333333333333332,1.6666666666666667,46.666666666666664,3.3333333333333335,1.6666666666666667,0.0,6.666666666666667,0.0,3.3333333333333335,26.666666666666668,0.0,3.3333333333333335,10.0,3.3333333333333335,10.0,3.3333333333333335,0.0,1.6666666666666667,1.6666666666666667
2019-11-01,1.6666666666666667,6.666666666666667,35.0,5.0,1.6666666666666667,1.6666666666666667,10.0,0.0,1.6666666666666667,21.666666666666668,3.3333333333333335,5.0,8.333333333333332,5.0,8.333333333333332,0.0,1.6666666666666667,0.0,1.6666666666666667
2019-12-01,3.3333333333333335,1.6666666666666667,11.666666666666666,1.6666666666666667,0.0,0.0,11.666666666666666,3.3333333333333335,1.6666666666666667,10.0,3.3333333333333335,6.666666666666667,8.333333333333332,10.0,10.0,0.0,3.3333333333333335,0.0,0.0
2020-01-01,6.666666666666667,6.666666666666667,11.666666666666666,1.6666666666666667,0.0,5.0,15.0,0.0,1.6666666666666667,41.66666666666667,1.6666666666666667,8.333333333333332,8.333333333333332,5.0,6.666666666666667,0.0,0.0,0.0,1.6666666666666667
2020-02-01,0.0,1.6666666666666667,23.333333333333332,3.3333333333333335,1.6666666666666667,0.0,8.333333333333332,3.3333333333333335,1.6666666666666667,58.333333333333336,3.3333333333333335,0.0,21.666666666666668,10.0,8.333333333333332,1.6666666666666667,0.0,3.3333333333333335,1.6666666666666667
2020-03-01,1.6666666666666667,0.0,13.333333333333334,3.3333333333333335,0.0,0.0,1.6666666666666667,0.0,3.3333333333333335,28.333333333333332,0.0,1.6666666666666667,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0
2020-04-01,0.0,1.6666666666666667,6.666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667,16.666666666666664,3.3333333333333335,3.3333333333333335,20.0,5.0,5.0,0.0,0.0,0.0,1.6666666666666667
2020-05-01,0.0,1.6666666666666667,33.33333333333333,5.0,0.0,1.6666666666666667,5.0,0.0,3.3333333333333335,35.0,1.6666666666666667,15.0,100.0,10.0,6.666666666666667,3.3333333333333335,3.3333333333333335,1.6666666666666667,1.6666666666666667
2020-06-01,0.0,0.0,48.333333333333336,1.6666666666666667,0.0,0.0,3.3333333333333335,0.0,0.0,31.666666666666664,1.6666666666666667,3.3333333333333335,13.333333333333334,6.666666666666667,3.3333333333333335,0.0,0.0,0.0,5.0
2020-07-01,0.0,1.6666666666666667,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,1.6666666666666667,1.6666666666666667,3.3333333333333335,0.0,0.0,0.0,0.0,0.0
