date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,13.441057458861613,13.441057458861613,13.441057458861613,18,9,14,0,0,17
2018-01-14,0.0,13.441057458861613,40.323172376584836,13.441057458861613,19,0,28,0,9,34
2018-01-21,0.0,0.0,0.0,41.28324790936067,19,9,28,9,9,39
2018-01-28,0.0,0.0,14.401132991637443,27.842190450499054,9,0,9,0,0,13
2018-02-04,0.0,13.441057458861613,27.842190450499054,14.401132991637443,43,0,24,0,0,18
2018-02-11,0.0,0.0,0.0,0.0,16,0,31,0,10,24
2018-02-18,0.0,0.0,24.001888319395736,31.68249258160237,27,0,55,0,0,30
2018-02-25,0.0,14.401132991637443,14.401132991637443,70.08551389263555,24,10,29,0,9,13
2018-03-04,0.0,0.0,21.12166172106825,28.802265983274886,15,10,15,0,0,18
2018-03-11,0.0,0.0,27.842190450499054,27.842190450499054,19,0,29,10,0,13
2018-03-18,0.0,0.0,14.401132991637443,84.486646884273,29,10,24,0,9,23
2018-03-25,0.0,0.0,0.0,15.361208524413271,27,0,27,0,0,25
2018-04-01,0.0,16.3212840571891,16.3212840571891,16.3212840571891,39,0,17,0,0,25
2018-04-08,0.0,0.0,0.0,36.48287024548152,20,0,60,0,0,37
2018-04-15,0.0,0.0,0.0,43.203398974912325,20,10,30,0,0,28
2018-04-22,0.0,14.401132991637443,28.802265983274886,28.802265983274886,24,0,29,0,0,37
2018-04-29,0.0,0.0,0.0,58.5646074993256,10,0,20,10,0,41
2018-05-06,0.0,0.0,0.0,23.041812786619907,26,0,42,0,0,29
2018-05-13,0.0,0.0,0.0,14.401132991637443,29,0,15,0,0,27
2018-05-20,0.0,0.0,0.0,30.722417048826543,11,10,36,0,0,47
2018-05-27,0.0,0.0,27.842190450499054,42.2433234421365,20,0,44,0,9,18
2018-06-03,0.0,14.401132991637443,14.401132991637443,14.401132991637443,25,0,10,0,0,9
2018-06-10,0.0,0.0,13.441057458861613,26.882114917723225,28,0,10,0,0,22
2018-06-17,0.0,0.0,0.0,42.2433234421365,39,10,25,0,9,14
2018-06-24,0.0,0.0,29.762341516050714,15.361208524413271,31,0,21,0,9,14
2018-07-01,0.0,0.0,0.0,23.041812786619907,21,0,37,0,0,15
2018-07-08,0.0,17.28135958996493,0.0,41.28324790936067,17,11,17,0,0,11
2018-07-15,0.0,0.0,0.0,34.56271917992986,12,0,47,12,0,11
2018-07-22,0.0,0.0,34.56271917992986,25.922039384947396,35,0,12,12,0,27
2018-07-29,0.0,0.0,17.28135958996493,35.52279471270569,42,0,36,0,0,17
2018-08-05,0.0,0.0,0.0,0.0,32,11,22,11,0,20
2018-08-12,0.0,0.0,14.401132991637443,14.401132991637443,20,0,25,0,0,14
2018-08-19,0.0,0.0,0.0,44.16347450768816,10,0,15,0,0,23
2018-08-26,0.0,14.401132991637443,14.401132991637443,0.0,39,0,15,0,0,27
2018-09-02,0.0,0.0,15.361208524413271,15.361208524413271,26,0,21,0,0,10
2018-09-09,0.0,0.0,15.361208524413271,15.361208524413271,41,10,26,0,10,19
2018-09-16,0.0,0.0,0.0,50.88400323711896,35,10,10,0,0,23
2018-09-23,0.0,0.0,15.361208524413271,0.0,26,10,31,0,0,19
2018-09-30,0.0,16.3212840571891,33.60264364715403,33.60264364715403,52,0,12,0,0,21
2018-10-07,0.0,0.0,16.3212840571891,16.3212840571891,45,0,22,0,0,21
2018-10-14,0.0,0.0,15.361208524413271,45.12355004046398,31,0,10,0,0,10
2018-10-21,0.0,0.0,0.0,51.84407876989479,10,10,10,0,10,23
2018-10-28,0.0,0.0,28.802265983274886,14.401132991637443,15,0,39,0,0,9
2018-11-04,0.0,0.0,14.401132991637443,14.401132991637443,20,0,30,0,0,9
