date,Energieausweis,Dachdecker,Solar,Fenster,Elektro,Bewegungsmelder,Smart Home,Balkon,Garten,Bad
2018-01-07,0.0,0.0,2.800360814924394,7.234265438554686,4.611983196993146,0.6917974795489719,0.0,0.9223966393986291,10,80
2018-01-14,0.0,1.400180407462197,3.5004510186554927,7.934355642285785,5.534379836391775,0.6917974795489719,0.0,0.6917974795489719,8,56
2018-01-21,0.0,1.400180407462197,9.101172648504281,14.93525767959677,5.764978996241432,0.0,0.6917974795489719,0.9223966393986291,9,59
2018-01-28,0.0,0.0,3.5004510186554927,4.200541222386592,6.687375635640061,1.1529957992482864,0.6917974795489719,0.6917974795489719,3,70
2018-02-04,1.400180407462197,1.400180407462197,4.200541222386592,12.601623667159775,5.303780676542118,0.6917974795489719,0.0,1.1529957992482864,5,60
2018-02-11,1.400180407462197,1.400180407462197,3.9671778211428923,7.467628839798385,2.7671899181958874,1.1529957992482864,0.6917974795489719,1.1529957992482864,15,55
2018-02-18,0.0,1.400180407462197,4.90063142611769,6.767538636067287,4.611983196993146,1.1529957992482864,2.53659075834623,3.4589873977448593,11,78
2018-02-25,2.800360814924394,0.0,3.9671778211428923,9.334536049747982,5.764978996241432,0.6917974795489719,0.0,0.6917974795489719,13,63
2018-03-04,0.0,2.100270611193296,3.5004510186554927,12.601623667159775,6.687375635640061,0.0,0.0,1.1529957992482864,12,56
2018-03-11,2.800360814924394,0.0,5.8340850310924885,10.734716457210178,6.687375635640061,0.6917974795489719,0.0,1.614194118947601,30,48
2018-03-18,0.0,0.0,7.467628839798385,9.80126285223538,5.764978996241432,0.6917974795489719,0.0,2.9977890780455447,18,65
2018-03-25,0.0,1.6335438087058967,6.067448432336188,10.734716457210178,6.226177315940747,0.9223966393986291,0.6917974795489719,2.9977890780455447,15,52
2018-04-01,1.6335438087058967,0.0,1.6335438087058967,9.101172648504281,6.687375635640061,0.6917974795489719,0.6917974795489719,2.53659075834623,24,74
2018-04-08,0.0,0.0,4.433904623630291,15.86871128457157,5.534379836391775,0.6917974795489719,0.6917974795489719,6.226177315940747,27,53
2018-04-15,0.0,0.0,6.534175234823587,8.167719043529484,5.764978996241432,0.9223966393986291,0.9223966393986291,4.611983196993146,24,50
2018-04-22,0.0,0.0,6.300811833579887,9.101172648504281,6.687375635640061,1.614194118947601,0.9223966393986291,4.150784877293831,28,60
2018-04-29,0.0,1.8669072099495962,3.7338144198991925,11.201443259697577,5.534379836391775,0.9223966393986291,0.0,2.0753924386469156,27,53
2018-05-06,0.0,0.0,8.401082444773184,12.134896864672376,5.07318151669246,0.0,0.9223966393986291,5.07318151669246,25,57
2018-05-13,1.8669072099495962,0.0,6.300811833579887,18.669072099495963,8.070970594738005,0.6917974795489719,0.6917974795489719,5.303780676542118,16,64
2018-05-20,0.0,0.0,8.167719043529484,7.234265438554686,7.379173115189033,0.9223966393986291,0.0,4.150784877293831,24,68
2018-05-27,0.0,1.8669072099495962,7.934355642285785,7.934355642285785,7.60977227503869,1.614194118947601,0.0,3.228388237895202,12,62
2018-06-03,0.0,1.8669072099495962,3.5004510186554927,5.367358228605089,5.07318151669246,0.6917974795489719,0.6917974795489719,3.228388237895202,23,71
2018-06-10,0.0,3.2670876174117933,4.200541222386592,9.80126285223538,6.687375635640061,0.0,0.0,2.9977890780455447,13,50
2018-06-17,0.0,1.6335438087058967,3.2670876174117933,8.401082444773184,7.148573955339376,0.6917974795489719,0.6917974795489719,1.8447932787972583,20,57
2018-06-24,1.6335438087058967,1.6335438087058967,3.9671778211428923,11.201443259697577,7.60977227503869,0.6917974795489719,0.0,3.228388237895202,12,62
2018-07-01,1.6335438087058967,0.0,2.3336340124369954,6.300811833579887,6.687375635640061,0.0,0.6917974795489719,2.7671899181958874,21,83
2018-07-08,0.0,1.6335438087058967,2.566997413680695,9.80126285223538,8.070970594738005,1.1529957992482864,0.0,1.8447932787972583,23,68
2018-07-15,0.0,0.0,9.101172648504281,9.101172648504281,5.07318151669246,1.3835949590979437,0.0,2.53659075834623,16,58
2018-07-22,1.6335438087058967,3.2670876174117933,6.534175234823587,12.834987068403475,8.762768074286978,0.6917974795489719,0.0,1.3835949590979437,9,92
2018-07-29,1.6335438087058967,0.0,7.934355642285785,10.26798965472278,7.148573955339376,0.0,0.0,2.7671899181958874,7,75
2018-08-05,0.0,0.0,2.3336340124369954,13.535077272134574,6.456776475790404,0.6917974795489719,0.0,3.4589873977448593,16,69
2018-08-12,0.0,0.0,7.000902037310985,7.934355642285785,5.764978996241432,0.0,2.0753924386469156,3.228388237895202,14,60
2018-08-19,1.6335438087058967,1.6335438087058967,4.90063142611769,9.56789945099168,9.685164713685605,1.3835949590979437,0.0,2.9977890780455447,21,94
2018-08-26,0.0,1.6335438087058967,7.234265438554686,14.701894278353071,5.07318151669246,0.6917974795489719,0.0,1.3835949590979437,7,95
