date,Energieausweis,Elektro,Dachdecker,Solar,Fenster,Bewegungsmelder,Smart Home,Balkon,Garten,Bad
2018-01-07,0.0,5.370145445214548,2.148058178085819,0.0,5.8430431802604526,1.9476810600868175,0.0,1.9476810600868175,12,55
2018-01-14,0.0,5.370145445214548,0.0,4.296116356171638,7.985492346355952,0.0,0.0,0.0,7,52
2018-01-21,0.0,4.41545292162085,0.0,0.0,3.116289696138908,2.142449166095499,0.0,1.9476810600868175,4,56
2018-01-28,0.0,6.563511099706669,0.0,2.148058178085819,6.037811286269134,0.0,1.9476810600868175,0.0,10,82
2018-02-04,0.0,7.5182036233003675,2.148058178085819,0.0,6.816883710303861,0.0,1.9476810600868175,0.0,12,68
2018-02-11,0.0,5.728155141562184,0.0,2.2673947435350312,2.142449166095499,0.0,0.0,2.142449166095499,11,61
2018-02-18,0.0,10.38228119408146,0.0,0.0,3.7005940141649534,1.9476810600868175,0.0,2.9215215901302263,10,71
2018-02-25,0.0,7.040857361503518,2.028721612636607,4.057443225273214,9.543637194425406,0.0,1.7529129540781356,0.0,5,50
2018-03-04,0.0,6.324837968808246,0.0,4.296116356171638,4.869202650217043,3.895362120173635,0.0,1.9476810600868175,13,54
2018-03-11,0.0,3.1027507016795166,0.0,4.176779790722426,1.9476810600868175,0.0,0.0,0.0,8,63
2018-03-18,0.0,0.0,0.0,2.148058178085819,1.9476810600868175,1.9476810600868175,0.0,1.9476810600868175,17,72
2018-03-25,0.0,6.563511099706669,0.0,0.0,6.037811286269134,0.0,0.0,4.090130226182317,7,55
2018-04-01,0.0,5.370145445214548,0.0,2.148058178085819,6.037811286269134,0.0,0.0,1.9476810600868175,19,62
2018-04-08,0.0,7.756876754198791,0.0,4.41545292162085,7.206419922321224,1.9476810600868175,0.0,5.063970756225725,32,55
2018-04-15,2.148058178085819,4.41545292162085,2.148058178085819,4.41545292162085,7.0116518163125425,0.0,1.9476810600868175,3.895362120173635,16,50
2018-04-22,2.148058178085819,6.444174534257457,0.0,3.2220872671287286,5.8430431802604526,0.0,0.0,1.9476810600868175,22,78
2018-04-29,0.0,3.2220872671287286,2.148058178085819,5.370145445214548,8.76456477039068,0.0,1.9476810600868175,5.8430431802604526,17,68
2018-05-06,0.0,3.2220872671287286,2.148058178085819,4.296116356171638,3.895362120173635,0.0,0.0,1.9476810600868175,33,76
2018-05-13,0.0,4.176779790722426,0.0,6.324837968808246,5.8430431802604526,0.0,0.0,5.8430431802604526,15,51
2018-05-20,2.148058178085819,3.2220872671287286,2.148058178085819,4.296116356171638,3.895362120173635,0.0,0.0,1.9476810600868175,10,70
2018-05-27,0.0,6.324837968808246,2.148058178085819,2.148058178085819,5.8430431802604526,0.0,0.0,1.9476810600868175,12,51
2018-06-03,0.0,5.012135748866911,0.0,4.057443225273214,1.9476810600868175,0.0,0.0,0.0,13,64
2018-06-10,1.9093850471873948,10.50161775953067,1.9093850471873948,1.9093850471873948,3.5058259081562713,0.0,0.0,0.0,20,64
2018-06-17,0.0,6.086164837909821,0.0,2.028721612636607,5.648275074251771,0.0,0.0,1.9476810600868175,15,70
2018-06-24,0.0,4.057443225273214,2.028721612636607,0.0,2.7267534841215446,0.0,1.9476810600868175,3.7005940141649534,8,86
