date,Automazione cancelli,Certificato conformità impianto elettrico,Certificazione energetica,Costruzione o sostituzione tetto,Finestre blindate,Impianto di allarme,Installazione o sostituzione finestre,Installazione o sostituzione impianto di videosorveglianza,Installazione o sostituzione inferriate,Installazione o sostituzione pannelli fotovoltaici,Installazione o sostituzione porte blindate,Installazione o sostituzione serrature,Installazione o sostituzione vetro antisfondamento,Motorizzazione tapparelle,Riparazione o manutenzione tetto
2018-01-01,0.0,0.0,9.090909090909092,0.0,0.0,0.0,27.27272727272727,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0
2018-03-01,0.0,0.0,18.181818181818183,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,9.090909090909092,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0
2018-07-01,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,9.090909090909092,0.0,0.0,27.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0
2018-09-01,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
2018-12-01,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,27.27272727272727,0.0,9.090909090909092,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
2019-02-01,0.0,0.0,27.27272727272727,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,9.090909090909092
2019-03-01,0.0,0.0,45.45454545454545,9.090909090909092,0.0,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0
2019-04-01,0.0,0.0,18.181818181818183,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.0,9.090909090909092,18.181818181818183,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,18.181818181818183
2019-06-01,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,18.181818181818183,9.090909090909092,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0
2019-08-01,0.0,0.0,27.27272727272727,0.0,0.0,0.0,36.36363636363637,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0
2019-09-01,0.0,9.090909090909092,18.181818181818183,9.090909090909092,0.0,9.090909090909092,18.181818181818183,9.090909090909092,0.0,0.0,18.181818181818183,18.181818181818183,0.0,0.0,0.0
2019-10-01,0.0,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,0.0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,0.0
2019-11-01,0.0,0.0,27.27272727272727,18.181818181818183,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183
2020-01-01,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,9.090909090909092,36.36363636363637,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,27.27272727272727,9.090909090909092,0.0,9.090909090909092,18.181818181818183,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,9.090909090909092,9.090909090909092,0.0,0.0,9.090909090909092,27.27272727272727,0.0,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,18.181818181818183,0.0,0.0,0.0,45.45454545454545,0.0,0.0,100.0,9.090909090909092,0.0,0.0,0.0,18.181818181818183
2020-06-01,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,27.27272727272727,0.0,0.0,72.72727272727273,0.0,0.0,0.0,0.0,9.090909090909092
2020-07-01,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0
