date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,14.862479247371336,29.724958494742673,14.862479247371336,40,8,20,0,0,11
2018-01-14,0.0,21.90260099612618,0.0,42.24073049252906,15,0,23,0,0,11
2018-01-21,0.0,28.94272274488102,14.080243497509686,0.0,23,0,15,16,0,22
2018-01-28,0.0,0.0,0.0,21.90260099612618,16,0,24,0,0,29
2018-02-04,0.0,0.0,0.0,31.28942999446597,46,0,42,0,0,16
2018-02-11,0.0,0.0,14.862479247371336,29.724958494742673,25,0,21,0,0,42
2018-02-18,0.0,0.0,14.080243497509686,28.94272274488102,19,8,31,0,7,29
2018-02-25,0.0,14.080243497509686,0.0,14.080243497509686,15,8,27,8,0,32
2018-03-04,0.0,14.080243497509686,0.0,21.90260099612618,23,0,43,0,0,29
2018-03-11,0.0,0.0,14.080243497509686,28.94272274488102,8,8,27,0,0,29
2018-03-18,0.0,14.862479247371336,14.080243497509686,14.862479247371336,12,0,23,0,0,7
2018-03-25,0.0,0.0,0.0,29.724958494742673,16,8,12,0,0,22
2018-04-01,0.0,0.0,0.0,31.28942999446597,25,0,33,0,0,27
2018-04-08,0.0,0.0,0.0,23.46707249584948,17,0,21,0,8,20
2018-04-15,0.0,0.0,15.644714997232985,31.28942999446597,21,0,17,0,0,44
2018-04-22,0.0,0.0,30.50719424460432,30.50719424460432,25,0,33,0,0,27
2018-04-29,0.0,0.0,0.0,29.724958494742673,8,0,20,0,0,41
2018-05-06,0.0,15.644714997232985,15.644714997232985,38.32955174322081,12,0,12,0,0,54
2018-05-13,0.0,0.0,0.0,58.66768123962369,23,0,31,0,0,40
2018-05-20,0.0,0.0,46.1519092418373,15.644714997232985,20,0,33,0,0,15
2018-05-27,0.0,0.0,0.0,22.684836745987827,16,0,16,0,0,27
2018-06-03,0.0,14.862479247371336,14.862479247371336,29.724958494742673,8,0,40,0,8,19
2018-06-10,0.0,14.862479247371336,0.0,14.080243497509686,35,0,16,0,0,25
2018-06-17,0.0,14.862479247371336,14.862479247371336,37.54731599335916,25,0,16,0,0,19
2018-06-24,0.0,0.0,0.0,29.724958494742673,12,0,12,0,8,23
2018-07-01,0.0,0.0,14.862479247371336,37.54731599335916,12,0,33,8,0,34
2018-07-08,0.0,0.0,0.0,33.636137244050914,18,0,9,0,0,17
2018-07-15,0.0,0.0,17.209186496956285,34.41837299391257,9,0,14,0,9,35
2018-07-22,0.0,0.0,0.0,69.61898173768678,28,0,33,0,0,13
2018-07-29,0.0,17.991422246817933,0.0,17.209186496956285,23,0,19,0,0,17
2018-08-05,0.0,0.0,0.0,23.46707249584948,25,0,42,8,8,12
2018-08-12,0.0,44.587437742114005,0.0,14.862479247371336,16,0,36,0,0,15
2018-08-19,0.0,0.0,0.0,22.684836745987827,28,0,24,8,0,42
2018-08-26,0.0,14.862479247371336,14.862479247371336,14.862479247371336,40,0,20,0,0,15
2018-09-02,0.0,0.0,0.0,30.50719424460432,29,0,16,0,0,23
2018-09-09,0.0,0.0,14.862479247371336,45.369673491975654,8,0,24,8,8,23
2018-09-16,0.0,0.0,14.862479247371336,29.724958494742673,16,0,8,8,7,15
2018-09-23,0.0,0.0,15.644714997232985,30.50719424460432,8,0,25,0,0,15
2018-09-30,0.0,0.0,16.426950747094633,16.426950747094633,18,9,22,0,8,12
2018-10-07,0.0,0.0,0.0,25.031543995572775,9,0,22,0,0,8
2018-10-14,0.0,0.0,0.0,15.644714997232985,13,0,25,0,0,28
2018-10-21,0.0,0.0,22.684836745987827,14.862479247371336,8,0,16,0,0,27
2018-10-28,0.0,14.862479247371336,14.862479247371336,14.862479247371336,28,0,36,0,0,15
2018-11-04,0.0,0.0,14.080243497509686,29.724958494742673,46,0,23,0,0,7
2018-11-11,0.0,0.0,14.862479247371336,14.862479247371336,20,8,32,0,0,15
2018-11-18,0.0,0.0,14.080243497509686,43.02296624239071,19,0,19,0,0,7
