date,Energiezertifizierer,Dachdecker,Elektriker,Solar,Fenster,Smart Home,bauen,Einbruch,Schlüsseldienst,Blumen
2018-01-07,0.0,6.048305084745763,6.720338983050849,21.505084745762716,19,1,21,1,1,13
2018-01-14,0.0,6.720338983050849,15.456779661016952,18.816949152542378,19,2,16,1,1,17
2018-01-21,0.0,6.048305084745763,7.392372881355934,14.112711864406782,18,2,15,1,0,27
2018-01-28,0.0,4.032203389830509,10.080508474576273,19.488983050847462,21,2,12,2,3,24
2018-02-04,0.0,4.032203389830509,0.0,17.472881355932206,18,1,15,0,0,25
2018-02-11,0.0,2.0161016949152546,4.7042372881355945,14.112711864406782,15,2,12,0,1,35
2018-02-18,0.0,2.0161016949152546,6.048305084745763,12.096610169491527,17,0,14,0,2,18
2018-02-25,0.0,2.0161016949152546,4.032203389830509,20.161016949152547,17,2,19,2,2,20
2018-03-04,0.0,4.032203389830509,11.424576271186442,24.86525423728814,15,1,14,1,2,29
2018-03-11,0.0,4.032203389830509,6.720338983050849,22.1771186440678,19,1,20,1,0,28
2018-03-18,0.0,2.0161016949152546,7.392372881355934,12.768644067796613,17,1,14,2,1,34
2018-03-25,0.0,3.3601694915254243,4.032203389830509,25.537288135593226,13,1,16,1,2,20
2018-04-01,0.0,4.032203389830509,5.376271186440679,23.52118644067797,18,1,19,1,1,31
2018-04-08,0.0,2.0161016949152546,8.064406779661018,25.537288135593226,20,1,20,2,1,26
2018-04-15,0.0,2.0161016949152546,8.736440677966103,27.55338983050848,17,2,17,0,0,25
2018-04-22,0.0,6.048305084745763,5.376271186440679,26.20932203389831,23,1,16,1,0,33
2018-04-29,0.0,2.0161016949152546,5.376271186440679,18.816949152542378,15,1,16,0,1,27
2018-05-06,0.0,2.0161016949152546,5.376271186440679,20.83305084745763,12,2,14,1,1,29
2018-05-13,0.0,6.048305084745763,6.720338983050849,22.1771186440678,18,1,14,1,3,38
2018-05-20,0.0,4.032203389830509,4.032203389830509,30.913559322033905,16,0,22,2,2,25
2018-05-27,0.0,8.736440677966103,4.032203389830509,28.897457627118648,17,1,15,1,1,22
2018-06-03,0.0,4.032203389830509,2.6881355932203395,22.849152542372885,20,1,15,1,7,24
2018-06-10,0.0,4.032203389830509,4.7042372881355945,27.55338983050848,11,1,16,1,1,27
2018-06-17,0.0,4.7042372881355945,4.7042372881355945,21.505084745762716,18,1,12,1,1,23
2018-06-24,0.0,2.0161016949152546,8.736440677966103,28.897457627118648,15,1,11,1,3,19
2018-07-01,0.0,4.032203389830509,14.112711864406782,23.52118644067797,15,1,15,1,2,19
2018-07-08,0.0,4.032203389830509,6.048305084745763,34.27372881355933,17,1,15,1,0,23
2018-07-15,0.0,3.3601694915254243,7.392372881355934,28.897457627118648,19,2,17,2,4,18
2018-07-22,0.0,2.0161016949152546,3.3601694915254243,34.27372881355933,20,1,14,0,2,13
2018-07-29,0.0,7.392372881355934,3.3601694915254243,26.20932203389831,22,2,24,1,2,23
2018-08-05,0.0,4.032203389830509,6.048305084745763,28.225423728813563,19,1,21,2,0,25
