geoName,geoCode,entreprise climatisation
Brittany,FR-E,0.0
Centre-Val de Loire,FR-F,100.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,28.30188679245283
Provence-Alpes-Côte d'Azur,FR-U,98.11320754716981
Île-de-France,FR-J,37.735849056603776
Grand-est,FR-GE,37.735849056603776
Hauts-de-france,FR-HF,37.735849056603776
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,84.27672955974842
Occitanie,FR-OC,93.39622641509435
Auvergne-Rhône-Alpes,FR-AR,31.132075471698112
