,geoName,stage en anglais
3,Brittany,63.541666666666664
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,85.41666666666666
18,Provence-Alpes-Côte d'Azur,56.25
21,Île-de-France,100.0
22,Grand-est,0.0
23,Hauts-de-france,27.604166666666668
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,15.972222222222223
27,Occitanie,77.08333333333334
28,Auvergne-Rhône-Alpes,29.166666666666668
