date,Coach sportif
2018-01-07,0.654275092936803
2018-01-14,0.7620817843866171
2018-01-21,0.7955390334572491
2018-01-28,0.9553903345724907
2018-02-04,0.26394052044609667
2018-02-11,0.516728624535316
2018-02-18,0.5241635687732342
2018-02-25,0.8178438661710037
2018-03-04,0.4684014869888476
2018-03-11,0.45724907063197023
2018-03-18,0.516728624535316
2018-03-25,0.828996282527881
2018-04-01,0.3382899628252788
2018-04-08,0.724907063197026
2018-04-15,0.6691449814126395
2018-04-22,0.5539033457249071
2018-04-29,0.8401486988847584
2018-05-06,0.9888475836431226
2018-05-13,0.4721189591078067
2018-05-20,0.6282527881040892
2018-05-27,0.6171003717472119
2018-06-03,0.5650557620817844
2018-06-10,0.5947955390334573
2018-06-17,0.8475836431226765
2018-06-24,0.7286245353159851
2018-07-01,0.5018587360594795
2018-07-08,0.5092936802973977
2018-07-15,0.929368029739777
2018-07-22,0.5278810408921933
2018-07-29,0.5204460966542751
2018-08-05,0.550185873605948
2018-08-12,0.8141263940520446
2018-08-19,0.7843866171003717
2018-08-26,0.8364312267657993
2018-09-02,0.5836431226765799
2018-09-09,0.5576208178438662
2018-09-16,0.8661710037174721
2018-09-23,0.3159851301115242
2018-09-30,0.49814126394052044
2018-10-07,0.49814126394052044
2018-10-14,0.5650557620817844
2018-10-21,0.828996282527881
2018-10-28,0.6356877323420075
2018-11-04,0.5576208178438662
2018-11-11,0.6022304832713755
2018-11-18,0.37174721189591076
2018-11-25,0.654275092936803
2018-12-02,0.5724907063197026
2018-12-09,0.3048327137546468
2018-12-16,0.6022304832713755
2018-12-23,0.1412639405204461
2018-12-30,0.7546468401486989
2019-01-06,0.4944237918215613
2019-01-13,0.7174721189591078
2019-01-20,0.05204460966542751
2019-01-27,0.6059479553903345
2019-02-03,0.7434944237918215
2019-02-10,0.929368029739777
2019-02-17,0.3643122676579926
2019-02-24,0.8773234200743495
2019-03-03,0.44981412639405205
2019-03-10,0.5390334572490706
2019-03-17,0.29739776951672864
2019-03-24,0.9851301115241635
2019-03-31,0.6096654275092936
2019-04-07,0.4275092936802974
2019-04-14,0.587360594795539
2019-04-21,0.8698884758364313
2019-04-28,0.5539033457249071
2019-05-05,0.6059479553903345
2019-05-12,0.7695167286245354
2019-05-19,0.7137546468401487
2019-05-26,0.4684014869888476
2019-06-02,1.0
2019-06-09,0.4795539033457249
2019-06-16,0.4758364312267658
2019-06-23,0.39776951672862454
2019-06-30,0.9070631970260223
2019-07-07,0.8587360594795539
2019-07-14,0.8587360594795539
2019-07-21,0.5650557620817844
2019-07-28,0.5278810408921933
2019-08-04,0.550185873605948
2019-08-11,0.6059479553903345
2019-08-18,0.6840148698884758
2019-08-25,0.6691449814126395
2019-09-01,0.7100371747211895
2019-09-08,0.44609665427509293
2019-09-15,0.5055762081784386
2019-09-22,0.5315985130111525
2019-09-29,0.30111524163568776
2019-10-06,0.4052044609665427
2019-10-13,0.7434944237918215
2019-10-20,0.6802973977695167
2019-10-27,0.9553903345724907
2019-11-03,0.8104089219330854
2019-11-10,0.4312267657992565
2019-11-17,0.3903345724907063
2019-11-24,0.20817843866171004
2019-12-01,0.6059479553903345
2019-12-08,0.43866171003717475
2019-12-15,0.9628252788104089
2019-12-22,0.5613382899628253
2019-12-29,0.6840148698884758
2020-01-05,0.9442379182156134
2020-01-12,0.7769516728624535
2020-01-19,0.3940520446096654
2020-01-26,0.6468401486988847
2020-02-02,0.6951672862453532
2020-02-09,0.7397769516728625
2020-02-16,0.6840148698884758
2020-02-23,0.6988847583643123
2020-03-01,0.3680297397769517
2020-03-08,0.6840148698884758
2020-03-15,0.5055762081784386
2020-03-22,0.483271375464684
2020-03-29,0.6171003717472119
2020-04-05,0.5315985130111525
2020-04-12,0.620817843866171
2020-04-19,0.6728624535315985
2020-04-26,0.3159851301115242
2020-05-03,0.6356877323420075
2020-05-10,0.5687732342007435
2020-05-17,0.3159851301115242
2020-05-24,0.7769516728624535
2020-05-31,0.6133828996282528
2020-06-07,0.5092936802973977
2020-06-14,0.9219330855018587
2020-06-21,0.0
