,geoName,Peinture
3,Brittany,86.04651162790698
5,Centre-Val de Loire,89.53488372093024
7,Corsica,80.23255813953489
15,Pays de la Loire,93.02325581395348
18,Provence-Alpes-Côte d'Azur,83.72093023255815
21,Île-de-France,63.95348837209303
22,Grand-est,80.62015503875969
23,Hauts-de-france,95.93023255813954
24,Normandie,95.93023255813954
25,Bourgogne-Franche-Comté,91.86046511627907
26,Nouvelle-Aquitaine,100.0
27,Occitanie,90.69767441860465
28,Auvergne-Rhône-Alpes,88.95348837209302
