date,Peinture
2018-01-07,0.3979591836734694
2018-01-14,0.413265306122449
2018-01-21,0.44387755102040816
2018-01-28,0.44387755102040816
2018-02-04,0.4744897959183674
2018-02-11,0.45408163265306123
2018-02-18,0.5051020408163265
2018-02-25,0.4897959183673469
2018-03-04,0.46938775510204084
2018-03-11,0.5
2018-03-18,0.42857142857142855
2018-03-25,0.47959183673469385
2018-04-01,0.45918367346938777
2018-04-08,0.413265306122449
2018-04-15,0.5153061224489796
2018-04-22,0.4846938775510204
2018-04-29,0.5102040816326531
2018-05-06,0.5306122448979592
2018-05-13,0.4846938775510204
2018-05-20,0.42346938775510207
2018-05-27,0.4489795918367347
2018-06-03,0.42346938775510207
2018-06-10,0.4336734693877551
2018-06-17,0.40816326530612246
2018-06-24,0.39285714285714285
2018-07-01,0.3520408163265306
2018-07-08,0.37755102040816324
2018-07-15,0.41836734693877553
2018-07-22,0.42346938775510207
2018-07-29,0.4642857142857143
2018-08-05,0.45918367346938777
2018-08-12,0.5153061224489796
2018-08-19,0.5102040816326531
2018-08-26,0.45918367346938777
2018-09-02,0.4642857142857143
2018-09-09,0.5051020408163265
2018-09-16,0.4897959183673469
2018-09-23,0.4846938775510204
2018-09-30,0.4744897959183674
2018-10-07,0.45918367346938777
2018-10-14,0.47959183673469385
2018-10-21,0.4897959183673469
2018-10-28,0.4336734693877551
2018-11-04,0.4336734693877551
2018-11-11,0.42857142857142855
2018-11-18,0.3979591836734694
2018-11-25,0.44387755102040816
2018-12-02,0.3826530612244898
2018-12-09,0.32653061224489793
2018-12-16,0.3163265306122449
2018-12-23,0.3520408163265306
2018-12-30,0.3469387755102041
2019-01-06,0.39285714285714285
2019-01-13,0.3979591836734694
2019-01-20,0.3979591836734694
2019-01-27,0.44387755102040816
2019-02-03,0.413265306122449
2019-02-10,0.44387755102040816
2019-02-17,0.45408163265306123
2019-02-24,0.5051020408163265
2019-03-03,0.49489795918367346
2019-03-10,0.4897959183673469
2019-03-17,0.5663265306122449
2019-03-24,0.5102040816326531
2019-03-31,0.4744897959183674
2019-04-07,0.46938775510204084
2019-04-14,0.47959183673469385
2019-04-21,0.4897959183673469
2019-04-28,0.5
2019-05-05,0.5357142857142857
2019-05-12,0.49489795918367346
2019-05-19,0.4030612244897959
2019-05-26,0.5204081632653061
2019-06-02,0.3979591836734694
2019-06-09,0.46938775510204084
2019-06-16,0.39285714285714285
2019-06-23,0.3520408163265306
2019-06-30,0.35714285714285715
2019-07-07,0.45918367346938777
2019-07-14,0.40816326530612246
2019-07-21,0.44387755102040816
2019-07-28,0.46938775510204084
2019-08-04,0.4387755102040816
2019-08-11,0.5051020408163265
2019-08-18,0.5561224489795918
2019-08-25,0.4744897959183674
2019-09-01,0.4897959183673469
2019-09-08,0.4897959183673469
2019-09-15,0.44387755102040816
2019-09-22,0.46938775510204084
2019-09-29,0.45408163265306123
2019-10-06,0.4846938775510204
2019-10-13,0.45408163265306123
2019-10-20,0.5
2019-10-27,0.4744897959183674
2019-11-03,0.45408163265306123
2019-11-10,0.41836734693877553
2019-11-17,0.45408163265306123
2019-11-24,0.4336734693877551
2019-12-01,0.4336734693877551
2019-12-08,0.413265306122449
2019-12-15,0.40816326530612246
2019-12-22,0.42346938775510207
2019-12-29,0.40816326530612246
2020-01-05,0.3877551020408163
2020-01-12,0.45918367346938777
2020-01-19,0.4846938775510204
2020-01-26,0.46938775510204084
2020-02-02,0.4642857142857143
2020-02-09,0.5051020408163265
2020-02-16,0.5153061224489796
2020-02-23,0.4744897959183674
2020-03-01,0.4744897959183674
2020-03-08,0.4642857142857143
2020-03-15,0.5255102040816326
2020-03-22,0.8163265306122449
2020-03-29,0.826530612244898
2020-04-05,0.8928571428571429
2020-04-12,1.0
2020-04-19,0.9948979591836735
2020-04-26,0.8163265306122449
2020-05-03,0.7091836734693877
2020-05-10,0.6632653061224489
2020-05-17,0.7908163265306123
