date,videos,isPartial
2018-01-07,89,False
2018-01-14,97,False
2018-01-21,77,False
2018-01-28,79,False
2018-02-04,75,False
2018-02-11,92,False
2018-02-18,94,False
2018-02-25,66,False
2018-03-04,69,False
2018-03-11,76,False
2018-03-18,83,False
2018-03-25,92,False
2018-04-01,100,False
2018-04-08,74,False
2018-04-15,70,False
2018-04-22,79,False
2018-04-29,96,False
2018-05-06,76,False
2018-05-13,68,False
2018-05-20,84,False
2018-05-27,70,False
2018-06-03,78,False
2018-06-10,85,False
2018-06-17,84,False
2018-06-24,70,False
2018-07-01,68,False
2018-07-08,86,False
2018-07-15,75,False
2018-07-22,87,False
2018-07-29,63,False
2018-08-05,80,False
2018-08-12,67,False
2018-08-19,60,False
2018-08-26,65,False
2018-09-02,76,False
2018-09-09,65,False
2018-09-16,73,False
2018-09-23,83,False
2018-09-30,73,False
2018-10-07,89,False
2018-10-14,52,False
2018-10-21,67,False
2018-10-28,74,False
2018-11-04,67,False
2018-11-11,62,False
2018-11-18,77,False
2018-11-25,57,False
2018-12-02,61,False
2018-12-09,67,False
2018-12-16,59,False
2018-12-23,65,False
2018-12-30,67,False
2019-01-06,62,False
2019-01-13,75,False
2019-01-20,82,False
2019-01-27,71,False
2019-02-03,72,False
2019-02-10,60,False
2019-02-17,56,False
2019-02-24,65,False
2019-03-03,70,False
2019-03-10,60,False
2019-03-17,66,False
2019-03-24,74,False
2019-03-31,62,False
2019-04-07,90,False
2019-04-14,62,False
2019-04-21,85,False
2019-04-28,71,False
2019-05-05,64,False
2019-05-12,72,False
2019-05-19,74,False
2019-05-26,61,False
2019-06-02,96,False
2019-06-09,75,False
2019-06-16,61,False
2019-06-23,77,False
2019-06-30,79,False
2019-07-07,82,False
2019-07-14,71,False
2019-07-21,66,False
2019-07-28,61,False
2019-08-04,72,False
2019-08-11,48,False
2019-08-18,73,False
2019-08-25,67,False
2019-09-01,61,False
2019-09-08,73,False
2019-09-15,83,False
2019-09-22,64,False
2019-09-29,63,False
2019-10-06,78,False
2019-10-13,67,False
2019-10-20,75,False
2019-10-27,50,False
2019-11-03,62,False
2019-11-10,45,False
2019-11-17,59,False
2019-11-24,57,False
2019-12-01,61,False
2019-12-08,62,False
2019-12-15,57,False
2019-12-22,77,False
2019-12-29,75,False
2020-01-05,60,False
2020-01-12,60,False
2020-01-19,61,False
2020-01-26,62,False
2020-02-02,53,False
2020-02-09,49,False
2020-02-16,52,False
2020-02-23,54,False
2020-03-01,61,False
2020-03-08,49,False
2020-03-15,72,False
2020-03-22,60,False
2020-03-29,45,False
2020-04-05,55,False
2020-04-12,68,False
2020-04-19,69,False
2020-04-26,63,True
