date,Malermeister,isPartial
2018-01-07,68,False
2018-01-14,69,False
2018-01-21,77,False
2018-01-28,73,False
2018-02-04,70,False
2018-02-11,80,False
2018-02-18,67,False
2018-02-25,61,False
2018-03-04,86,False
2018-03-11,87,False
2018-03-18,69,False
2018-03-25,68,False
2018-04-01,72,False
2018-04-08,86,False
2018-04-15,77,False
2018-04-22,93,False
2018-04-29,42,False
2018-05-06,68,False
2018-05-13,83,False
2018-05-20,78,False
2018-05-27,61,False
2018-06-03,78,False
2018-06-10,80,False
2018-06-17,82,False
2018-06-24,77,False
2018-07-01,84,False
2018-07-08,81,False
2018-07-15,86,False
2018-07-22,64,False
2018-07-29,73,False
2018-08-05,63,False
2018-08-12,79,False
2018-08-19,70,False
2018-08-26,88,False
2018-09-02,74,False
2018-09-09,64,False
2018-09-16,75,False
2018-09-23,62,False
2018-09-30,59,False
2018-10-07,79,False
2018-10-14,79,False
2018-10-21,68,False
2018-10-28,65,False
2018-11-04,64,False
2018-11-11,70,False
2018-11-18,68,False
2018-11-25,80,False
2018-12-02,63,False
2018-12-09,80,False
2018-12-16,66,False
2018-12-23,38,False
2018-12-30,54,False
2019-01-06,76,False
2019-01-13,65,False
2019-01-20,78,False
2019-01-27,72,False
2019-02-03,78,False
2019-02-10,88,False
2019-02-17,77,False
2019-02-24,92,False
2019-03-03,87,False
2019-03-10,81,False
2019-03-17,81,False
2019-03-24,82,False
2019-03-31,100,False
2019-04-07,81,False
2019-04-14,59,False
2019-04-21,73,False
2019-04-28,68,False
2019-05-05,90,False
2019-05-12,87,False
2019-05-19,88,False
2019-05-26,71,False
2019-06-02,82,False
2019-06-09,71,False
2019-06-16,57,False
2019-06-23,74,False
2019-06-30,74,False
2019-07-07,64,False
2019-07-14,80,False
2019-07-21,65,False
2019-07-28,49,False
2019-08-04,58,False
2019-08-11,86,False
2019-08-18,70,False
2019-08-25,89,False
2019-09-01,80,False
2019-09-08,78,False
2019-09-15,72,False
2019-09-22,73,False
2019-09-29,61,False
2019-10-06,81,False
2019-10-13,77,False
2019-10-20,63,False
2019-10-27,61,False
2019-11-03,81,False
2019-11-10,83,False
2019-11-17,72,False
2019-11-24,64,False
2019-12-01,85,False
2019-12-08,63,False
2019-12-15,61,False
2019-12-22,39,False
2019-12-29,47,False
2020-01-05,67,False
2020-01-12,71,False
2020-01-19,73,False
2020-01-26,76,False
2020-02-02,87,False
2020-02-09,60,False
2020-02-16,90,False
2020-02-23,67,False
2020-03-01,69,False
2020-03-08,66,False
2020-03-15,54,False
2020-03-22,64,False
2020-03-29,68,False
2020-04-05,59,False
2020-04-12,59,False
2020-04-19,71,False
2020-04-26,76,False
2020-05-03,94,False
2020-05-10,73,False
2020-05-17,72,True
