,geoName,solaire thermique
3,Brittany,58.490566037735846
5,Centre-Val de Loire,83.01886792452831
7,Corsica,0.0
15,Pays de la Loire,64.15094339622641
18,Provence-Alpes-Côte d'Azur,73.58490566037736
21,Île-de-France,39.62264150943396
22,Grand-est,43.39622641509434
23,Hauts-de-france,44.339622641509436
24,Normandie,26.41509433962264
25,Bourgogne-Franche-Comté,75.47169811320755
26,Nouvelle-Aquitaine,100.0
27,Occitanie,58.490566037735846
28,Auvergne-Rhône-Alpes,44.339622641509436
