,geoName,coque de piscine
3,Brittany,20.207253886010363
5,Centre-Val de Loire,73.05699481865285
7,Corsica,0.0
15,Pays de la Loire,40.41450777202073
18,Provence-Alpes-Côte d'Azur,57.51295336787565
21,Île-de-France,13.989637305699482
22,Grand-est,60.62176165803109
23,Hauts-de-france,20.207253886010363
24,Normandie,33.41968911917099
25,Bourgogne-Franche-Comté,51.29533678756477
26,Nouvelle-Aquitaine,100.0
27,Occitanie,74.61139896373058
28,Auvergne-Rhône-Alpes,76.94300518134716
