date,entretien climatisation
2018-01-07,0.0
2018-01-14,0.0009977716433298965
2018-01-21,0.28270196561013733
2018-01-28,0.0010310306981075597
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0010310306981075597
2018-02-25,0.0019290251771044665
2018-03-04,0.0009977716433298965
2018-03-11,0.0
2018-03-18,0.29371071274154387
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.0
2018-04-22,0.0010642897528852229
2018-04-29,0.0
2018-05-06,0.0011308078624405495
2018-05-13,0.0010310306981075597
2018-05-20,0.0010975488076628863
2018-05-27,0.5930754647952905
2018-06-03,0.6086407024312369
2018-06-10,0.2926796820434363
2018-06-17,0.0021618385605481094
2018-06-24,0.0
2018-07-01,0.3014268134499617
2018-07-08,0.0010975488076628863
2018-07-15,0.3392423587321648
2018-07-22,1.0
2018-07-29,0.3311936674759703
2018-08-05,0.340406425649383
2018-08-12,0.0
2018-08-19,0.0
2018-08-26,0.0010975488076628863
2018-09-02,0.0010642897528852229
2018-09-09,0.0
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0010642897528852229
2018-10-07,0.31596102038780055
2018-10-14,0.0
2018-10-21,0.31263511491003426
2018-10-28,0.0010975488076628863
2018-11-04,0.0010310306981075597
2018-11-11,0.0015964346293278343
2018-11-18,0.0010310306981075597
2018-11-25,0.0
2018-12-02,0.0010310306981075597
2018-12-09,0.0010642897528852229
2018-12-16,0.30039578275185413
2018-12-23,0.0011973259719958757
2018-12-30,0.0
2019-01-06,0.0010310306981075597
2019-01-13,0.0
2019-01-20,0.0009645125885522333
2019-01-27,0.27937606013237104
2019-02-03,0.0
2019-02-10,0.0009977716433298965
2019-02-17,0.0
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.0
2019-03-17,0.0021285795057704457
2019-03-24,0.0
2019-03-31,0.30694781654305386
2019-04-07,0.0009645125885522333
2019-04-14,0.0013303621911065287
2019-04-21,0.0009977716433298965
2019-04-28,0.0009645125885522333
2019-05-05,0.2869923836764559
2019-05-12,0.0019290251771044665
2019-05-19,0.002427910998769415
2019-05-26,0.0010310306981075597
2019-06-02,0.5597166328532943
2019-06-09,0.0
2019-06-16,0.001662952738883161
2019-06-23,0.6019888914757042
2019-06-30,0.30032926464229887
2019-07-07,0.0009645125885522333
2019-07-14,0.0009977716433298965
2019-07-21,0.3209831376592277
2019-07-28,0.0020953204509927825
2019-08-04,0.3269697675192071
2019-08-11,0.31373266371769715
2019-08-18,0.0011308078624405495
2019-08-25,0.0010310306981075597
2019-09-01,0.0
2019-09-08,0.0009645125885522333
2019-09-15,0.0009312535337745702
2019-09-22,0.0
2019-09-29,0.0
2019-10-06,0.0
2019-10-13,0.2727242491768384
2019-10-20,0.0
2019-10-27,0.0009312535337745702
2019-11-03,0.000897994478996907
2019-11-10,0.001795988957993814
2019-11-17,0.0
2019-11-24,0.0012971031363288655
2019-12-01,0.0008647354242192437
2019-12-08,0.5188412545315462
2019-12-15,0.0
2019-12-22,0.2660724382213057
2019-12-29,0.0
2020-01-05,0.0008647354242192437
2020-01-12,0.0008647354242192437
2020-01-19,0.25276881631024045
2020-01-26,0.25360029267968204
2020-02-02,0.0
2020-02-09,0.0
2020-02-16,0.25360029267968204
2020-02-23,0.0
2020-03-01,0.0008314763694415805
2020-03-08,0.0
2020-03-15,0.21950976153257723
2020-03-22,0.0
2020-03-29,0.0
2020-04-05,0.0
2020-04-12,0.0007649582598862541
2020-04-19,0.0007649582598862541
2020-04-26,0.0
2020-05-03,0.19363421691555524
2020-05-10,0.21438786709681706
2020-05-17,0.0024944291083247414
2020-05-24,0.2308510992117604
2020-05-31,0.002361392889214088
2020-06-07,0.22363388432500744
2020-06-14,0.0
2020-06-21,
