,geoName,faire son jardin
3,Brittany,90.7258064516129
5,Centre-Val de Loire,90.7258064516129
7,Corsica,0.0
15,Pays de la Loire,97.98387096774192
18,Provence-Alpes-Côte d'Azur,53.2258064516129
21,Île-de-France,37.5
22,Grand-est,90.7258064516129
23,Hauts-de-france,85.88709677419354
24,Normandie,94.95967741935483
25,Bourgogne-Franche-Comté,93.75
26,Nouvelle-Aquitaine,100.0
27,Occitanie,69.55645161290323
28,Auvergne-Rhône-Alpes,87.7016129032258
