date,Müllentsorgung,isPartial
2018-01-07,38,False
2018-01-14,53,False
2018-01-21,35,False
2018-01-28,27,False
2018-02-04,42,False
2018-02-11,44,False
2018-02-18,27,False
2018-02-25,24,False
2018-03-04,33,False
2018-03-11,46,False
2018-03-18,41,False
2018-03-25,63,False
2018-04-01,52,False
2018-04-08,60,False
2018-04-15,51,False
2018-04-22,46,False
2018-04-29,45,False
2018-05-06,43,False
2018-05-13,40,False
2018-05-20,40,False
2018-05-27,46,False
2018-06-03,24,False
2018-06-10,31,False
2018-06-17,45,False
2018-06-24,27,False
2018-07-01,46,False
2018-07-08,34,False
2018-07-15,31,False
2018-07-22,45,False
2018-07-29,46,False
2018-08-05,35,False
2018-08-12,43,False
2018-08-19,61,False
2018-08-26,27,False
2018-09-02,36,False
2018-09-09,28,False
2018-09-16,44,False
2018-09-23,47,False
2018-09-30,39,False
2018-10-07,42,False
2018-10-14,62,False
2018-10-21,58,False
2018-10-28,35,False
2018-11-04,28,False
2018-11-11,40,False
2018-11-18,29,False
2018-11-25,52,False
2018-12-02,29,False
2018-12-09,45,False
2018-12-16,49,False
2018-12-23,80,False
2018-12-30,65,False
2019-01-06,48,False
2019-01-13,33,False
2019-01-20,37,False
2019-01-27,40,False
2019-02-03,40,False
2019-02-10,33,False
2019-02-17,31,False
2019-02-24,48,False
2019-03-03,46,False
2019-03-10,25,False
2019-03-17,39,False
2019-03-24,44,False
2019-03-31,46,False
2019-04-07,60,False
2019-04-14,48,False
2019-04-21,61,False
2019-04-28,42,False
2019-05-05,30,False
2019-05-12,39,False
2019-05-19,43,False
2019-05-26,53,False
2019-06-02,38,False
2019-06-09,55,False
2019-06-16,32,False
2019-06-23,39,False
2019-06-30,49,False
2019-07-07,36,False
2019-07-14,46,False
2019-07-21,53,False
2019-07-28,59,False
2019-08-04,57,False
2019-08-11,46,False
2019-08-18,57,False
2019-08-25,34,False
2019-09-01,67,False
2019-09-08,42,False
2019-09-15,32,False
2019-09-22,43,False
2019-09-29,38,False
2019-10-06,33,False
2019-10-13,43,False
2019-10-20,64,False
2019-10-27,32,False
2019-11-03,36,False
2019-11-10,51,False
2019-11-17,38,False
2019-11-24,26,False
2019-12-01,24,False
2019-12-08,36,False
2019-12-15,49,False
2019-12-22,56,False
2019-12-29,100,False
2020-01-05,58,False
2020-01-12,53,False
2020-01-19,37,False
2020-01-26,34,False
2020-02-02,58,False
2020-02-09,46,False
2020-02-16,32,False
2020-02-23,50,False
2020-03-01,42,False
2020-03-08,25,False
2020-03-15,54,False
2020-03-22,52,False
2020-03-29,74,False
2020-04-05,97,False
2020-04-12,73,False
2020-04-19,65,False
2020-04-26,70,False
2020-05-03,52,False
2020-05-10,59,False
