date,piscine extérieure
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.13855421686746988
2018-01-28,0.19879518072289157
2018-02-04,0.0
2018-02-11,0.19879518072289157
2018-02-18,0.0
2018-02-25,0.14457831325301204
2018-03-04,0.0
2018-03-11,0.14457831325301204
2018-03-18,0.0
2018-03-25,0.0
2018-04-01,0.0
2018-04-08,0.3253012048192771
2018-04-15,0.3674698795180723
2018-04-22,0.6024096385542169
2018-04-29,0.3313253012048193
2018-05-06,0.3433734939759036
2018-05-13,0.14457831325301204
2018-05-20,0.0
2018-05-27,0.3373493975903614
2018-06-03,0.3433734939759036
2018-06-10,0.0
2018-06-17,1.0
2018-06-24,0.7951807228915663
2018-07-01,0.18674698795180722
2018-07-08,0.4578313253012048
2018-07-15,0.0
2018-07-22,0.5240963855421686
2018-07-29,0.6867469879518072
2018-08-05,0.4036144578313253
2018-08-12,0.3373493975903614
2018-08-19,0.18674698795180722
2018-08-26,0.0
2018-09-02,0.15060240963855423
2018-09-09,0.0
2018-09-16,0.19879518072289157
2018-09-23,0.0
2018-09-30,0.19879518072289157
2018-10-07,0.0
2018-10-14,0.15060240963855423
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.14457831325301204
2018-11-11,0.0
2018-11-18,0.0
2018-11-25,0.19879518072289157
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.3493975903614458
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.35542168674698793
2019-02-24,0.0
2019-03-03,0.0
2019-03-10,0.14457831325301204
2019-03-17,0.15060240963855423
2019-03-24,0.0
2019-03-31,0.43373493975903615
2019-04-07,0.3433734939759036
2019-04-14,0.3253012048192771
2019-04-21,0.0
2019-04-28,0.0
2019-05-05,0.1927710843373494
2019-05-12,0.1927710843373494
2019-05-19,0.13855421686746988
2019-05-26,0.3373493975903614
2019-06-02,0.6024096385542169
2019-06-09,0.0
2019-06-16,0.1927710843373494
2019-06-23,0.5662650602409639
2019-06-30,0.8012048192771084
2019-07-07,0.3132530120481928
2019-07-14,0.14457831325301204
2019-07-21,0.3132530120481928
2019-07-28,0.39759036144578314
2019-08-04,0.16265060240963855
2019-08-11,0.16265060240963855
2019-08-18,0.1566265060240964
2019-08-25,0.29518072289156627
2019-09-01,0.3132530120481928
2019-09-08,0.1746987951807229
2019-09-15,0.18072289156626506
2019-09-22,0.3132530120481928
2019-09-29,0.1927710843373494
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.12048192771084337
2019-11-17,0.0
2019-11-24,0.10843373493975904
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.27710843373493976
2020-01-19,0.10843373493975904
2020-01-26,0.0
2020-02-02,0.1746987951807229
2020-02-09,0.22289156626506024
2020-02-16,0.0
2020-02-23,0.16265060240963855
2020-03-01,0.19879518072289157
2020-03-08,0.10240963855421686
2020-03-15,0.14457831325301204
2020-03-22,0.0
2020-03-29,0.1927710843373494
2020-04-05,0.2891566265060241
2020-04-12,0.3373493975903614
2020-04-19,0.0
2020-04-26,0.22289156626506024
2020-05-03,0.18674698795180722
2020-05-10,0.09036144578313253
2020-05-17,0.3433734939759036
2020-05-24,0.25301204819277107
2020-05-31,0.0
2020-06-07,0.14457831325301204
2020-06-14,0.0
2020-06-21,0.0
