date,Umzug,isPartial
2018-01-07,67,False
2018-01-14,56,False
2018-01-21,68,False
2018-01-28,63,False
2018-02-04,79,False
2018-02-11,67,False
2018-02-18,73,False
2018-02-25,86,False
2018-03-04,47,False
2018-03-11,56,False
2018-03-18,31,False
2018-03-25,45,False
2018-04-01,52,False
2018-04-08,57,False
2018-04-15,43,False
2018-04-22,77,False
2018-04-29,60,False
2018-05-06,66,False
2018-05-13,63,False
2018-05-20,78,False
2018-05-27,65,False
2018-06-03,57,False
2018-06-10,59,False
2018-06-17,55,False
2018-06-24,50,False
2018-07-01,47,False
2018-07-08,76,False
2018-07-15,58,False
2018-07-22,63,False
2018-07-29,100,False
2018-08-05,54,False
2018-08-12,89,False
2018-08-19,54,False
2018-08-26,54,False
2018-09-02,82,False
2018-09-09,63,False
2018-09-16,65,False
2018-09-23,63,False
2018-09-30,72,False
2018-10-07,75,False
2018-10-14,71,False
2018-10-21,71,False
2018-10-28,51,False
2018-11-04,64,False
2018-11-11,78,False
2018-11-18,35,False
2018-11-25,81,False
2018-12-02,71,False
2018-12-09,65,False
2018-12-16,48,False
2018-12-23,35,False
2018-12-30,74,False
2019-01-06,78,False
2019-01-13,83,False
2019-01-20,57,False
2019-01-27,78,False
2019-02-03,56,False
2019-02-10,77,False
2019-02-17,78,False
2019-02-24,66,False
2019-03-03,87,False
2019-03-10,82,False
2019-03-17,53,False
2019-03-24,78,False
2019-03-31,34,False
2019-04-07,82,False
2019-04-14,50,False
2019-04-21,68,False
2019-04-28,68,False
2019-05-05,66,False
2019-05-12,72,False
2019-05-19,65,False
2019-05-26,59,False
2019-06-02,55,False
2019-06-09,76,False
2019-06-16,74,False
2019-06-23,80,False
2019-06-30,70,False
2019-07-07,94,False
2019-07-14,72,False
2019-07-21,50,False
2019-07-28,75,False
2019-08-04,60,False
2019-08-11,54,False
2019-08-18,87,False
2019-08-25,58,False
2019-09-01,79,False
2019-09-08,89,False
2019-09-15,42,False
2019-09-22,79,False
2019-09-29,60,False
2019-10-06,62,False
2019-10-13,73,False
2019-10-20,71,False
2019-10-27,62,False
2019-11-03,52,False
2019-11-10,49,False
2019-11-17,75,False
2019-11-24,44,False
2019-12-01,50,False
2019-12-08,43,False
2019-12-15,46,False
2019-12-22,35,False
2019-12-29,68,False
2020-01-05,69,False
2020-01-12,55,False
2020-01-19,58,False
2020-01-26,57,False
2020-02-02,80,False
2020-02-09,63,False
2020-02-16,62,False
2020-02-23,94,False
2020-03-01,71,False
2020-03-08,62,False
2020-03-15,64,False
2020-03-22,95,False
2020-03-29,86,False
2020-04-05,41,False
2020-04-12,53,False
2020-04-19,42,False
2020-04-26,61,False
2020-05-03,54,False
2020-05-10,84,False
2020-05-17,98,True
