date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,0,11,37,22,17,False
2018-01-14,11,17,15,11,11,False
2018-01-21,11,11,19,0,11,False
2018-01-28,23,17,19,23,19,False
2018-02-04,11,11,19,11,23,False
2018-02-11,12,11,35,0,31,False
2018-02-18,12,12,23,12,29,False
2018-02-25,0,16,59,11,0,False
2018-03-04,11,16,11,11,16,False
2018-03-11,11,16,36,11,11,False
2018-03-18,11,11,23,11,19,False
2018-03-25,16,16,28,12,12,False
2018-04-01,11,22,33,11,38,False
2018-04-08,11,11,22,11,21,False
2018-04-15,11,17,37,0,11,False
2018-04-22,11,22,37,11,11,False
2018-04-29,0,0,23,11,15,False
2018-05-06,0,11,22,11,16,False
2018-05-13,12,12,18,12,12,False
2018-05-20,11,17,41,0,15,False
2018-05-27,15,16,11,0,22,False
2018-06-03,11,16,25,21,11,False
2018-06-10,0,21,21,0,21,False
2018-06-17,12,18,29,0,16,False
2018-06-24,0,11,22,0,15,False
2018-07-01,11,11,26,0,33,False
2018-07-08,11,11,29,0,16,False
2018-07-15,17,11,26,0,17,False
2018-07-22,0,17,46,0,11,False
2018-07-29,0,15,26,11,11,False
2018-08-05,10,10,21,0,31,False
2018-08-12,11,16,29,0,43,False
2018-08-19,11,11,18,11,16,False
2018-08-26,16,22,37,0,26,False
2018-09-02,11,11,47,0,33,False
2018-09-09,17,15,26,11,17,False
2018-09-16,11,27,22,22,22,False
2018-09-23,11,18,22,22,29,False
2018-09-30,11,11,44,0,11,False
2018-10-07,11,19,37,11,11,False
2018-10-14,11,11,33,11,22,False
2018-10-21,11,15,17,0,19,False
2018-10-28,11,22,34,11,11,False
2018-11-04,10,10,21,16,11,False
2018-11-11,0,22,19,11,11,False
2018-11-18,10,21,14,0,11,False
2018-11-25,11,11,15,11,22,False
2018-12-02,11,11,11,0,26,False
2018-12-09,0,28,22,11,11,False
2018-12-16,0,0,22,11,22,False
2018-12-23,12,13,29,13,19,False
2018-12-30,0,12,62,0,12,False
2019-01-06,17,19,23,11,15,False
2019-01-13,11,16,18,11,11,False
2019-01-20,20,17,37,10,14,False
2019-01-27,10,21,24,10,14,False
2019-02-03,11,11,29,11,21,False
2019-02-10,0,22,33,0,11,False
2019-02-17,11,18,29,0,11,False
2019-02-24,16,11,29,0,22,False
2019-03-03,0,11,37,0,11,False
2019-03-10,16,22,26,0,11,False
2019-03-17,0,0,31,11,34,False
2019-03-24,0,22,38,0,26,False
2019-03-31,11,21,28,21,16,False
2019-04-07,11,11,32,0,11,False
2019-04-14,11,0,22,0,11,False
2019-04-21,0,17,16,10,17,False
2019-04-28,0,11,25,0,11,False
2019-05-05,0,10,24,10,21,False
2019-05-12,0,0,22,0,22,False
2019-05-19,22,0,32,0,11,False
2019-05-26,10,14,42,10,10,False
2019-06-02,10,10,25,0,23,False
2019-06-09,0,0,38,15,21,False
2019-06-16,21,10,42,10,10,False
2019-06-23,11,11,43,0,28,False
2019-06-30,10,10,26,0,10,False
2019-07-07,0,0,39,11,11,False
2019-07-14,16,22,18,0,16,False
2019-07-21,11,0,29,0,0,False
2019-07-28,11,11,22,11,11,False
2019-08-04,0,10,16,0,16,False
2019-08-11,10,10,20,0,10,False
2019-08-18,0,15,30,10,10,False
2019-08-25,25,15,70,0,17,False
2019-09-01,14,20,24,10,30,False
2019-09-08,10,17,62,10,21,False
2019-09-15,20,20,33,0,20,False
2019-09-22,10,10,57,10,20,False
2019-09-29,10,10,20,10,20,False
2019-10-06,0,15,33,15,13,False
2019-10-13,10,16,29,0,22,False
2019-10-20,0,13,20,10,10,False
2019-10-27,10,10,23,20,10,False
2019-11-03,19,24,16,10,10,False
2019-11-10,10,10,38,10,19,False
2019-11-17,0,10,16,10,19,False
2019-11-24,0,18,15,0,14,False
2019-12-01,0,30,20,10,10,False
2019-12-08,15,20,25,10,10,False
2019-12-15,9,9,25,10,28,False
2019-12-22,0,10,26,11,26,False
2019-12-29,0,10,37,10,16,False
2020-01-05,10,16,24,0,19,False
2020-01-12,13,12,47,9,12,False
2020-01-19,19,14,13,0,25,False
2020-01-26,9,9,18,0,18,False
2020-02-02,9,9,16,9,19,False
2020-02-09,9,18,43,0,12,False
2020-02-16,0,19,38,0,23,False
2020-02-23,9,0,22,14,38,False
2020-03-01,9,9,31,0,13,False
2020-03-08,0,14,26,9,17,False
2020-03-15,17,13,13,8,17,False
2020-03-22,8,8,11,0,19,False
2020-03-29,20,18,8,0,16,False
2020-04-05,11,17,19,0,8,False
2020-04-12,11,8,21,8,11,False
2020-04-19,12,12,16,0,13,False
2020-04-26,16,8,13,0,13,False
2020-05-03,8,8,23,8,23,False
2020-05-10,8,8,20,8,16,False
2020-05-17,8,8,31,8,17,False
2020-05-24,9,17,38,9,26,False
2020-05-31,11,12,37,0,13,False
2020-06-07,0,12,33,8,25,False
2020-06-14,0,0,100,0,30,True
