date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,22,24,53,16,26,False
2018-01-14,22,59,68,9,48,False
2018-01-21,30,28,61,19,22,False
2018-01-28,9,32,31,19,34,False
2018-02-04,21,41,45,15,53,False
2018-02-11,13,38,47,24,49,False
2018-02-18,17,22,56,22,46,False
2018-02-25,17,22,48,19,39,False
2018-03-04,21,25,64,13,21,False
2018-03-11,19,25,36,8,23,False
2018-03-18,22,24,52,18,20,False
2018-03-25,14,26,60,11,31,False
2018-04-01,9,17,75,9,44,False
2018-04-08,21,15,63,12,35,False
2018-04-15,11,32,41,15,47,False
2018-04-22,6,26,74,19,39,False
2018-04-29,11,30,42,11,20,False
2018-05-06,10,30,45,13,34,False
2018-05-13,10,34,43,7,40,False
2018-05-20,6,32,45,6,41,False
2018-05-27,23,23,46,28,42,False
2018-06-03,6,32,42,13,38,False
2018-06-10,8,25,57,25,23,False
2018-06-17,17,21,60,11,30,False
2018-06-24,14,23,48,14,27,False
2018-07-01,17,24,31,18,24,False
2018-07-08,15,19,51,14,38,False
2018-07-15,10,21,34,8,33,False
2018-07-22,24,21,51,11,35,False
2018-07-29,12,11,61,8,30,False
2018-08-05,15,27,60,18,53,False
2018-08-12,29,25,52,13,86,False
2018-08-19,29,50,71,9,47,False
2018-08-26,21,39,88,15,31,False
2018-09-02,20,54,98,18,45,False
2018-09-09,20,90,53,10,42,False
2018-09-16,23,68,75,23,61,False
2018-09-23,12,73,65,12,39,False
2018-09-30,27,38,66,29,51,False
2018-10-07,11,38,63,13,56,False
2018-10-14,11,55,62,6,40,False
2018-10-21,8,23,55,12,46,False
2018-10-28,13,33,51,16,31,False
2018-11-04,8,32,52,19,28,False
2018-11-11,8,41,49,12,41,False
2018-11-18,16,32,46,16,45,False
2018-11-25,10,27,52,13,38,False
2018-12-02,12,29,35,9,43,False
2018-12-09,22,11,55,25,40,False
2018-12-16,19,19,32,17,32,False
2018-12-23,12,12,42,29,52,False
2018-12-30,27,23,63,24,36,False
2019-01-06,15,17,55,32,35,False
2019-01-13,16,47,64,10,47,False
2019-01-20,19,25,54,20,36,False
2019-01-27,13,27,63,9,25,False
2019-02-03,10,33,66,8,59,False
2019-02-10,18,48,84,22,41,False
2019-02-17,29,25,88,21,46,False
2019-02-24,8,26,62,13,36,False
2019-03-03,15,27,51,13,36,False
2019-03-10,13,32,77,17,34,False
2019-03-17,6,32,65,10,40,False
2019-03-24,8,38,71,17,36,False
2019-03-31,24,28,76,10,36,False
2019-04-07,14,27,64,13,22,False
2019-04-14,10,12,78,10,28,False
2019-04-21,6,16,62,30,29,False
2019-04-28,15,17,66,9,36,False
2019-05-05,17,35,70,7,37,False
2019-05-12,12,18,79,10,47,False
2019-05-19,20,22,78,12,32,False
2019-05-26,14,26,52,6,24,False
2019-06-02,10,29,43,10,41,False
2019-06-09,10,25,59,14,37,False
2019-06-16,17,36,61,6,36,False
2019-06-23,15,26,85,6,34,False
2019-06-30,13,22,54,11,27,False
2019-07-07,13,25,70,16,25,False
2019-07-14,14,22,51,11,33,False
2019-07-21,9,33,56,12,33,False
2019-07-28,16,21,80,8,32,False
2019-08-04,17,29,49,14,43,False
2019-08-11,21,34,84,18,37,False
2019-08-18,17,21,73,17,43,False
2019-08-25,22,42,89,10,57,False
2019-09-01,18,48,100,15,38,False
2019-09-08,24,58,85,10,32,False
2019-09-15,11,57,64,19,40,False
2019-09-22,14,43,98,18,31,False
2019-09-29,15,36,62,10,48,False
2019-10-06,23,40,75,11,23,False
2019-10-13,21,32,64,19,30,False
2019-10-20,17,23,36,11,21,False
2019-10-27,12,16,51,12,33,False
2019-11-03,9,31,52,8,26,False
2019-11-10,7,20,53,9,38,False
2019-11-17,5,31,55,11,40,False
2019-11-24,9,25,55,12,14,False
2019-12-01,9,27,69,12,27,False
2019-12-08,14,20,59,20,18,False
2019-12-15,9,19,28,28,20,False
2019-12-22,10,20,43,20,25,False
2019-12-29,13,29,54,27,27,False
2020-01-05,19,36,67,15,34,False
2020-01-12,18,40,39,5,49,False
2020-01-19,29,34,74,21,25,False
2020-01-26,18,25,68,16,42,False
2020-02-02,27,32,78,11,54,False
2020-02-09,12,27,61,23,28,False
2020-02-16,20,34,61,13,39,False
2020-02-23,16,26,76,11,30,False
2020-03-01,18,24,69,21,33,False
2020-03-08,10,20,26,8,21,False
2020-03-15,44,23,14,0,30,False
2020-03-22,43,22,17,7,38,False
2020-03-29,43,26,26,5,21,False
2020-04-05,22,14,38,5,36,False
2020-04-12,32,26,43,8,25,False
2020-04-19,23,23,35,13,22,False
2020-04-26,17,22,35,13,25,False
2020-05-03,18,18,58,20,35,False
2020-05-10,12,12,52,7,35,False
2020-05-17,18,24,54,5,40,False
2020-05-24,10,19,71,5,46,False
2020-05-31,7,20,72,10,48,False
2020-06-07,13,24,59,20,44,False
2020-06-14,28,37,74,19,62,True
