date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,0,19,32,19,19,False
2018-01-14,30,30,40,20,20,False
2018-01-21,20,40,40,0,60,False
2018-01-28,20,30,39,29,0,False
2018-02-04,0,19,45,19,19,False
2018-02-11,30,30,34,20,40,False
2018-02-18,20,27,31,41,40,False
2018-02-25,19,50,57,19,19,False
2018-03-04,0,38,19,19,0,False
2018-03-11,19,19,19,0,38,False
2018-03-18,0,19,29,20,20,False
2018-03-25,21,63,84,0,21,False
2018-04-01,19,19,39,0,0,False
2018-04-08,19,19,19,19,19,False
2018-04-15,0,20,30,0,30,False
2018-04-22,20,0,39,20,20,False
2018-04-29,19,20,49,0,39,False
2018-05-06,20,0,27,0,20,False
2018-05-13,0,21,20,0,0,False
2018-05-20,0,0,50,20,30,False
2018-05-27,20,20,50,20,20,False
2018-06-03,0,32,26,0,19,False
2018-06-10,19,29,29,19,25,False
2018-06-17,0,21,42,0,35,False
2018-06-24,43,21,32,21,21,False
2018-07-01,0,42,32,21,21,False
2018-07-08,0,0,21,0,21,False
2018-07-15,0,22,29,32,29,False
2018-07-22,0,0,58,0,22,False
2018-07-29,0,0,49,0,21,False
2018-08-05,41,0,48,0,20,False
2018-08-12,20,0,20,20,20,False
2018-08-19,21,0,21,20,0,False
2018-08-26,20,20,70,20,20,False
2018-09-02,20,20,100,20,20,False
2018-09-09,20,20,31,20,20,False
2018-09-16,20,60,20,0,27,False
2018-09-23,20,39,46,0,20,False
2018-09-30,0,40,41,30,34,False
2018-10-07,0,20,61,40,20,False
2018-10-14,0,29,19,0,19,False
2018-10-21,0,30,20,0,20,False
2018-10-28,0,59,20,19,20,False
2018-11-04,18,31,37,0,37,False
2018-11-11,0,19,39,20,38,False
2018-11-18,19,28,37,0,0,False
2018-11-25,0,0,20,0,20,False
2018-12-02,0,20,20,0,27,False
2018-12-09,20,20,0,20,30,False
2018-12-16,20,20,30,0,30,False
2018-12-23,22,21,22,22,43,False
2018-12-30,0,0,35,0,28,False
2019-01-06,19,19,29,19,19,False
2019-01-13,19,19,19,38,28,False
2019-01-20,18,0,36,36,18,False
2019-01-27,0,31,25,19,0,False
2019-02-03,0,26,30,20,29,False
2019-02-10,0,0,19,0,29,False
2019-02-17,19,19,39,0,29,False
2019-02-24,19,19,39,20,20,False
2019-03-03,0,20,49,20,20,False
2019-03-10,39,20,40,30,30,False
2019-03-17,39,0,40,20,33,False
2019-03-24,0,20,40,20,40,False
2019-03-31,0,38,57,19,38,False
2019-04-07,19,32,39,0,19,False
2019-04-14,0,37,47,0,19,False
2019-04-21,0,19,31,0,19,False
2019-04-28,0,38,31,0,38,False
2019-05-05,0,0,32,0,29,False
2019-05-12,0,0,20,39,20,False
2019-05-19,19,0,39,19,26,False
2019-05-26,0,0,29,0,26,False
2019-06-02,0,0,28,0,19,False
2019-06-09,19,0,39,0,0,False
2019-06-16,20,20,27,0,40,False
2019-06-23,20,20,40,0,0,False
2019-06-30,20,20,27,0,34,False
2019-07-07,0,40,26,0,20,False
2019-07-14,20,40,21,0,42,False
2019-07-21,0,21,42,42,21,False
2019-07-28,0,21,42,21,28,False
2019-08-04,0,20,20,0,20,False
2019-08-11,0,20,30,0,20,False
2019-08-18,19,29,58,38,19,False
2019-08-25,0,19,46,0,31,False
2019-09-01,19,31,50,0,19,False
2019-09-08,18,36,30,18,18,False
2019-09-15,0,30,27,36,18,False
2019-09-22,18,18,61,36,18,False
2019-09-29,24,37,43,18,18,False
2019-10-06,18,18,45,0,54,False
2019-10-13,17,26,29,17,35,False
2019-10-20,0,17,35,17,0,False
2019-10-27,17,34,51,17,23,False
2019-11-03,0,17,40,0,34,False
2019-11-10,0,22,45,34,34,False
2019-11-17,17,34,34,0,34,False
2019-11-24,0,25,38,16,25,False
2019-12-01,17,17,28,0,34,False
2019-12-08,0,17,35,0,17,False
2019-12-15,17,17,52,26,17,False
2019-12-22,0,27,45,18,24,False
2019-12-29,18,36,24,0,18,False
2020-01-05,34,17,23,17,29,False
2020-01-12,31,16,31,16,31,False
2020-01-19,0,23,42,0,31,False
2020-01-26,0,24,16,16,24,False
2020-02-02,0,16,43,16,65,False
2020-02-09,0,16,22,16,22,False
2020-02-16,16,33,33,16,33,False
2020-02-23,16,16,24,0,16,False
2020-03-01,15,15,30,15,30,False
2020-03-08,15,15,45,0,30,False
2020-03-15,14,14,14,0,14,False
2020-03-22,38,13,21,13,34,False
2020-03-29,25,19,26,0,38,False
2020-04-05,27,0,27,0,14,False
2020-04-12,25,0,32,0,25,False
2020-04-19,19,13,13,0,12,False
2020-04-26,19,13,34,13,19,False
2020-05-03,19,13,34,13,19,False
2020-05-10,0,12,50,12,19,False
2020-05-17,27,14,27,20,14,False
2020-05-24,14,27,18,14,20,False
2020-05-31,0,40,35,0,31,False
2020-06-07,14,28,23,0,14,False
2020-06-14,0,0,50,0,75,True
