date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,18,9,42,15,33,False
2018-01-14,15,18,48,18,39,False
2018-01-21,9,15,56,9,18,False
2018-01-28,14,15,21,14,36,False
2018-02-04,9,21,41,0,21,False
2018-02-11,9,22,48,12,54,False
2018-02-18,9,18,32,9,44,False
2018-02-25,17,20,37,9,20,False
2018-03-04,12,0,33,9,36,False
2018-03-11,18,9,39,9,18,False
2018-03-18,18,9,9,14,36,False
2018-03-25,12,14,36,9,31,False
2018-04-01,19,14,46,19,34,False
2018-04-08,15,15,32,0,15,False
2018-04-15,15,9,38,9,35,False
2018-04-22,11,13,64,13,43,False
2018-04-29,22,12,38,9,18,False
2018-05-06,9,13,46,17,23,False
2018-05-13,13,18,42,13,36,False
2018-05-20,35,36,41,9,27,False
2018-05-27,9,12,46,12,23,False
2018-06-03,26,17,26,9,23,False
2018-06-10,0,13,26,13,23,False
2018-06-17,14,18,31,18,18,False
2018-06-24,18,13,42,0,39,False
2018-07-01,9,18,35,9,36,False
2018-07-08,17,34,25,8,20,False
2018-07-15,9,12,38,0,22,False
2018-07-22,18,9,35,0,26,False
2018-07-29,9,9,41,9,38,False
2018-08-05,34,8,51,9,23,False
2018-08-12,22,14,31,9,30,False
2018-08-19,9,14,48,0,33,False
2018-08-26,18,18,35,9,30,False
2018-09-02,17,25,56,8,38,False
2018-09-09,13,38,44,8,28,False
2018-09-16,11,31,57,13,40,False
2018-09-23,17,20,28,8,14,False
2018-09-30,9,21,47,9,29,False
2018-10-07,0,14,55,14,22,False
2018-10-14,16,19,30,8,30,False
2018-10-21,22,18,26,9,26,False
2018-10-28,12,14,51,9,9,False
2018-11-04,9,12,41,9,38,False
2018-11-11,8,13,28,8,21,False
2018-11-18,11,16,47,8,19,False
2018-11-25,9,15,48,14,24,False
2018-12-02,19,19,16,19,16,False
2018-12-09,9,9,36,9,21,False
2018-12-16,0,9,9,9,28,False
2018-12-23,10,10,45,10,35,False
2018-12-30,10,14,41,20,15,False
2019-01-06,18,13,44,13,31,False
2019-01-13,12,17,69,0,20,False
2019-01-20,11,12,49,12,30,False
2019-01-27,0,9,45,9,31,False
2019-02-03,9,12,47,15,41,False
2019-02-10,15,15,41,9,26,False
2019-02-17,18,0,30,18,24,False
2019-02-24,26,9,38,18,23,False
2019-03-03,9,13,53,0,29,False
2019-03-10,0,18,63,9,15,False
2019-03-17,9,23,34,9,25,False
2019-03-24,9,18,24,9,18,False
2019-03-31,8,8,33,8,28,False
2019-04-07,18,9,52,0,20,False
2019-04-14,8,8,38,8,16,False
2019-04-21,18,18,45,9,15,False
2019-04-28,9,13,17,9,29,False
2019-05-05,17,13,69,13,26,False
2019-05-12,8,13,39,11,20,False
2019-05-19,12,25,49,0,36,False
2019-05-26,11,20,46,0,25,False
2019-06-02,16,12,38,12,41,False
2019-06-09,22,12,53,17,25,False
2019-06-16,9,12,52,12,43,False
2019-06-23,27,13,53,9,27,False
2019-06-30,9,11,43,0,23,False
2019-07-07,8,11,40,8,30,False
2019-07-14,8,8,50,8,28,False
2019-07-21,9,9,60,8,31,False
2019-07-28,14,8,45,8,14,False
2019-08-04,8,11,42,13,25,False
2019-08-11,13,8,28,8,42,False
2019-08-18,17,17,51,8,34,False
2019-08-25,11,22,65,8,44,False
2019-09-01,13,26,63,12,37,False
2019-09-08,17,30,47,7,20,False
2019-09-15,16,12,40,8,30,False
2019-09-22,13,27,38,0,48,False
2019-09-29,8,11,48,16,27,False
2019-10-06,14,24,62,12,19,False
2019-10-13,12,21,29,12,40,False
2019-10-20,0,18,52,8,16,False
2019-10-27,13,12,32,16,29,False
2019-11-03,16,13,42,8,18,False
2019-11-10,16,15,39,8,15,False
2019-11-17,12,10,44,12,13,False
2019-11-24,8,11,38,8,18,False
2019-12-01,13,13,48,11,15,False
2019-12-08,0,11,33,12,25,False
2019-12-15,12,24,48,8,24,False
2019-12-22,9,26,40,0,14,False
2019-12-29,9,17,38,13,49,False
2020-01-05,11,16,50,8,18,False
2020-01-12,15,22,56,15,20,False
2020-01-19,11,14,40,7,38,False
2020-01-26,11,11,43,15,40,False
2020-02-02,11,22,42,7,22,False
2020-02-09,18,23,45,11,45,False
2020-02-16,11,18,66,10,42,False
2020-02-23,7,14,55,0,24,False
2020-03-01,11,9,50,12,19,False
2020-03-08,9,28,30,7,21,False
2020-03-15,35,9,21,7,21,False
2020-03-22,27,31,19,6,40,False
2020-03-29,15,17,15,6,15,False
2020-04-05,20,13,26,7,20,False
2020-04-12,33,20,30,7,33,False
2020-04-19,16,9,23,12,12,False
2020-04-26,19,11,22,6,29,False
2020-05-03,8,12,35,10,15,False
2020-05-10,21,16,38,6,25,False
2020-05-17,10,7,34,10,20,False
2020-05-24,9,10,65,0,20,False
2020-05-31,13,13,57,6,26,False
2020-06-07,17,9,46,13,33,False
2020-06-14,25,0,67,0,100,True
