date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,36,24,72,24,36,False
2018-01-14,35,24,47,47,24,False
2018-01-21,36,71,59,24,0,False
2018-01-28,35,34,46,23,35,False
2018-02-04,0,35,59,24,24,False
2018-02-11,49,25,24,0,25,False
2018-02-18,23,46,46,46,23,False
2018-02-25,42,43,85,21,21,False
2018-03-04,0,23,35,23,23,False
2018-03-11,35,23,31,0,47,False
2018-03-18,24,24,83,0,24,False
2018-03-25,25,37,33,0,100,False
2018-04-01,23,23,38,23,23,False
2018-04-08,23,23,53,23,23,False
2018-04-15,23,35,54,34,23,False
2018-04-22,23,38,45,23,38,False
2018-04-29,0,0,56,0,30,False
2018-05-06,22,0,43,22,22,False
2018-05-13,0,29,44,22,0,False
2018-05-20,33,29,55,44,22,False
2018-05-27,45,22,22,22,22,False
2018-06-03,0,32,36,22,43,False
2018-06-10,20,20,51,20,30,False
2018-06-17,22,21,29,0,43,False
2018-06-24,22,54,22,22,22,False
2018-07-01,32,43,32,21,28,False
2018-07-08,21,21,49,0,32,False
2018-07-15,21,36,64,21,43,False
2018-07-22,21,22,75,22,0,False
2018-07-29,32,57,21,32,43,False
2018-08-05,21,21,57,21,21,False
2018-08-12,23,23,37,22,23,False
2018-08-19,24,24,84,0,61,False
2018-08-26,23,23,58,0,59,False
2018-09-02,45,37,52,44,44,False
2018-09-09,33,66,44,0,44,False
2018-09-16,43,87,65,0,21,False
2018-09-23,32,32,21,0,35,False
2018-09-30,22,21,36,0,43,False
2018-10-07,22,29,36,0,43,False
2018-10-14,31,21,21,0,31,False
2018-10-21,27,31,27,20,21,False
2018-10-28,21,21,49,0,21,False
2018-11-04,0,30,31,41,31,False
2018-11-11,20,20,40,20,20,False
2018-11-18,20,20,34,20,0,False
2018-11-25,21,29,43,0,43,False
2018-12-02,23,23,38,23,58,False
2018-12-09,23,47,70,47,23,False
2018-12-16,23,0,22,23,23,False
2018-12-23,24,0,24,0,24,False
2018-12-30,0,24,36,49,40,False
2019-01-06,22,29,37,0,29,False
2019-01-13,20,41,50,20,61,False
2019-01-20,19,29,48,0,26,False
2019-01-27,50,41,30,20,20,False
2019-02-03,20,30,20,0,27,False
2019-02-10,20,40,30,20,0,False
2019-02-17,62,21,41,21,21,False
2019-02-24,21,21,74,0,43,False
2019-03-03,24,24,55,24,35,False
2019-03-10,35,34,34,23,23,False
2019-03-17,46,23,68,34,46,False
2019-03-24,44,22,51,0,33,False
2019-03-31,33,22,37,22,22,False
2019-04-07,23,35,38,23,23,False
2019-04-14,48,24,24,24,24,False
2019-04-21,45,22,37,0,22,False
2019-04-28,0,69,45,23,23,False
2019-05-05,23,0,23,0,23,False
2019-05-12,23,31,80,23,38,False
2019-05-19,0,23,30,0,68,False
2019-05-26,23,23,23,0,38,False
2019-06-02,22,22,58,22,22,False
2019-06-09,33,22,44,22,88,False
2019-06-16,23,47,38,23,23,False
2019-06-23,23,46,62,23,46,False
2019-06-30,23,35,57,23,34,False
2019-07-07,23,23,34,23,23,False
2019-07-14,34,23,23,23,0,False
2019-07-21,23,23,54,0,35,False
2019-07-28,23,23,62,23,23,False
2019-08-04,23,46,39,23,46,False
2019-08-11,45,22,67,22,45,False
2019-08-18,22,22,37,22,33,False
2019-08-25,22,45,34,0,0,False
2019-09-01,22,51,77,22,29,False
2019-09-08,22,60,30,22,56,False
2019-09-15,0,33,44,22,77,False
2019-09-22,0,32,42,21,21,False
2019-09-29,54,21,85,21,22,False
2019-10-06,42,21,56,21,21,False
2019-10-13,30,20,34,0,41,False
2019-10-20,0,59,59,0,39,False
2019-10-27,0,20,30,0,40,False
2019-11-03,38,25,28,19,32,False
2019-11-10,19,19,25,19,19,False
2019-11-17,19,39,19,19,0,False
2019-11-24,19,38,38,0,38,False
2019-12-01,19,19,0,19,19,False
2019-12-08,0,20,40,0,30,False
2019-12-15,0,40,20,20,40,False
2019-12-22,0,0,34,0,0,False
2019-12-29,41,20,60,30,30,False
2020-01-05,18,37,37,18,18,False
2020-01-12,18,18,36,18,18,False
2020-01-19,37,0,24,18,46,False
2020-01-26,18,24,24,18,24,False
2020-02-02,18,27,48,36,24,False
2020-02-09,0,24,73,18,18,False
2020-02-16,18,18,43,18,55,False
2020-02-23,18,18,18,18,55,False
2020-03-01,19,19,43,19,56,False
2020-03-08,17,18,17,17,17,False
2020-03-15,26,26,23,0,18,False
2020-03-22,24,36,24,36,30,False
2020-03-29,36,46,18,18,18,False
2020-04-05,32,19,19,19,39,False
2020-04-12,36,18,36,18,27,False
2020-04-19,27,0,36,0,27,False
2020-04-26,18,54,54,18,18,False
2020-05-03,18,30,44,35,18,False
2020-05-10,19,0,50,19,28,False
2020-05-17,0,19,25,0,19,False
2020-05-24,0,38,48,19,38,False
2020-05-31,19,19,50,0,44,False
2020-06-07,0,38,51,19,29,False
2020-06-14,0,70,70,70,0,True
