date,Lezioni di inglese,Personal trainer,Psicologo,Riparazione console videogiochi
2018-01-01,31.864406779661014,48.983050847457626,28.8135593220339,0.0
2018-02-01,30.338983050847457,32.03389830508475,31.186440677966104,0.0
2018-03-01,31.016949152542374,40.16949152542373,33.728813559322035,0.0
2018-04-01,21.01694915254237,37.79661016949152,28.983050847457626,0.0
2018-05-01,27.45762711864407,42.88135593220339,23.050847457627118,0.0
2018-06-01,23.220338983050848,28.644067796610166,24.40677966101695,0.0
2018-07-01,23.559322033898304,34.74576271186441,27.45762711864407,0.0
2018-08-01,32.03389830508475,30.338983050847457,16.271186440677965,0.0
2018-09-01,50.33898305084745,49.83050847457628,25.254237288135595,2.3728813559322033
2018-10-01,43.050847457627114,32.88135593220339,25.593220338983052,4.067796610169491
2018-11-01,34.74576271186441,23.389830508474578,29.152542372881356,4.745762711864407
2018-12-01,24.23728813559322,17.457627118644066,14.576271186440678,4.406779661016949
2019-01-01,62.20338983050847,78.8135593220339,35.76271186440678,2.5423728813559325
2019-02-01,47.28813559322034,42.54237288135593,35.08474576271187,3.898305084745763
2019-03-01,63.389830508474574,48.644067796610166,45.76271186440678,5.932203389830509
2019-04-01,46.94915254237288,40.33898305084746,38.30508474576271,5.762711864406779
2019-05-01,56.779661016949156,58.47457627118644,52.71186440677966,5.593220338983051
2019-06-01,40.67796610169492,47.96610169491525,40.67796610169492,3.5593220338983054
2019-07-01,39.83050847457627,48.8135593220339,57.79661016949152,6.779661016949152
2019-08-01,59.49152542372881,48.8135593220339,44.57627118644068,7.457627118644068
2019-09-01,100.0,51.864406779661024,63.898305084745765,8.305084745762711
2019-10-01,80.84745762711864,35.932203389830505,63.389830508474574,11.35593220338983
2019-11-01,61.52542372881356,42.54237288135593,64.57627118644068,10.847457627118644
2019-12-01,40.0,27.288135593220336,43.728813559322035,6.779661016949152
2020-01-01,70.33898305084746,54.40677966101695,74.40677966101696,5.762711864406779
2020-02-01,56.61016949152542,45.932203389830505,68.98305084745763,6.610169491525424
2020-03-01,8.135593220338983,27.288135593220336,27.11864406779661,11.694915254237289
2020-04-01,6.101694915254238,21.01694915254237,25.423728813559322,15.423728813559324
2020-05-01,3.5593220338983054,18.8135593220339,11.694915254237289,18.305084745762713
2020-06-01,2.5423728813559325,7.457627118644068,7.288135593220339,6.610169491525424
