date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,25,25,0,0,25,False
2018-01-14,0,0,78,0,26,False
2018-01-21,25,25,25,0,25,False
2018-01-28,25,25,50,25,25,False
2018-02-04,24,24,0,24,36,False
2018-02-11,0,38,39,0,38,False
2018-02-18,0,0,0,0,36,False
2018-02-25,0,24,25,0,25,False
2018-03-04,0,23,24,0,32,False
2018-03-11,0,24,48,0,24,False
2018-03-18,24,23,24,0,23,False
2018-03-25,0,24,0,0,24,False
2018-04-01,23,23,35,0,46,False
2018-04-08,0,21,43,21,21,False
2018-04-15,0,34,34,0,23,False
2018-04-22,21,21,32,0,21,False
2018-04-29,20,20,30,20,33,False
2018-05-06,19,0,20,0,40,False
2018-05-13,0,0,42,0,21,False
2018-05-20,20,29,39,0,20,False
2018-05-27,19,19,28,19,56,False
2018-06-03,18,0,0,24,18,False
2018-06-10,18,0,0,18,0,False
2018-06-17,19,0,19,0,0,False
2018-06-24,18,18,38,18,18,False
2018-07-01,0,18,18,18,18,False
2018-07-08,17,0,36,0,0,False
2018-07-15,0,17,17,0,26,False
2018-07-22,0,0,18,17,17,False
2018-07-29,17,0,26,0,17,False
2018-08-05,0,16,32,16,16,False
2018-08-12,0,16,24,0,0,False
2018-08-19,17,0,35,0,43,False
2018-08-26,0,26,18,18,35,False
2018-09-02,0,26,35,0,35,False
2018-09-09,0,23,17,17,0,False
2018-09-16,18,18,0,0,18,False
2018-09-23,18,18,27,0,18,False
2018-09-30,19,19,19,0,19,False
2018-10-07,19,19,26,0,20,False
2018-10-14,0,19,19,0,19,False
2018-10-21,21,0,32,21,21,False
2018-10-28,0,45,22,0,0,False
2018-11-04,0,23,47,23,24,False
2018-11-11,24,24,41,24,24,False
2018-11-18,0,24,0,24,48,False
2018-11-25,0,25,0,0,25,False
2018-12-02,0,26,40,0,0,False
2018-12-09,26,26,52,26,34,False
2018-12-16,26,27,27,0,27,False
2018-12-23,0,0,32,0,47,False
2018-12-30,0,29,0,0,30,False
2019-01-06,0,0,26,0,0,False
2019-01-13,0,100,38,0,38,False
2019-01-20,23,0,23,0,59,False
2019-01-27,24,35,24,23,48,False
2019-02-03,25,0,50,0,49,False
2019-02-10,0,0,37,24,37,False
2019-02-17,0,49,42,0,62,False
2019-02-24,0,25,25,0,37,False
2019-03-03,25,37,25,0,25,False
2019-03-10,0,0,48,0,47,False
2019-03-17,24,23,23,0,46,False
2019-03-24,23,24,46,0,47,False
2019-03-31,0,22,37,22,37,False
2019-04-07,43,0,0,21,0,False
2019-04-14,0,21,20,20,21,False
2019-04-21,0,40,51,41,20,False
2019-04-28,0,0,20,20,33,False
2019-05-05,0,0,40,0,20,False
2019-05-12,20,19,100,0,0,False
2019-05-19,0,19,25,18,19,False
2019-05-26,18,18,18,18,18,False
2019-06-02,0,17,30,0,18,False
2019-06-09,0,17,34,0,17,False
2019-06-16,18,18,27,0,44,False
2019-06-23,27,18,18,0,18,False
2019-06-30,18,17,27,0,18,False
2019-07-07,0,17,17,0,25,False
2019-07-14,0,0,17,0,34,False
2019-07-21,0,17,34,17,17,False
2019-07-28,0,0,25,0,16,False
2019-08-04,0,0,22,0,16,False
2019-08-11,16,0,39,0,16,False
2019-08-18,24,16,33,0,16,False
2019-08-25,16,16,32,0,16,False
2019-09-01,16,16,26,16,21,False
2019-09-08,15,15,31,15,15,False
2019-09-15,17,0,17,0,25,False
2019-09-22,17,16,17,0,38,False
2019-09-29,25,0,23,17,34,False
2019-10-06,34,17,45,0,17,False
2019-10-13,0,0,26,0,51,False
2019-10-20,0,17,17,0,0,False
2019-10-27,20,0,20,0,40,False
2019-11-03,20,20,0,20,20,False
2019-11-10,0,40,40,0,20,False
2019-11-17,0,21,0,0,63,False
2019-11-24,0,21,43,0,21,False
2019-12-01,0,22,22,0,22,False
2019-12-08,22,0,34,22,22,False
2019-12-15,22,22,37,0,22,False
2019-12-22,0,0,25,25,25,False
2019-12-29,24,0,25,0,24,False
2020-01-05,0,22,55,0,44,False
2020-01-12,21,21,31,0,21,False
2020-01-19,20,30,48,0,34,False
2020-01-26,0,0,42,0,0,False
2020-02-02,0,0,21,20,34,False
2020-02-09,30,20,20,0,30,False
2020-02-16,0,0,30,20,20,False
2020-02-23,0,39,40,0,20,False
2020-03-01,19,19,19,0,19,False
2020-03-08,0,0,18,18,18,False
2020-03-15,17,0,0,0,33,False
2020-03-22,40,0,0,16,0,False
2020-03-29,16,16,17,16,16,False
2020-04-05,35,18,35,0,0,False
2020-04-12,17,34,0,17,17,False
2020-04-19,32,16,16,16,16,False
2020-04-26,17,0,25,0,42,False
2020-05-03,16,16,58,0,16,False
2020-05-10,0,17,26,0,23,False
2020-05-17,0,0,27,18,0,False
2020-05-24,18,0,0,18,37,False
2020-05-31,18,17,35,17,26,False
2020-06-07,0,17,36,0,0,False
2020-06-14,0,0,0,0,0,True
