date,Lezioni di inglese,Personal trainer,Psicologo,Riparazione console videogiochi
2018-01-01,29.79571499750872,43.33582461385152,25.572994519182863,0.0
2018-02-01,23.791728948679623,30.493273542600896,23.455406078724465,0.0
2018-03-01,25.249128051818637,33.8315894369706,26.45739910313901,0.0
2018-04-01,19.48181365221724,32.28699551569507,25.236671649227706,0.0
2018-05-01,22.807673143996013,33.6322869955157,23.978574987543595,0.0
2018-06-01,18.746885899352268,24.78824115595416,19.41953163926258,0.0
2018-07-01,17.737917289486795,26.918285999003487,21.84853014449427,0.0
2018-08-01,25.249128051818637,33.3208769307424,16.741405082212257,0.0
2018-09-01,47.521175884404585,49.26507224713503,27.09267563527653,1.9556552067762831
2018-10-01,37.79272546088689,33.90632785251619,23.069257598405578,2.9023418036870954
2018-11-01,33.059292476332836,23.71699053313403,23.41803687095167,3.163926258096662
2018-12-01,21.013951170901844,17.20229197807673,16.006477329347284,4.260089686098654
2019-01-01,58.8315894369706,72.58345789735924,36.74638764324863,0.8096661684105629
2019-02-01,45.51569506726457,44.35724962630792,32.66068759342302,3.089187842551071
2019-03-01,47.80767314399601,45.14200298953662,40.64524165421026,4.334828101644246
2019-04-01,42.1898355754858,39.02590931738914,35.313901345291484,4.409566517189836
2019-05-01,47.02291978076731,57.0627802690583,51.00896860986547,4.845540607872446
2019-06-01,36.09865470852018,42.17737917289487,44.24514200298953,4.882909815645242
2019-07-01,35.61285500747384,42.02790234180369,50.75984055804683,5.642750373692078
2019-08-01,46.83607374190334,47.247135027404084,41.417538614848034,5.4808171400099654
2019-09-01,100.0,57.12506228201295,63.639760837070256,8.17140009965122
2019-10-01,73.06925759840558,41.26806178375685,65.18435475834579,8.73193821624315
2019-11-01,53.72446437468859,36.33532635774788,65.59541604384653,7.785251619332337
2019-12-01,33.54509217737917,25.759840558046836,33.37070254110613,6.938216243148979
2020-01-01,60.74987543597409,56.82610861983059,71.47483806676632,8.17140009965122
2020-02-01,42.50124564025909,44.40707523667165,65.22172396611859,5.468360737419033
2020-03-01,7.262082710513204,23.84155455904335,31.041355256601893,9.66616841056303
2020-04-01,5.206776283009467,19.13303437967115,23.84155455904335,12.842551071250623
2020-05-01,4.758345789735925,20.528151469855505,11.920777279521674,15.744892874937719
2020-06-01,3.487792725460887,6.502242152466367,9.192825112107624,3.624813153961136
