date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,17,17,35,35,23,False
2018-01-14,17,0,35,0,17,False
2018-01-21,0,26,34,0,28,False
2018-01-28,0,17,52,0,35,False
2018-02-04,35,17,46,17,40,False
2018-02-11,18,18,54,18,27,False
2018-02-18,0,40,35,26,17,False
2018-02-25,0,0,58,17,17,False
2018-03-04,0,17,70,26,26,False
2018-03-11,25,34,40,0,51,False
2018-03-18,0,17,46,17,17,False
2018-03-25,0,21,85,0,21,False
2018-04-01,42,0,63,0,35,False
2018-04-08,0,17,57,34,17,False
2018-04-15,0,0,42,0,35,False
2018-04-22,33,17,28,0,17,False
2018-04-29,18,0,36,0,36,False
2018-05-06,17,28,34,34,0,False
2018-05-13,0,53,35,18,35,False
2018-05-20,0,17,52,0,26,False
2018-05-27,17,17,40,17,34,False
2018-06-03,0,17,40,0,34,False
2018-06-10,17,17,39,17,25,False
2018-06-17,19,28,25,0,19,False
2018-06-24,0,19,52,19,39,False
2018-07-01,19,38,57,0,38,False
2018-07-08,19,19,48,19,32,False
2018-07-15,20,20,20,0,20,False
2018-07-22,20,0,68,21,20,False
2018-07-29,0,0,46,23,30,False
2018-08-05,23,23,55,23,23,False
2018-08-12,25,50,66,0,41,False
2018-08-19,0,36,47,0,24,False
2018-08-26,21,21,63,0,21,False
2018-09-02,19,38,76,19,31,False
2018-09-09,36,36,54,0,18,False
2018-09-16,17,44,47,0,17,False
2018-09-23,17,23,46,17,17,False
2018-09-30,17,58,35,17,23,False
2018-10-07,18,0,68,18,55,False
2018-10-14,17,26,46,17,17,False
2018-10-21,17,34,17,0,23,False
2018-10-28,0,18,24,0,37,False
2018-11-04,0,17,40,0,17,False
2018-11-11,17,17,40,17,17,False
2018-11-18,16,17,61,17,25,False
2018-11-25,17,28,34,0,25,False
2018-12-02,18,27,18,0,18,False
2018-12-09,17,17,35,0,17,False
2018-12-16,17,51,23,17,26,False
2018-12-23,0,0,31,21,21,False
2018-12-30,0,20,100,20,30,False
2019-01-06,22,50,73,17,39,False
2019-01-13,49,16,33,17,25,False
2019-01-20,0,31,53,0,31,False
2019-01-27,16,16,37,0,32,False
2019-02-03,50,17,50,34,25,False
2019-02-10,0,26,62,0,34,False
2019-02-17,0,17,40,0,23,False
2019-02-24,17,17,52,0,51,False
2019-03-03,17,0,35,0,18,False
2019-03-10,0,17,17,0,25,False
2019-03-17,18,0,77,0,18,False
2019-03-24,17,35,40,35,26,False
2019-03-31,0,27,43,0,16,False
2019-04-07,0,16,44,16,25,False
2019-04-14,0,20,20,0,20,False
2019-04-21,0,0,65,0,39,False
2019-04-28,0,23,68,0,17,False
2019-05-05,0,0,38,16,32,False
2019-05-12,0,24,64,0,32,False
2019-05-19,0,16,63,0,16,False
2019-05-26,0,16,21,16,16,False
2019-06-02,0,16,26,16,16,False
2019-06-09,0,16,54,0,40,False
2019-06-16,34,17,57,0,0,False
2019-06-23,0,36,54,18,30,False
2019-06-30,0,18,60,18,54,False
2019-07-07,18,0,78,0,18,False
2019-07-14,0,0,38,0,19,False
2019-07-21,29,39,26,20,33,False
2019-07-28,0,21,32,0,21,False
2019-08-04,0,0,96,22,44,False
2019-08-11,23,23,39,0,23,False
2019-08-18,22,0,52,0,44,False
2019-08-25,29,19,52,20,19,False
2019-09-01,35,35,64,17,35,False
2019-09-08,16,33,60,0,33,False
2019-09-15,16,31,78,0,23,False
2019-09-22,0,23,46,0,20,False
2019-09-29,15,30,61,15,38,False
2019-10-06,15,26,72,0,31,False
2019-10-13,0,23,60,0,25,False
2019-10-20,15,15,69,15,15,False
2019-10-27,15,15,85,15,15,False
2019-11-03,14,15,34,0,29,False
2019-11-10,15,22,36,0,0,False
2019-11-17,15,15,15,0,15,False
2019-11-24,0,24,72,14,33,False
2019-12-01,24,24,56,0,37,False
2019-12-08,15,30,50,0,45,False
2019-12-15,15,15,59,15,37,False
2019-12-22,17,17,23,0,34,False
2019-12-29,17,0,63,26,43,False
2020-01-05,15,30,45,20,0,False
2020-01-12,14,28,51,14,14,False
2020-01-19,14,14,24,0,23,False
2020-01-26,0,14,38,0,28,False
2020-02-02,0,14,47,14,42,False
2020-02-09,21,14,23,0,14,False
2020-02-16,14,14,29,0,22,False
2020-02-23,14,14,46,0,21,False
2020-03-01,13,20,62,13,40,False
2020-03-08,13,13,39,0,17,False
2020-03-15,35,27,13,13,26,False
2020-03-22,24,24,18,12,24,False
2020-03-29,27,11,23,0,17,False
2020-04-05,25,19,37,0,29,False
2020-04-12,12,29,50,25,12,False
2020-04-19,30,19,28,11,11,False
2020-04-26,0,12,19,12,12,False
2020-05-03,11,19,42,0,11,False
2020-05-10,23,17,42,12,12,False
2020-05-17,12,12,37,12,29,False
2020-05-24,0,26,42,13,13,False
2020-05-31,12,17,31,12,23,False
2020-06-07,0,12,51,12,31,False
2020-06-14,0,0,44,0,44,True
