date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,18,29,77,15,46,False
2018-01-14,23,37,63,16,41,False
2018-01-21,21,37,87,17,34,False
2018-01-28,20,25,65,14,40,False
2018-02-04,15,34,62,14,59,False
2018-02-11,19,24,59,12,56,False
2018-02-18,18,30,70,14,42,False
2018-02-25,13,23,62,18,34,False
2018-03-04,20,25,68,11,40,False
2018-03-11,13,23,60,10,39,False
2018-03-18,20,24,67,15,40,False
2018-03-25,10,21,69,10,38,False
2018-04-01,18,20,73,12,36,False
2018-04-08,14,25,76,10,35,False
2018-04-15,11,28,85,9,34,False
2018-04-22,14,20,75,13,47,False
2018-04-29,11,21,60,13,37,False
2018-05-06,11,21,63,8,24,False
2018-05-13,17,27,64,11,48,False
2018-05-20,12,24,75,7,33,False
2018-05-27,15,24,65,15,41,False
2018-06-03,15,25,56,16,37,False
2018-06-10,13,22,58,9,37,False
2018-06-17,22,17,59,9,36,False
2018-06-24,17,30,54,14,33,False
2018-07-01,14,23,60,10,39,False
2018-07-08,13,26,65,9,41,False
2018-07-15,15,23,56,12,40,False
2018-07-22,18,23,61,5,40,False
2018-07-29,16,20,69,8,42,False
2018-08-05,8,19,71,6,37,False
2018-08-12,21,22,53,6,41,False
2018-08-19,24,31,89,8,37,False
2018-08-26,28,33,87,10,57,False
2018-09-02,21,47,81,9,58,False
2018-09-09,24,61,73,17,40,False
2018-09-16,19,59,80,16,41,False
2018-09-23,24,47,71,15,34,False
2018-09-30,17,43,61,15,47,False
2018-10-07,16,43,68,20,36,False
2018-10-14,18,34,72,10,36,False
2018-10-21,18,37,62,12,41,False
2018-10-28,11,29,58,9,27,False
2018-11-04,16,31,60,13,29,False
2018-11-11,12,28,70,10,39,False
2018-11-18,11,29,57,14,33,False
2018-11-25,14,24,51,13,35,False
2018-12-02,14,23,46,12,41,False
2018-12-09,12,24,65,14,37,False
2018-12-16,11,17,44,13,37,False
2018-12-23,8,14,48,13,29,False
2018-12-30,11,13,78,18,44,False
2019-01-06,17,33,73,11,37,False
2019-01-13,18,36,73,10,35,False
2019-01-20,15,25,68,12,41,False
2019-01-27,15,33,61,8,37,False
2019-02-03,17,28,74,15,45,False
2019-02-10,18,28,76,12,49,False
2019-02-17,16,26,87,12,40,False
2019-02-24,13,21,82,12,43,False
2019-03-03,17,24,81,8,45,False
2019-03-10,13,33,89,12,34,False
2019-03-17,15,23,81,11,45,False
2019-03-24,18,26,92,10,42,False
2019-03-31,15,23,76,8,49,False
2019-04-07,7,24,76,11,48,False
2019-04-14,10,16,59,7,32,False
2019-04-21,8,15,75,6,43,False
2019-04-28,17,20,68,8,35,False
2019-05-05,11,20,73,9,42,False
2019-05-12,9,19,85,14,35,False
2019-05-19,12,24,87,15,45,False
2019-05-26,11,25,70,8,31,False
2019-06-02,12,22,81,10,50,False
2019-06-09,16,17,76,13,39,False
2019-06-16,12,24,90,8,33,False
2019-06-23,12,26,80,9,40,False
2019-06-30,13,23,68,11,26,False
2019-07-07,6,20,62,7,44,False
2019-07-14,7,15,68,5,38,False
2019-07-21,11,25,67,9,33,False
2019-07-28,11,18,80,11,43,False
2019-08-04,11,21,78,5,37,False
2019-08-11,10,22,69,10,40,False
2019-08-18,16,23,87,13,44,False
2019-08-25,18,31,87,8,60,False
2019-09-01,19,44,100,12,51,False
2019-09-08,22,47,93,9,48,False
2019-09-15,20,47,93,16,45,False
2019-09-22,13,42,90,14,46,False
2019-09-29,22,38,86,13,48,False
2019-10-06,16,40,79,12,33,False
2019-10-13,15,31,82,8,46,False
2019-10-20,10,23,63,13,35,False
2019-10-27,10,25,58,13,35,False
2019-11-03,12,25,70,13,34,False
2019-11-10,12,27,72,8,34,False
2019-11-17,12,33,63,8,33,False
2019-11-24,12,26,52,11,36,False
2019-12-01,12,21,54,13,36,False
2019-12-08,10,19,57,14,29,False
2019-12-15,14,21,57,19,28,False
2019-12-22,8,14,53,12,28,False
2019-12-29,12,15,72,15,41,False
2020-01-05,23,30,87,13,37,False
2020-01-12,12,34,92,9,44,False
2020-01-19,15,29,79,15,47,False
2020-01-26,12,29,85,9,45,False
2020-02-02,14,23,83,11,44,False
2020-02-09,11,24,86,11,39,False
2020-02-16,19,28,83,11,40,False
2020-02-23,15,19,81,10,35,False
2020-03-01,12,23,69,7,41,False
2020-03-08,14,25,52,8,30,False
2020-03-15,59,22,26,2,24,False
2020-03-22,43,29,29,5,47,False
2020-03-29,38,26,25,6,32,False
2020-04-05,30,23,43,7,33,False
2020-04-12,30,22,47,5,29,False
2020-04-19,27,19,44,8,30,False
2020-04-26,16,20,48,7,40,False
2020-05-03,21,21,61,7,34,False
2020-05-10,14,22,60,10,32,False
2020-05-17,7,18,75,7,41,False
2020-05-24,10,22,76,6,40,False
2020-05-31,15,22,78,4,36,False
2020-06-07,16,22,78,7,43,False
2020-06-14,12,18,88,4,51,True
