date,clases de yoga,clases de ingles,nutricionista,curso de cocina,entrenador personal,isPartial
2018-01-07,33,38,54,8,36,False
2018-01-14,18,24,71,16,26,False
2018-01-21,16,37,71,19,37,False
2018-01-28,27,38,66,19,30,False
2018-02-04,10,29,44,8,42,False
2018-02-11,16,13,35,8,51,False
2018-02-18,13,35,67,8,35,False
2018-02-25,12,25,34,22,17,False
2018-03-04,19,22,68,7,27,False
2018-03-11,15,22,37,15,32,False
2018-03-18,23,13,52,16,23,False
2018-03-25,17,26,26,9,48,False
2018-04-01,13,15,79,15,25,False
2018-04-08,12,10,59,7,47,False
2018-04-15,0,16,40,8,51,False
2018-04-22,15,20,54,15,36,False
2018-04-29,16,10,76,0,24,False
2018-05-06,13,15,59,19,28,False
2018-05-13,24,29,64,16,24,False
2018-05-20,8,21,39,0,29,False
2018-05-27,20,24,43,16,35,False
2018-06-03,8,18,57,13,36,False
2018-06-10,17,20,48,0,26,False
2018-06-17,25,27,27,11,38,False
2018-06-24,21,35,43,22,19,False
2018-07-01,16,21,43,8,29,False
2018-07-08,18,21,60,8,39,False
2018-07-15,16,13,60,8,32,False
2018-07-22,12,35,78,12,24,False
2018-07-29,16,16,42,8,29,False
2018-08-05,23,15,36,12,36,False
2018-08-12,13,18,46,16,41,False
2018-08-19,16,13,70,16,23,False
2018-08-26,23,49,82,0,28,False
2018-09-02,18,38,56,8,43,False
2018-09-09,27,60,72,15,30,False
2018-09-16,13,52,49,16,26,False
2018-09-23,18,33,56,23,41,False
2018-09-30,10,28,57,16,34,False
2018-10-07,8,26,62,16,28,False
2018-10-14,17,32,44,11,17,False
2018-10-21,15,48,54,0,33,False
2018-10-28,16,27,50,12,16,False
2018-11-04,15,20,50,11,25,False
2018-11-11,15,26,31,8,11,False
2018-11-18,11,24,36,0,26,False
2018-11-25,21,23,50,8,21,False
2018-12-02,8,28,53,17,28,False
2018-12-09,13,28,43,8,16,False
2018-12-16,12,0,27,12,24,False
2018-12-23,14,24,27,14,33,False
2018-12-30,9,9,76,22,32,False
2019-01-06,11,16,34,16,34,False
2019-01-13,17,25,53,11,25,False
2019-01-20,17,19,57,14,33,False
2019-01-27,12,27,53,11,51,False
2019-02-03,18,29,57,10,23,False
2019-02-10,31,18,48,8,48,False
2019-02-17,18,21,46,12,28,False
2019-02-24,16,11,60,12,24,False
2019-03-03,13,18,73,10,47,False
2019-03-10,24,21,35,12,37,False
2019-03-17,16,34,55,20,34,False
2019-03-24,19,15,59,8,44,False
2019-03-31,15,11,37,11,37,False
2019-04-07,15,20,43,8,38,False
2019-04-14,8,8,20,0,30,False
2019-04-21,7,18,61,7,37,False
2019-04-28,8,20,58,0,25,False
2019-05-05,13,20,37,16,29,False
2019-05-12,16,8,79,11,37,False
2019-05-19,15,16,67,8,33,False
2019-05-26,15,20,90,11,18,False
2019-06-02,22,17,55,11,42,False
2019-06-09,8,15,81,15,40,False
2019-06-16,8,26,84,8,26,False
2019-06-23,13,36,60,8,13,False
2019-06-30,8,19,36,12,23,False
2019-07-07,8,18,58,8,36,False
2019-07-14,16,28,57,16,36,False
2019-07-21,0,23,73,12,21,False
2019-07-28,16,16,58,12,32,False
2019-08-04,8,19,79,8,20,False
2019-08-11,13,25,75,15,35,False
2019-08-18,17,26,44,7,37,False
2019-08-25,7,19,67,7,36,False
2019-09-01,14,40,100,7,33,False
2019-09-08,9,33,66,7,24,False
2019-09-15,31,43,65,14,38,False
2019-09-22,14,43,72,19,50,False
2019-09-29,22,22,68,15,36,False
2019-10-06,10,26,48,10,29,False
2019-10-13,18,14,70,7,28,False
2019-10-20,14,14,42,11,35,False
2019-10-27,17,25,42,7,25,False
2019-11-03,10,23,69,7,16,False
2019-11-10,11,23,61,9,25,False
2019-11-17,13,13,33,13,16,False
2019-11-24,17,18,56,13,11,False
2019-12-01,14,21,40,0,29,False
2019-12-08,12,11,29,12,19,False
2019-12-15,7,7,47,10,20,False
2019-12-22,8,11,35,8,40,False
2019-12-29,8,17,68,15,28,False
2020-01-05,14,26,55,14,24,False
2020-01-12,21,21,45,10,30,False
2020-01-19,25,10,64,16,39,False
2020-01-26,10,24,62,7,36,False
2020-02-02,16,27,76,7,29,False
2020-02-09,20,13,63,17,29,False
2020-02-16,22,11,44,9,28,False
2020-02-23,7,11,80,7,33,False
2020-03-01,13,15,67,16,43,False
2020-03-08,13,19,63,15,27,False
2020-03-15,41,33,29,6,22,False
2020-03-22,32,17,33,6,35,False
2020-03-29,39,28,26,14,28,False
2020-04-05,28,22,18,6,20,False
2020-04-12,15,15,33,6,19,False
2020-04-19,23,13,36,9,14,False
2020-04-26,13,25,40,6,31,False
2020-05-03,13,13,54,7,22,False
2020-05-10,8,22,65,8,31,False
2020-05-17,9,16,72,8,38,False
2020-05-24,9,14,48,6,38,False
2020-05-31,13,13,65,6,31,False
2020-06-07,12,21,61,9,71,False
2020-06-14,34,22,60,0,56,True
