,geoName,piscine en composite
3,Brittany,0.0
5,Centre-Val de Loire,100.0
7,Corsica,0.0
15,Pays de la Loire,35.0
18,Provence-Alpes-Côte d'Azur,56.25
21,Île-de-France,26.25
22,Grand-est,41.66666666666667
23,Hauts-de-france,20.625
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,12.083333333333332
27,Occitanie,55.625
28,Auvergne-Rhône-Alpes,49.375
