date,foto,isPartial
2018-01-07,93,False
2018-01-14,100,False
2018-01-21,83,False
2018-01-28,84,False
2018-02-04,81,False
2018-02-11,100,False
2018-02-18,97,False
2018-02-25,86,False
2018-03-04,90,False
2018-03-11,89,False
2018-03-18,86,False
2018-03-25,90,False
2018-04-01,90,False
2018-04-08,92,False
2018-04-15,85,False
2018-04-22,79,False
2018-04-29,71,False
2018-05-06,87,False
2018-05-13,83,False
2018-05-20,94,False
2018-05-27,73,False
2018-06-03,84,False
2018-06-10,90,False
2018-06-17,83,False
2018-06-24,93,False
2018-07-01,82,False
2018-07-08,93,False
2018-07-15,68,False
2018-07-22,77,False
2018-07-29,92,False
2018-08-05,84,False
2018-08-12,90,False
2018-08-19,90,False
2018-08-26,84,False
2018-09-02,87,False
2018-09-09,87,False
2018-09-16,88,False
2018-09-23,84,False
2018-09-30,77,False
2018-10-07,89,False
2018-10-14,79,False
2018-10-21,83,False
2018-10-28,91,False
2018-11-04,90,False
2018-11-11,85,False
2018-11-18,75,False
2018-11-25,85,False
2018-12-02,88,False
2018-12-09,74,False
2018-12-16,90,False
2018-12-23,86,False
2018-12-30,99,False
2019-01-06,87,False
2019-01-13,76,False
2019-01-20,82,False
2019-01-27,73,False
2019-02-03,71,False
2019-02-10,75,False
2019-02-17,79,False
2019-02-24,69,False
2019-03-03,89,False
2019-03-10,89,False
2019-03-17,86,False
2019-03-24,71,False
2019-03-31,83,False
2019-04-07,88,False
2019-04-14,84,False
2019-04-21,89,False
2019-04-28,87,False
2019-05-05,70,False
2019-05-12,79,False
2019-05-19,78,False
2019-05-26,80,False
2019-06-02,87,False
2019-06-09,89,False
2019-06-16,72,False
2019-06-23,74,False
2019-06-30,78,False
2019-07-07,79,False
2019-07-14,75,False
2019-07-21,70,False
2019-07-28,83,False
2019-08-04,83,False
2019-08-11,69,False
2019-08-18,89,False
2019-08-25,77,False
2019-09-01,76,False
2019-09-08,64,False
2019-09-15,65,False
2019-09-22,71,False
2019-09-29,78,False
2019-10-06,67,False
2019-10-13,79,False
2019-10-20,67,False
2019-10-27,75,False
2019-11-03,77,False
2019-11-10,71,False
2019-11-17,76,False
2019-11-24,73,False
2019-12-01,77,False
2019-12-08,77,False
2019-12-15,89,False
2019-12-22,82,False
2019-12-29,83,False
2020-01-05,87,False
2020-01-12,76,False
2020-01-19,82,False
2020-01-26,70,False
2020-02-02,71,False
2020-02-09,81,False
2020-02-16,61,False
2020-02-23,64,False
2020-03-01,66,False
2020-03-08,76,False
2020-03-15,78,False
2020-03-22,82,False
2020-03-29,79,False
2020-04-05,79,False
2020-04-12,76,False
2020-04-19,88,False
2020-04-26,80,True
