date,foto,isPartial
2018-01-07,92,False
2018-01-14,87,False
2018-01-21,90,False
2018-01-28,87,False
2018-02-04,94,False
2018-02-11,90,False
2018-02-18,87,False
2018-02-25,91,False
2018-03-04,91,False
2018-03-11,85,False
2018-03-18,88,False
2018-03-25,89,False
2018-04-01,86,False
2018-04-08,89,False
2018-04-15,80,False
2018-04-22,90,False
2018-04-29,86,False
2018-05-06,82,False
2018-05-13,87,False
2018-05-20,93,False
2018-05-27,87,False
2018-06-03,81,False
2018-06-10,91,False
2018-06-17,83,False
2018-06-24,88,False
2018-07-01,86,False
2018-07-08,88,False
2018-07-15,91,False
2018-07-22,96,False
2018-07-29,89,False
2018-08-05,93,False
2018-08-12,98,False
2018-08-19,97,False
2018-08-26,92,False
2018-09-02,87,False
2018-09-09,86,False
2018-09-16,86,False
2018-09-23,86,False
2018-09-30,78,False
2018-10-07,85,False
2018-10-14,84,False
2018-10-21,82,False
2018-10-28,86,False
2018-11-04,79,False
2018-11-11,86,False
2018-11-18,80,False
2018-11-25,90,False
2018-12-02,88,False
2018-12-09,81,False
2018-12-16,85,False
2018-12-23,97,False
2018-12-30,100,False
2019-01-06,86,False
2019-01-13,81,False
2019-01-20,80,False
2019-01-27,77,False
2019-02-03,78,False
2019-02-10,80,False
2019-02-17,79,False
2019-02-24,78,False
2019-03-03,90,False
2019-03-10,91,False
2019-03-17,79,False
2019-03-24,77,False
2019-03-31,78,False
2019-04-07,90,False
2019-04-14,82,False
2019-04-21,86,False
2019-04-28,83,False
2019-05-05,79,False
2019-05-12,81,False
2019-05-19,78,False
2019-05-26,74,False
2019-06-02,74,False
2019-06-09,77,False
2019-06-16,77,False
2019-06-23,80,False
2019-06-30,81,False
2019-07-07,75,False
2019-07-14,88,False
2019-07-21,78,False
2019-07-28,80,False
2019-08-04,81,False
2019-08-11,87,False
2019-08-18,87,False
2019-08-25,84,False
2019-09-01,76,False
2019-09-08,77,False
2019-09-15,77,False
2019-09-22,74,False
2019-09-29,73,False
2019-10-06,74,False
2019-10-13,77,False
2019-10-20,74,False
2019-10-27,76,False
2019-11-03,76,False
2019-11-10,73,False
2019-11-17,80,False
2019-11-24,73,False
2019-12-01,77,False
2019-12-08,78,False
2019-12-15,77,False
2019-12-22,89,False
2019-12-29,88,False
2020-01-05,77,False
2020-01-12,72,False
2020-01-19,78,False
2020-01-26,73,False
2020-02-02,75,False
2020-02-09,79,False
2020-02-16,72,False
2020-02-23,64,False
2020-03-01,70,False
2020-03-08,68,False
2020-03-15,81,False
2020-03-22,84,False
2020-03-29,84,False
2020-04-05,89,False
2020-04-12,92,False
2020-04-19,88,False
2020-04-26,91,True
