,geoName,guitare pour débutant
3,Brittany,90.54054054054053
5,Centre-Val de Loire,0.0
7,Corsica,0.0
15,Pays de la Loire,72.97297297297297
18,Provence-Alpes-Côte d'Azur,68.91891891891892
21,Île-de-France,100.0
22,Grand-est,0.0
23,Hauts-de-france,0.0
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,45.04504504504504
27,Occitanie,0.0
28,Auvergne-Rhône-Alpes,35.810810810810814
