ticket_taxonomy_tag_name,ticket_geo_region_name,Score
Gebäudereinigung und -wartung,Sachsen-Anhalt,4.506404538
Gebäudereinigung und -wartung,Schleswig-Holstein,6.097158926
Gebäudereinigung und -wartung,Thüringen,6.224473965
Haushaltsgeräte reparieren,Baden-Württemberg,3.684122563
Haushaltsgeräte reparieren,Bayern,3.864720843
Haushaltsgeräte reparieren,Berlin,10
Haushaltsgeräte reparieren,Brandenburg,2.421412135
Haushaltsgeräte reparieren,Bremen,0
Haushaltsgeräte reparieren,Hamburg,4.777691656
Haushaltsgeräte reparieren,Hessen,4.243187598
Haushaltsgeräte reparieren,Mecklenburg-Vorpommern,0
Haushaltsgeräte reparieren,Niedersachsen,4.365871382
Haushaltsgeräte reparieren,Nordrhein-Westfalen,5.675112026
Haushaltsgeräte reparieren,Rheinland-Pfalz,3.01487223
Haushaltsgeräte reparieren,Saarland,0
Haushaltsgeräte reparieren,Sachsen,4.304856485
Haushaltsgeräte reparieren,Sachsen-Anhalt,0
Haushaltsgeräte reparieren,Schleswig-Holstein,0
Haushaltsgeräte reparieren,Thüringen,0
Klimaanlage einbauen,Baden-Württemberg,8.192058347
Klimaanlage einbauen,Bayern,6.055012734
Klimaanlage einbauen,Berlin,7.490622829
Klimaanlage einbauen,Brandenburg,4.993933781
Klimaanlage einbauen,Bremen,3.958694142
Klimaanlage einbauen,Hamburg,3.059967585
Klimaanlage einbauen,Hessen,8.514100486
Klimaanlage einbauen,Mecklenburg-Vorpommern,4.223338736
Klimaanlage einbauen,Niedersachsen,7.58448715
Klimaanlage einbauen,Nordrhein-Westfalen,10
Klimaanlage einbauen,Rheinland-Pfalz,8.3363047
Klimaanlage einbauen,Saarland,2.421000232
Klimaanlage einbauen,Sachsen,5.717990276
Klimaanlage einbauen,Sachsen-Anhalt,3.28455661
Klimaanlage einbauen,Schleswig-Holstein,1.657050243
Klimaanlage einbauen,Thüringen,2.901041908
Personal - und Privattrainer,Baden-Württemberg,7.511942749
Personal - und Privattrainer,Bayern,8.519393969
Personal - und Privattrainer,Berlin,7.54257175
Personal - und Privattrainer,Brandenburg,2.575955575
Personal - und Privattrainer,Bremen,0.1799094865
Personal - und Privattrainer,Hamburg,5.064369789
Personal - und Privattrainer,Hessen,9.713280896
Personal - und Privattrainer,Mecklenburg-Vorpommern,1.154038962
Personal - und Privattrainer,Niedersachsen,7.28144536
Personal - und Privattrainer,Nordrhein-Westfalen,10
Personal - und Privattrainer,Rheinland-Pfalz,3.428632179
Personal - und Privattrainer,Saarland,1.895474947
Personal - und Privattrainer,Sachsen,2.09241003
Personal - und Privattrainer,Sachsen-Anhalt,0.6896763119
Personal - und Privattrainer,Schleswig-Holstein,3.689176563
Personal - und Privattrainer,Thüringen,3.377322589
Solaranlagen installieren oder austauschen,Baden-Württemberg,7.895457977
Solaranlagen installieren oder austauschen,Bayern,10
Solaranlagen installieren oder austauschen,Berlin,4.685367388
Solaranlagen installieren oder austauschen,Brandenburg,4.413085053
Solaranlagen installieren oder austauschen,Bremen,1.743834927
Solaranlagen installieren oder austauschen,Hamburg,5.576119779
Solaranlagen installieren oder austauschen,Hessen,8.77924006
Solaranlagen installieren oder austauschen,Mecklenburg-Vorpommern,1.802315048
Solaranlagen installieren oder austauschen,Niedersachsen,7.394784852
Solaranlagen installieren oder austauschen,Nordrhein-Westfalen,7.660927277
Solaranlagen installieren oder austauschen,Rheinland-Pfalz,7.122565425
Solaranlagen installieren oder austauschen,Saarland,3.04343231
Solaranlagen installieren oder austauschen,Sachsen,4.536568948
Solaranlagen installieren oder austauschen,Sachsen-Anhalt,2.86129844
Solaranlagen installieren oder austauschen,Schleswig-Holstein,5.486914947
Solaranlagen installieren oder austauschen,Thüringen,5.910191243
Tapezieren,Baden-Württemberg,3.929695396
Tapezieren,Bayern,2.788307131
Tapezieren,Berlin,1.593823695
Tapezieren,Brandenburg,1.621953958
Tapezieren,Bremen,1.568093768
Tapezieren,Hamburg,1.592083099
Tapezieren,Hessen,7.019581696
Tapezieren,Mecklenburg-Vorpommern,1.765721505
Tapezieren,Niedersachsen,7.400175463
Tapezieren,Nordrhein-Westfalen,10
Tapezieren,Rheinland-Pfalz,3.7123105
Tapezieren,Saarland,1.886861314
Tapezieren,Sachsen,1.507053622
Tapezieren,Sachsen-Anhalt,1.461622684
Tapezieren,Schleswig-Holstein,3.467995508
Tapezieren,Thüringen,3.131028916
Um- oder Anbau,Baden-Württemberg,8.681355824
Um- oder Anbau,Bayern,9.760530595
Um- oder Anbau,Berlin,4.503372023
Um- oder Anbau,Brandenburg,1.763432289
Um- oder Anbau,Bremen,1.269028411
Um- oder Anbau,Hamburg,3.916329199
Um- oder Anbau,Hessen,8.045661809
Um- oder Anbau,Mecklenburg-Vorpommern,0.2580274864
Um- oder Anbau,Niedersachsen,6.510857434
Um- oder Anbau,Nordrhein-Westfalen,10
Um- oder Anbau,Rheinland-Pfalz,5.751889289
Um- oder Anbau,Saarland,0.5659098881
Um- oder Anbau,Sachsen,3.289348235
Um- oder Anbau,Sachsen-Anhalt,1.964741239
Um- oder Anbau,Schleswig-Holstein,2.481362201
Um- oder Anbau,Thüringen,2.1410191
Umzug,Baden-Württemberg,6.20957859
Umzug,Bayern,5.380056123
Umzug,Berlin,6.944503194
Umzug,Brandenburg,5.445175641
Umzug,Bremen,5.372162848
Umzug,Hamburg,7.133911431
Umzug,Hessen,6.846505151
Umzug,Mecklenburg-Vorpommern,8.14424049
Umzug,Niedersachsen,6.944078172
Umzug,Nordrhein-Westfalen,10
Umzug,Rheinland-Pfalz,6.689894483
Umzug,Saarland,1.30765253
Umzug,Sachsen,7.227082433
Umzug,Sachsen-Anhalt,6.833865792
Umzug,Schleswig-Holstein,6.977169209
Umzug,Thüringen,3.195136933
