ticket_taxonomy_tag_name,ticket_geo_region_name,Year,Month,Distribution_of_tickets,Country_chosen
Diätberater,Baden-Württemberg,2019,0,0.105623472,0
Diätberater,Baden-Württemberg,2019,1,0.093887531,0
Diätberater,Baden-Württemberg,2019,2,0.082151589,0
Diätberater,Baden-Württemberg,2019,3,0.062591687,0
Diätberater,Baden-Württemberg,2019,4,0.071882641,0
Diätberater,Baden-Württemberg,2019,5,0.055158924,0
Diätberater,Baden-Württemberg,2019,6,0.059657702,0
Diätberater,Baden-Württemberg,2019,7,0.072371638,0
Diätberater,Baden-Württemberg,2019,8,0.071198044,0
Diätberater,Baden-Württemberg,2019,9,0.085085575,0
Diätberater,Baden-Württemberg,2019,10,0.094865526,0
Diätberater,Baden-Württemberg,2019,11,0.145525672,0
Diätberater,Baden-Württemberg,2020,0,0.279727606,0
Diätberater,Baden-Württemberg,2020,1,0.293871137,0
Diätberater,Baden-Württemberg,2020,2,0.163436354,0
Diätberater,Baden-Württemberg,2020,3,0.141435306,0
Diätberater,Baden-Württemberg,2020,4,0.121529597,0
Diätberater,Bayern,2019,0,0.097718302,0
Diätberater,Bayern,2019,1,0.102532011,0
Diätberater,Bayern,2019,2,0.111292962,0
Diätberater,Bayern,2019,3,0.041397901,0
Diätberater,Bayern,2019,4,0.054876288,0
Diätberater,Bayern,2019,5,0.065081352,0
Diätberater,Bayern,2019,6,0.082795802,0
Diätberater,Bayern,2019,7,0.069317416,0
Diätberater,Bayern,2019,8,0.065466448,0
Diätberater,Bayern,2019,9,0.077982093,0
Diätberater,Bayern,2019,10,0.108308463,0
Diätberater,Bayern,2019,11,0.123230962,0
Diätberater,Bayern,2020,0,0.302773799,0
Diätberater,Bayern,2020,1,0.326214351,0
Diätberater,Bayern,2020,2,0.167209272,0
Diätberater,Bayern,2020,3,0.107435864,0
Diätberater,Bayern,2020,4,0.096366714,0
Diätberater,Berlin,2019,0,0.112218407,0
Diätberater,Berlin,2019,1,0.080395277,0
Diätberater,Berlin,2019,2,0.086089942,0
Diätberater,Berlin,2019,3,0.082070178,0
Diätberater,Berlin,2019,4,0.0527594,0
Diätberater,Berlin,2019,5,0.056276694,0
Diätberater,Berlin,2019,6,0.051084499,0
Diätberater,Berlin,2019,7,0.075789297,0
Diätberater,Berlin,2019,8,0.081735198,0
Diätberater,Berlin,2019,9,0.074114396,0
Diätberater,Berlin,2019,10,0.105100075,0
Diätberater,Berlin,2019,11,0.142366636,0
Diätberater,Berlin,2020,0,0.251672507,0
Diätberater,Berlin,2020,1,0.281936923,0
Diätberater,Berlin,2020,2,0.198789423,0
Diätberater,Berlin,2020,3,0.133800573,0
Diätberater,Berlin,2020,4,0.133800573,0
Diätberater,Brandenburg,2019,0,0.119506554,0
Diätberater,Brandenburg,2019,1,0.082057495,0
Diätberater,Brandenburg,2019,2,0.05110695,0
Diätberater,Brandenburg,2019,3,0.09141976,0
Diätberater,Brandenburg,2019,4,0.045159158,0
Diätberater,Brandenburg,2019,5,0.065205419,0
Diätberater,Brandenburg,2019,6,0.056724309,0
Diätberater,Brandenburg,2019,7,0.095825531,0
Diätberater,Brandenburg,2019,8,0.119836986,0
Diätberater,Brandenburg,2019,9,0.06113008,0
Diätberater,Brandenburg,2019,10,0.088666153,0
Diätberater,Brandenburg,2019,11,0.123361604,0
Diätberater,Brandenburg,2020,0,0.371428571,0
Diätberater,Brandenburg,2020,1,0.273214286,0
Diätberater,Brandenburg,2020,2,0.1,0
Diätberater,Brandenburg,2020,3,0.155357143,0
Diätberater,Brandenburg,2020,4,0.1,0
Diätberater,Bremen,2019,0,0.100221595,0
Diätberater,Bremen,2019,1,0.106265109,0
Diätberater,Bremen,2019,2,0.070104754,0
Diätberater,Bremen,2019,3,0.100725222,0
Diätberater,Bremen,2019,4,0.050362611,0
Diätberater,Bremen,2019,5,0.07735697,0
Diätberater,Bremen,2019,6,0.048851732,0
