date,band,isPartial
2018-01-07,41,False
2018-01-14,70,False
2018-01-21,81,False
2018-01-28,73,False
2018-02-04,70,False
2018-02-11,83,False
2018-02-18,52,False
2018-02-25,61,False
2018-03-04,55,False
2018-03-11,73,False
2018-03-18,52,False
2018-03-25,58,False
2018-04-01,62,False
2018-04-08,54,False
2018-04-15,62,False
2018-04-22,45,False
2018-04-29,75,False
2018-05-06,71,False
2018-05-13,59,False
2018-05-20,62,False
2018-05-27,82,False
2018-06-03,78,False
2018-06-10,83,False
2018-06-17,77,False
2018-06-24,86,False
2018-07-01,62,False
2018-07-08,71,False
2018-07-15,81,False
2018-07-22,63,False
2018-07-29,66,False
2018-08-05,55,False
2018-08-12,84,False
2018-08-19,78,False
2018-08-26,65,False
2018-09-02,60,False
2018-09-09,66,False
2018-09-16,58,False
2018-09-23,57,False
2018-09-30,67,False
2018-10-07,61,False
2018-10-14,76,False
2018-10-21,76,False
2018-10-28,55,False
2018-11-04,73,False
2018-11-11,72,False
2018-11-18,68,False
2018-11-25,86,False
2018-12-02,83,False
2018-12-09,76,False
2018-12-16,78,False
2018-12-23,77,False
2018-12-30,78,False
2019-01-06,70,False
2019-01-13,82,False
2019-01-20,69,False
2019-01-27,65,False
2019-02-03,58,False
2019-02-10,73,False
2019-02-17,77,False
2019-02-24,58,False
2019-03-03,79,False
2019-03-10,57,False
2019-03-17,76,False
2019-03-24,87,False
2019-03-31,67,False
2019-04-07,69,False
2019-04-14,76,False
2019-04-21,65,False
2019-04-28,78,False
2019-05-05,72,False
2019-05-12,53,False
2019-05-19,59,False
2019-05-26,62,False
2019-06-02,78,False
2019-06-09,89,False
2019-06-16,79,False
2019-06-23,100,False
2019-06-30,89,False
2019-07-07,99,False
2019-07-14,92,False
2019-07-21,92,False
2019-07-28,86,False
2019-08-04,95,False
2019-08-11,86,False
2019-08-18,93,False
2019-08-25,92,False
2019-09-01,76,False
2019-09-08,79,False
2019-09-15,71,False
2019-09-22,73,False
2019-09-29,78,False
2019-10-06,98,False
2019-10-13,87,False
2019-10-20,71,False
2019-10-27,64,False
2019-11-03,63,False
2019-11-10,60,False
2019-11-17,76,False
2019-11-24,77,False
2019-12-01,88,False
2019-12-08,74,False
2019-12-15,79,False
2019-12-22,76,False
2019-12-29,81,False
2020-01-05,66,False
2020-01-12,76,False
2020-01-19,72,False
2020-01-26,67,False
2020-02-02,71,False
2020-02-09,79,False
2020-02-16,63,False
2020-02-23,62,False
2020-03-01,62,False
2020-03-08,53,False
2020-03-15,65,False
2020-03-22,60,False
2020-03-29,70,False
2020-04-05,90,False
2020-04-12,98,False
2020-04-19,78,False
2020-04-26,58,True
