date,Linoleum,isPartial
2018-01-07,100,False
2018-01-14,83,False
2018-01-21,32,False
2018-01-28,56,False
2018-02-04,57,False
2018-02-11,38,False
2018-02-18,58,False
2018-02-25,70,False
2018-03-04,87,False
2018-03-11,62,False
2018-03-18,54,False
2018-03-25,53,False
2018-04-01,27,False
2018-04-08,68,False
2018-04-15,51,False
2018-04-22,75,False
2018-04-29,34,False
2018-05-06,47,False
2018-05-13,73,False
2018-05-20,70,False
2018-05-27,61,False
2018-06-03,41,False
2018-06-10,40,False
2018-06-17,55,False
2018-06-24,44,False
2018-07-01,86,False
2018-07-08,66,False
2018-07-15,32,False
2018-07-22,52,False
2018-07-29,61,False
2018-08-05,81,False
2018-08-12,49,False
2018-08-19,58,False
2018-08-26,74,False
2018-09-02,21,False
2018-09-09,50,False
2018-09-16,54,False
2018-09-23,37,False
2018-09-30,41,False
2018-10-07,61,False
2018-10-14,61,False
2018-10-21,89,False
2018-10-28,61,False
2018-11-04,71,False
2018-11-11,56,False
2018-11-18,54,False
2018-11-25,35,False
2018-12-02,47,False
2018-12-09,39,False
2018-12-16,41,False
2018-12-23,48,False
2018-12-30,64,False
2019-01-06,49,False
2019-01-13,59,False
2019-01-20,70,False
2019-01-27,82,False
2019-02-03,85,False
2019-02-10,50,False
2019-02-17,61,False
2019-02-24,58,False
2019-03-03,70,False
2019-03-10,69,False
2019-03-17,61,False
2019-03-24,76,False
2019-03-31,41,False
2019-04-07,31,False
2019-04-14,43,False
2019-04-21,54,False
2019-04-28,66,False
2019-05-05,64,False
2019-05-12,65,False
2019-05-19,53,False
2019-05-26,56,False
2019-06-02,31,False
2019-06-09,33,False
2019-06-16,65,False
2019-06-23,52,False
2019-06-30,65,False
2019-07-07,67,False
2019-07-14,78,False
2019-07-21,40,False
2019-07-28,28,False
2019-08-04,50,False
2019-08-11,54,False
2019-08-18,59,False
2019-08-25,66,False
2019-09-01,31,False
2019-09-08,58,False
2019-09-15,51,False
2019-09-22,71,False
2019-09-29,68,False
2019-10-06,56,False
2019-10-13,100,False
2019-10-20,59,False
2019-10-27,59,False
2019-11-03,57,False
2019-11-10,36,False
2019-11-17,62,False
2019-11-24,68,False
2019-12-01,67,False
2019-12-08,55,False
2019-12-15,57,False
2019-12-22,82,False
2019-12-29,44,False
2020-01-05,70,False
2020-01-12,72,False
2020-01-19,77,False
2020-01-26,73,False
2020-02-02,58,False
2020-02-09,43,False
2020-02-16,57,False
2020-02-23,59,False
2020-03-01,44,False
2020-03-08,48,False
2020-03-15,56,False
2020-03-22,31,False
2020-03-29,50,False
2020-04-05,48,False
2020-04-12,86,False
2020-04-19,61,False
2020-04-26,79,False
2020-05-03,74,False
2020-05-10,83,False
