,geoName,construction de piscine
3,Brittany,31.578947368421055
5,Centre-Val de Loire,61.184210526315795
7,Corsica,0.0
15,Pays de la Loire,43.42105263157895
18,Provence-Alpes-Côte d'Azur,96.71052631578948
21,Île-de-France,33.55263157894737
22,Grand-est,58.55263157894738
23,Hauts-de-france,25.657894736842106
24,Normandie,0.0
25,Bourgogne-Franche-Comté,0.0
26,Nouvelle-Aquitaine,100.0
27,Occitanie,76.97368421052632
28,Auvergne-Rhône-Alpes,47.36842105263158
