,geoName,piscine semi enterrée en bois
3,Brittany,0.0
5,Centre-Val de Loire,44.0251572327044
7,Corsica,0.0
15,Pays de la Loire,41.509433962264154
18,Provence-Alpes-Côte d'Azur,36.477987421383645
21,Île-de-France,8.80503144654088
22,Grand-est,24.31865828092243
23,Hauts-de-france,22.641509433962266
24,Normandie,0.0
25,Bourgogne-Franche-Comté,100.0
26,Nouvelle-Aquitaine,44.863731656184484
27,Occitanie,53.459119496855344
28,Auvergne-Rhône-Alpes,15.09433962264151
