date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,26,26,26,26,27,False
2018-01-14,0,52,0,26,0,False
2018-01-21,0,0,0,0,26,False
2018-01-28,0,26,26,35,0,False
2018-02-04,26,26,0,0,27,False
2018-02-11,0,27,0,0,0,False
2018-02-18,0,27,28,0,0,False
2018-02-25,26,0,26,26,0,False
2018-03-04,26,53,0,0,0,False
2018-03-11,0,0,27,27,0,False
2018-03-18,27,0,0,0,27,False
2018-03-25,26,26,27,0,0,False
2018-04-01,0,28,0,28,28,False
2018-04-08,0,27,27,27,0,False
2018-04-15,0,0,29,0,59,False
2018-04-22,26,0,0,0,26,False
2018-04-29,0,25,25,0,0,False
2018-05-06,26,0,0,26,26,False
2018-05-13,53,0,0,0,0,False
2018-05-20,0,0,27,0,94,False
2018-05-27,0,0,0,26,52,False
2018-06-03,0,0,0,26,26,False
2018-06-10,25,0,25,0,0,False
2018-06-17,26,0,27,0,44,False
2018-06-24,26,0,0,26,87,False
2018-07-01,38,0,25,25,63,False
2018-07-08,51,26,26,26,25,False
2018-07-15,25,0,0,26,60,False
2018-07-22,51,0,0,0,51,False
2018-07-29,67,25,25,25,100,False
2018-08-05,24,0,24,24,60,False
2018-08-12,25,49,0,25,25,False
2018-08-19,25,0,25,38,25,False
2018-08-26,0,25,26,0,0,False
2018-09-02,0,0,0,0,26,False
2018-09-09,0,26,26,0,26,False
2018-09-16,0,0,26,0,39,False
2018-09-23,27,26,26,27,27,False
2018-09-30,0,0,0,0,0,False
2018-10-07,0,0,56,28,0,False
2018-10-14,0,27,0,27,0,False
2018-10-21,55,0,28,0,0,False
2018-10-28,0,26,0,27,0,False
2018-11-04,51,0,0,26,0,False
2018-11-11,26,0,27,26,26,False
2018-11-18,26,0,26,0,0,False
2018-11-25,26,26,0,26,0,False
2018-12-02,0,0,0,0,26,False
2018-12-09,27,26,27,0,27,False
2018-12-16,0,0,27,0,0,False
2018-12-23,0,0,0,31,30,False
2018-12-30,28,0,28,43,0,False
2019-01-06,27,26,27,26,52,False
2019-01-13,0,26,39,0,0,False
2019-01-20,0,0,0,25,25,False
2019-01-27,25,25,25,0,0,False
2019-02-03,26,0,0,26,0,False
2019-02-10,28,0,28,28,28,False
2019-02-17,0,28,0,57,28,False
2019-02-24,0,0,0,29,0,False
2019-03-03,0,26,81,27,27,False
2019-03-10,0,27,79,26,0,False
2019-03-17,27,54,0,27,27,False
2019-03-24,0,0,35,26,0,False
2019-03-31,23,47,0,35,46,False
2019-04-07,0,23,0,23,0,False
2019-04-14,0,24,0,0,47,False
2019-04-21,23,0,0,46,23,False
2019-04-28,22,0,22,22,45,False
2019-05-05,44,0,0,0,33,False
2019-05-12,45,0,0,22,45,False
2019-05-19,0,22,22,22,44,False
2019-05-26,22,0,22,23,30,False
2019-06-02,20,20,20,0,61,False
2019-06-09,21,0,21,0,32,False
2019-06-16,44,0,22,22,37,False
2019-06-23,58,22,22,0,66,False
2019-06-30,42,21,21,0,77,False
2019-07-07,21,20,21,42,69,False
2019-07-14,42,0,0,0,31,False
2019-07-21,66,0,0,0,37,False
2019-07-28,0,0,23,23,23,False
2019-08-04,22,22,0,0,22,False
2019-08-11,0,21,0,21,32,False
2019-08-18,22,22,0,0,0,False
2019-08-25,22,0,22,44,43,False
2019-09-01,22,21,0,21,43,False
2019-09-08,42,0,21,21,0,False
2019-09-15,0,20,20,20,20,False
2019-09-22,20,20,30,20,20,False
2019-09-29,20,0,20,40,40,False
2019-10-06,0,0,0,21,0,False
2019-10-13,21,21,29,0,22,False
2019-10-20,0,22,0,0,22,False
2019-10-27,21,0,21,21,0,False
2019-11-03,20,0,0,20,20,False
2019-11-10,0,20,21,0,0,False
2019-11-17,0,21,33,0,0,False
2019-11-24,21,0,21,21,0,False
2019-12-01,21,0,0,21,0,False
2019-12-08,21,0,21,21,0,False
2019-12-15,21,21,0,21,21,False
2019-12-22,0,23,23,0,0,False
2019-12-29,22,22,22,22,0,False
2020-01-05,0,0,20,20,20,False
2020-01-12,0,0,20,19,0,False
2020-01-19,20,0,20,20,20,False
2020-01-26,20,20,0,20,40,False
2020-02-02,20,0,0,20,21,False
2020-02-09,20,0,20,40,20,False
2020-02-16,51,0,20,20,20,False
2020-02-23,20,0,40,20,20,False
2020-03-01,20,19,59,20,19,False
2020-03-08,0,0,20,19,19,False
2020-03-15,0,18,0,37,0,False
2020-03-22,0,0,18,18,18,False
2020-03-29,18,0,18,18,18,False
2020-04-05,0,18,18,18,26,False
2020-04-12,18,18,18,18,36,False
2020-04-19,26,0,0,18,18,False
2020-04-26,17,17,17,17,34,False
2020-05-03,29,0,0,17,76,False
2020-05-10,36,0,36,35,24,False
2020-05-17,38,0,19,19,45,False
2020-05-24,56,0,19,19,94,False
2020-05-31,59,17,0,18,88,False
2020-06-07,36,18,0,18,45,False
2020-06-14,42,42,43,0,0,True
