date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,15,0,15,0,0,False
2018-01-14,15,0,0,0,0,False
2018-01-21,0,0,0,0,15,False
2018-01-28,15,0,15,0,15,False
2018-02-04,0,0,15,15,0,False
2018-02-11,15,0,0,15,0,False
2018-02-18,0,0,0,0,15,False
2018-02-25,37,0,0,15,15,False
2018-03-04,0,0,0,0,0,False
2018-03-11,15,15,15,15,15,False
2018-03-18,46,31,0,0,15,False
2018-03-25,16,0,15,16,0,False
2018-04-01,31,31,15,15,15,False
2018-04-08,0,0,0,0,15,False
2018-04-15,24,0,0,0,16,False
2018-04-22,32,0,16,0,0,False
2018-04-29,0,0,0,0,23,False
2018-05-06,0,0,30,0,75,False
2018-05-13,0,0,0,0,22,False
2018-05-20,31,0,15,0,31,False
2018-05-27,0,15,15,30,15,False
2018-06-03,30,15,0,15,15,False
2018-06-10,15,15,0,0,29,False
2018-06-17,15,0,31,15,85,False
2018-06-24,15,0,15,0,45,False
2018-07-01,45,0,15,15,37,False
2018-07-08,15,0,0,0,15,False
2018-07-15,0,15,0,15,23,False
2018-07-22,15,0,0,15,30,False
2018-07-29,52,15,0,15,30,False
2018-08-05,43,22,14,0,29,False
2018-08-12,29,15,0,0,0,False
2018-08-19,30,15,15,0,23,False
2018-08-26,0,15,0,15,15,False
2018-09-02,31,0,0,31,0,False
2018-09-09,16,0,15,15,31,False
2018-09-16,0,0,0,15,0,False
2018-09-23,16,16,16,16,47,False
2018-09-30,0,16,0,0,0,False
2018-10-07,0,16,15,15,0,False
2018-10-14,16,16,16,16,0,False
2018-10-21,17,0,17,33,17,False
2018-10-28,30,0,0,0,0,False
2018-11-04,30,15,0,15,15,False
2018-11-11,0,0,16,16,0,False
2018-11-18,15,15,15,0,15,False
2018-11-25,16,0,79,0,0,False
2018-12-02,0,16,32,0,16,False
2018-12-09,0,16,0,0,16,False
2018-12-16,33,0,16,0,0,False
2018-12-23,0,0,0,0,0,False
2018-12-30,17,17,17,0,17,False
2019-01-06,16,0,16,16,0,False
2019-01-13,16,0,16,0,0,False
2019-01-20,15,15,15,15,0,False
2019-01-27,30,15,0,0,0,False
2019-02-03,16,31,16,16,0,False
2019-02-10,16,16,16,16,0,False
2019-02-17,16,0,0,0,0,False
2019-02-24,0,0,0,0,15,False
2019-03-03,15,0,0,15,0,False
2019-03-10,16,0,16,0,0,False
2019-03-17,32,0,16,0,48,False
2019-03-24,0,16,16,16,0,False
2019-03-31,0,0,16,0,15,False
2019-04-07,16,0,32,16,16,False
2019-04-14,0,0,32,16,0,False
2019-04-21,0,0,15,0,15,False
2019-04-28,23,15,15,0,23,False
2019-05-05,15,0,15,0,15,False
2019-05-12,15,0,0,0,30,False
2019-05-19,0,15,0,15,29,False
2019-05-26,0,0,0,0,15,False
2019-06-02,42,14,14,0,35,False
2019-06-09,28,0,14,0,28,False
2019-06-16,14,14,0,14,36,False
2019-06-23,64,14,0,0,36,False
2019-06-30,100,0,14,14,21,False
2019-07-07,43,14,0,0,14,False
2019-07-14,36,14,0,0,29,False
2019-07-21,59,15,0,15,0,False
2019-07-28,15,15,15,0,15,False
2019-08-04,0,0,0,0,37,False
2019-08-11,26,13,13,0,40,False
2019-08-18,12,0,12,12,12,False
2019-08-25,26,13,0,0,13,False
2019-09-01,14,0,0,14,0,False
2019-09-08,14,0,14,28,28,False
2019-09-15,28,28,14,0,14,False
2019-09-22,21,0,14,0,0,False
2019-09-29,14,14,14,14,0,False
2019-10-06,14,14,0,0,0,False
2019-10-13,0,0,14,14,0,False
2019-10-20,14,0,14,14,0,False
2019-10-27,28,43,0,14,0,False
2019-11-03,0,14,0,28,0,False
2019-11-10,27,27,14,27,0,False
2019-11-17,27,13,14,13,0,False
2019-11-24,13,13,13,0,0,False
2019-12-01,13,13,13,0,0,False
2019-12-08,14,0,14,0,0,False
2019-12-15,20,27,13,20,0,False
2019-12-22,0,0,0,15,0,False
2019-12-29,0,0,14,0,14,False
2020-01-05,0,13,13,0,13,False
2020-01-12,13,0,13,0,13,False
2020-01-19,26,0,0,13,0,False
2020-01-26,20,13,0,13,0,False
2020-02-02,20,0,0,13,13,False
2020-02-09,0,13,13,0,39,False
2020-02-16,26,13,13,0,13,False
2020-02-23,13,12,13,13,0,False
2020-03-01,0,25,12,12,36,False
2020-03-08,25,12,0,19,19,False
2020-03-15,11,0,0,0,0,False
2020-03-22,0,0,11,0,11,False
2020-03-29,11,0,0,0,11,False
2020-04-05,33,0,11,0,11,False
2020-04-12,28,0,23,0,11,False
2020-04-19,27,0,0,0,27,False
2020-04-26,21,0,31,10,36,False
2020-05-03,0,0,0,0,42,False
2020-05-10,21,0,0,11,22,False
2020-05-17,12,0,0,12,35,False
2020-05-24,23,11,0,0,63,False
2020-05-31,17,0,17,0,39,False
2020-06-07,22,22,0,11,22,False
2020-06-14,27,0,0,0,27,True
