date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,5,8,9,7,6,False
2018-01-14,2,4,9,9,9,False
2018-01-21,6,2,11,9,9,False
2018-01-28,6,4,14,16,7,False
2018-02-04,4,9,9,6,5,False
2018-02-11,6,6,14,6,5,False
2018-02-18,7,6,10,8,6,False
2018-02-25,5,8,13,8,6,False
2018-03-04,8,6,9,11,3,False
2018-03-11,6,7,14,8,9,False
2018-03-18,8,6,8,8,6,False
2018-03-25,8,4,10,6,11,False
2018-04-01,6,5,13,13,6,False
2018-04-08,6,4,11,8,11,False
2018-04-15,14,9,10,10,20,False
2018-04-22,10,7,7,9,18,False
2018-04-29,3,10,14,8,24,False
2018-05-06,6,5,10,6,15,False
2018-05-13,7,6,11,3,16,False
2018-05-20,10,7,10,10,24,False
2018-05-27,9,9,9,6,26,False
2018-06-03,8,6,13,8,21,False
2018-06-10,5,5,10,5,22,False
2018-06-17,11,5,11,9,31,False
2018-06-24,14,10,8,8,35,False
2018-07-01,21,7,4,9,55,False
2018-07-08,11,12,6,10,38,False
2018-07-15,16,6,10,9,36,False
2018-07-22,30,6,10,14,51,False
2018-07-29,49,13,8,8,53,False
2018-08-05,45,6,10,9,36,False
2018-08-12,12,12,8,7,13,False
2018-08-19,17,10,9,3,14,False
2018-08-26,10,7,10,9,10,False
2018-09-02,9,9,11,7,9,False
2018-09-09,8,5,11,10,11,False
2018-09-16,8,5,8,8,8,False
2018-09-23,8,8,16,13,5,False
2018-09-30,9,7,10,8,6,False
2018-10-07,6,8,12,10,6,False
2018-10-14,7,5,9,10,6,False
2018-10-21,7,6,16,7,5,False
2018-10-28,8,7,14,7,4,False
2018-11-04,9,10,7,9,7,False
2018-11-11,4,4,10,8,3,False
2018-11-18,4,8,11,3,3,False
2018-11-25,7,8,8,8,2,False
2018-12-02,3,6,11,8,5,False
2018-12-09,8,6,11,6,6,False
2018-12-16,5,3,4,5,7,False
2018-12-23,2,4,12,5,5,False
2018-12-30,10,8,7,6,4,False
2019-01-06,10,7,9,7,7,False
2019-01-13,4,4,11,6,5,False
2019-01-20,7,10,13,9,9,False
2019-01-27,11,6,11,7,7,False
2019-02-03,7,9,15,10,6,False
2019-02-10,7,6,17,13,4,False
2019-02-17,10,3,10,10,8,False
2019-02-24,6,6,13,12,7,False
2019-03-03,5,7,12,10,9,False
2019-03-10,7,6,14,7,7,False
2019-03-17,10,8,14,14,15,False
2019-03-24,10,5,15,12,9,False
2019-03-31,7,9,14,13,6,False
2019-04-07,4,7,15,11,8,False
2019-04-14,9,6,19,11,12,False
2019-04-21,12,8,14,12,14,False
2019-04-28,12,3,12,9,19,False
2019-05-05,7,4,8,10,15,False
2019-05-12,10,7,12,9,12,False
2019-05-19,9,5,9,9,14,False
2019-05-26,14,3,12,8,14,False
2019-06-02,26,8,10,6,36,False
2019-06-09,14,5,8,7,20,False
2019-06-16,22,5,13,8,32,False
2019-06-23,100,11,13,8,55,False
2019-06-30,56,10,11,9,41,False
2019-07-07,17,9,13,7,43,False
2019-07-14,14,6,8,7,34,False
2019-07-21,62,10,7,8,37,False
2019-07-28,8,7,9,7,22,False
2019-08-04,7,8,11,5,21,False
2019-08-11,13,9,9,6,16,False
2019-08-18,11,14,9,4,17,False
2019-08-25,21,9,12,7,13,False
2019-09-01,7,6,14,13,5,False
2019-09-08,2,5,11,7,8,False
2019-09-15,8,8,10,9,8,False
2019-09-22,9,6,14,10,8,False
2019-09-29,10,11,9,10,7,False
2019-10-06,5,7,10,12,6,False
2019-10-13,9,8,16,10,5,False
2019-10-20,8,5,15,13,8,False
2019-10-27,6,7,11,7,6,False
2019-11-03,8,4,12,11,4,False
2019-11-10,7,9,14,10,3,False
2019-11-17,7,5,17,5,5,False
2019-11-24,8,7,11,6,6,False
2019-12-01,10,3,10,6,6,False
2019-12-08,11,5,10,9,6,False
2019-12-15,9,5,7,8,4,False
2019-12-22,4,5,8,8,5,False
2019-12-29,5,4,13,8,7,False
2020-01-05,9,4,12,13,4,False
2020-01-12,8,5,14,10,5,False
2020-01-19,11,7,7,12,6,False
2020-01-26,7,10,14,8,8,False
2020-02-02,14,8,13,13,7,False
2020-02-09,11,4,16,11,8,False
2020-02-16,10,7,14,13,8,False
2020-02-23,10,6,11,14,10,False
2020-03-01,13,10,10,10,9,False
2020-03-08,10,4,11,8,10,False
2020-03-15,3,3,8,10,3,False
2020-03-22,4,4,8,3,4,False
2020-03-29,5,4,3,4,6,False
2020-04-05,11,3,9,6,18,False
2020-04-12,8,4,8,5,16,False
2020-04-19,16,5,8,9,15,False
2020-04-26,13,4,6,5,15,False
2020-05-03,20,5,13,10,41,False
2020-05-10,14,6,14,14,23,False
2020-05-17,48,8,15,10,38,False
2020-05-24,45,7,16,13,42,False
2020-05-31,35,5,19,11,36,False
2020-06-07,21,8,22,11,22,False
2020-06-14,14,6,16,15,41,True
