date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit
2018-01-07,0.0,0.0,0.0,0.0,0.0
2018-01-14,0.0,0.0,0.0,0.3051948051948052,0.0
2018-01-21,0.0,0.0,0.0,0.0,0.0
2018-01-28,0.0,0.0,0.6038961038961039,0.0,0.2987012987012987
2018-02-04,0.0,0.0,0.0,0.0,0.0
2018-02-11,0.0,0.0,0.0,0.0,0.0
2018-02-18,0.0,0.0,0.0,0.3116883116883117,0.0
2018-02-25,0.0,0.0,0.6233766233766234,0.0,0.0
2018-03-04,0.0,0.0,0.0,0.3246753246753247,0.0
2018-03-11,0.0,0.0,0.0,0.0,0.6298701298701299
2018-03-18,0.0,0.0,0.0,0.3116883116883117,0.0
2018-03-25,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0
2018-04-08,0.0,0.0,0.0,0.0,0.0
2018-04-15,0.0,0.0,0.0,0.0,0.0
2018-04-22,0.0,0.0,0.3116883116883117,0.0,0.0
2018-04-29,0.0,0.0,0.0,0.0,0.0
2018-05-06,0.35064935064935066,0.0,0.0,0.0,0.0
2018-05-13,0.0,0.0,0.6168831168831169,0.3116883116883117,0.0
2018-05-20,0.0,0.0,0.3181818181818182,0.0,0.0
2018-05-27,0.0,0.0,0.0,0.0,0.0
2018-06-03,0.0,0.0,0.0,0.0,0.0
2018-06-10,0.0,0.0,0.0,0.0,0.0
2018-06-17,0.0,0.0,0.0,0.0,0.0
2018-06-24,0.3181818181818182,0.0,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0,0.0,0.3116883116883117
2018-07-08,0.0,0.0,0.0,0.0,0.0
2018-07-15,0.0,0.0,0.0,0.0,0.0
2018-07-22,0.0,0.0,0.0,0.0,0.35714285714285715
2018-07-29,0.35064935064935066,0.0,0.0,0.34415584415584416,0.34415584415584416
2018-08-05,0.0,0.0,0.0,0.0,0.35714285714285715
2018-08-12,0.0,0.0,0.0,0.0,0.0
2018-08-19,0.0,0.0,0.0,0.0,0.35714285714285715
2018-08-26,0.0,0.0,0.0,0.0,0.0
2018-09-02,0.0,0.0,0.0,0.0,0.0
2018-09-09,0.0,0.0,0.0,0.33116883116883117,0.0
2018-09-16,0.0,0.0,0.0,0.0,0.0
2018-09-23,0.0,0.0,0.6493506493506493,0.0,0.0
2018-09-30,0.0,0.0,0.0,0.0,0.0
2018-10-07,0.0,0.0,0.0,0.0,0.0
2018-10-14,0.0,0.0,0.0,0.0,0.0
2018-10-21,0.0,0.0,0.0,0.0,0.0
2018-10-28,0.0,0.0,0.0,0.0,0.0
2018-11-04,0.0,0.0,0.0,0.0,0.0
2018-11-11,0.0,0.0,0.0,0.0,0.0
2018-11-18,0.0,0.0,0.0,0.0,0.0
2018-11-25,0.3051948051948052,0.0,0.0,0.0,0.0
