date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit
2018-12-02,0.0,0.0,0.9155844155844156,0.3116883116883117,0.0
2018-12-09,0.0,0.0,0.0,0.0,0.0
2018-12-16,0.0,0.0,0.0,0.0,0.0
2018-12-23,0.0,0.0,1.0,0.0,0.0
2018-12-30,0.0,0.0,0.0,0.0,0.0
2019-01-06,0.0,0.0,0.0,0.0,0.0
2019-01-13,0.0,0.0,0.0,0.0,0.0
2019-01-20,0.0,0.0,0.0,0.0,0.0
2019-01-27,0.0,0.0,0.0,0.0,0.0
2019-02-03,0.0,0.0,0.0,0.0,0.0
2019-02-10,0.3246753246753247,0.0,0.0,0.0,0.0
2019-02-17,0.0,0.0,0.0,0.0,0.0
2019-02-24,0.0,0.0,0.0,0.0,0.3116883116883117
2019-03-03,0.0,0.0,0.0,0.0,0.0
2019-03-10,0.0,0.0,0.0,0.0,0.0
2019-03-17,0.0,0.0,0.0,0.0,0.0
2019-03-24,0.0,0.0,0.0,0.0,0.0
2019-03-31,0.0,0.0,0.0,0.0,0.0
2019-04-07,0.0,0.0,0.6363636363636364,0.0,0.0
2019-04-14,0.0,0.0,0.0,0.0,0.33766233766233766
2019-04-21,0.0,0.0,0.0,0.0,0.0
2019-04-28,0.0,0.0,0.0,0.0,0.2987012987012987
2019-05-05,0.0,0.0,0.0,0.2987012987012987,0.0
2019-05-12,0.0,0.0,0.0,0.3116883116883117,0.0
2019-05-19,0.0,0.0,0.0,0.0,0.0
2019-05-26,0.0,0.0,0.577922077922078,0.0,0.3051948051948052
2019-06-02,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857
2019-06-09,0.0,0.0,0.0,0.0,0.0
2019-06-16,0.3051948051948052,0.0,0.0,0.0,0.0
2019-06-23,0.0,0.0,0.0,0.0,0.3116883116883117
2019-06-30,0.0,0.0,0.0,0.3116883116883117,0.0
2019-07-07,0.3181818181818182,0.0,0.0,0.0,0.3246753246753247
2019-07-14,0.0,0.0,0.577922077922078,0.0,0.0
2019-07-21,0.34415584415584416,0.0,0.0,0.0,0.0
2019-07-28,0.0,0.0,0.0,0.0,0.0
2019-08-04,0.0,0.0,0.0,0.0,0.34415584415584416
2019-08-11,0.0,0.0,0.0,0.33766233766233766,0.33766233766233766
2019-08-18,0.0,0.0,0.0,0.0,0.0
2019-08-25,0.3116883116883117,0.0,0.3116883116883117,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.2922077922077922,0.0
2019-09-08,0.0,0.0,0.2987012987012987,0.0,0.0
2019-09-15,0.0,0.0,0.564935064935065,0.0,0.0
2019-09-22,0.2727272727272727,0.0,0.5454545454545454,0.2792207792207792,0.0
2019-09-29,0.0,0.0,0.5454545454545454,0.0,0.0
2019-10-06,0.0,0.0,0.0,0.0,0.0
2019-10-13,0.0,0.0,0.0,0.0,0.0
2019-10-20,0.0,0.0,0.538961038961039,0.0,0.0
2019-10-27,0.0,0.0,0.0,0.0,0.0
2019-11-03,0.0,0.0,0.0,0.0,0.0
2019-11-10,0.0,0.0,0.2727272727272727,0.0,0.0
2019-11-17,0.0,0.0,0.538961038961039,0.0,0.0
2019-11-24,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.538961038961039,0.5454545454545454,0.0
2019-12-08,0.0,0.0,0.5324675324675324,0.0,0.0
2019-12-15,0.0,0.0,0.2792207792207792,0.0,0.0
2019-12-22,0.0,0.0,0.0,0.0,0.0
2019-12-29,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.2662337662337662,0.0
2020-01-12,0.0,0.0,0.0,0.2597402597402597,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.2727272727272727
2020-01-26,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.2597402597402597,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.2727272727272727
2020-02-23,0.0,0.0,0.5064935064935064,0.0,0.2662337662337662
2020-03-01,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.2532467532467532,0.0
2020-03-15,0.0,0.0,0.0,0.22727272727272727,0.0
2020-03-22,0.0,0.0,0.0,0.0,0.0
2020-03-29,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,0.0,0.22077922077922077,0.0
2020-04-12,0.0,0.0,0.0,0.0,0.0
2020-04-19,0.0,0.0,0.0,0.0,0.22727272727272727
2020-04-26,0.0,0.0,0.2077922077922078,0.0,0.0
2020-05-03,0.0,0.0,0.0,0.0,0.0
2020-05-10,0.0,0.0,0.22727272727272727,0.22727272727272727,0.22727272727272727
2020-05-17,0.0,0.0,0.474025974025974,0.0,0.0
2020-05-24,0.0,0.0,0.0,0.0,0.23376623376623376
2020-05-31,0.0,0.0,0.22727272727272727,0.0,0.22727272727272727
2020-06-07,0.0,0.0,0.0,0.0,0.23376623376623376
2020-06-14,0.0,0.0,0.0,0.0,0.0
