date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,0,12,12,19,0,False
2018-01-14,0,0,12,12,0,False
2018-01-21,0,0,18,12,0,False
2018-01-28,13,0,12,12,0,False
2018-02-04,12,0,12,0,12,False
2018-02-11,12,0,18,12,12,False
2018-02-18,12,12,12,0,12,False
2018-02-25,0,12,0,0,0,False
2018-03-04,0,0,24,18,0,False
2018-03-11,12,12,12,0,0,False
2018-03-18,12,0,19,12,12,False
2018-03-25,13,0,12,13,12,False
2018-04-01,32,13,13,13,13,False
2018-04-08,0,0,13,0,13,False
2018-04-15,14,14,0,28,14,False
2018-04-22,13,0,13,0,13,False
2018-04-29,26,13,26,25,26,False
2018-05-06,13,13,13,0,31,False
2018-05-13,13,13,19,25,17,False
2018-05-20,20,0,0,13,22,False
2018-05-27,13,0,13,13,13,False
2018-06-03,13,13,26,0,38,False
2018-06-10,25,25,0,13,19,False
2018-06-17,20,0,13,13,22,False
2018-06-24,13,13,0,13,31,False
2018-07-01,38,13,13,26,51,False
2018-07-08,0,13,26,39,52,False
2018-07-15,20,0,27,14,36,False
2018-07-22,37,14,14,18,41,False
2018-07-29,47,0,0,0,51,False
2018-08-05,28,14,14,0,28,False
2018-08-12,19,0,14,14,0,False
2018-08-19,14,14,14,0,14,False
2018-08-26,13,0,0,0,13,False
2018-09-02,0,13,0,20,13,False
2018-09-09,26,0,0,26,18,False
2018-09-16,13,13,20,13,0,False
2018-09-23,26,13,26,13,20,False
2018-09-30,13,13,19,13,0,False
2018-10-07,13,13,39,0,13,False
2018-10-14,27,0,13,13,0,False
2018-10-21,0,20,13,0,0,False
2018-10-28,13,13,39,13,0,False
2018-11-04,25,13,13,25,0,False
2018-11-11,26,13,13,13,0,False
2018-11-18,13,12,19,13,25,False
2018-11-25,13,13,21,0,13,False
2018-12-02,13,0,25,13,0,False
2018-12-09,26,0,13,0,0,False
2018-12-16,0,13,0,13,0,False
2018-12-23,14,0,14,0,0,False
2018-12-30,13,13,13,0,13,False
2019-01-06,12,0,12,13,12,False
2019-01-13,12,21,0,12,0,False
2019-01-20,0,12,12,12,12,False
2019-01-27,12,0,12,12,12,False
2019-02-03,12,37,0,12,0,False
2019-02-10,25,0,25,12,0,False
2019-02-17,13,0,19,17,17,False
2019-02-24,19,0,25,25,12,False
2019-03-03,12,12,35,12,0,False
2019-03-10,18,12,24,12,0,False
2019-03-17,13,0,25,0,13,False
2019-03-24,18,12,12,18,12,False
2019-03-31,23,12,16,12,18,False
2019-04-07,17,0,12,18,12,False
2019-04-14,12,0,12,25,12,False
2019-04-21,24,24,12,12,12,False
2019-04-28,12,0,12,0,18,False
2019-05-05,11,0,23,12,12,False
2019-05-12,23,12,12,17,12,False
2019-05-19,18,12,23,12,12,False
2019-05-26,12,25,17,0,17,False
2019-06-02,18,0,12,18,24,False
2019-06-09,28,0,11,0,23,False
2019-06-16,28,0,12,24,12,False
2019-06-23,100,12,12,12,36,False
2019-06-30,60,12,24,0,60,False
2019-07-07,18,24,12,23,27,False
2019-07-14,12,12,12,12,30,False
2019-07-21,69,12,12,0,28,False
2019-07-28,12,13,12,12,17,False
2019-08-04,13,13,13,13,42,False
2019-08-11,22,13,0,13,35,False
2019-08-18,27,27,14,0,27,False
2019-08-25,0,25,13,13,13,False
2019-09-01,0,0,11,11,11,False
2019-09-08,11,23,23,0,11,False
2019-09-15,15,0,17,11,11,False
2019-09-22,22,11,15,11,11,False
2019-09-29,35,24,12,12,17,False
2019-10-06,12,0,12,17,12,False
2019-10-13,12,11,11,12,11,False
2019-10-20,17,0,11,11,11,False
2019-10-27,11,22,22,11,11,False
2019-11-03,11,22,11,11,11,False
2019-11-10,22,11,11,16,0,False
2019-11-17,11,0,16,11,11,False
2019-11-24,11,0,10,10,11,False
2019-12-01,21,0,21,14,11,False
2019-12-08,0,21,21,10,0,False
2019-12-15,32,0,21,11,0,False
2019-12-22,12,12,12,12,12,False
2019-12-29,11,0,0,17,0,False
2020-01-05,11,22,11,0,0,False
2020-01-12,17,14,16,10,16,False
2020-01-19,11,10,16,10,11,False
2020-01-26,10,10,14,10,20,False
2020-02-02,10,0,10,15,10,False
2020-02-09,15,10,17,10,10,False
2020-02-16,20,10,0,13,0,False
2020-02-23,20,10,0,10,15,False
2020-03-01,10,10,20,0,10,False
2020-03-08,15,10,10,10,13,False
2020-03-15,9,10,0,10,10,False
2020-03-22,9,0,18,0,0,False
2020-03-29,9,9,9,9,0,False
2020-04-05,9,9,9,9,14,False
2020-04-12,19,0,9,9,28,False
2020-04-19,19,0,14,9,35,False
2020-04-26,24,9,13,9,22,False
2020-05-03,30,18,13,0,45,False
2020-05-10,37,19,19,23,16,False
2020-05-17,47,10,10,10,35,False
2020-05-24,36,10,10,10,43,False
2020-05-31,35,9,19,9,44,False
2020-06-07,24,13,31,14,42,False
2020-06-14,46,46,34,23,23,True
