date,pintar habitacion,instalar aire acondicionado,decorador,arreglar muebles,empresa de reformas,isPartial
2018-01-07,36,0,64,0,24,False
2018-01-14,37,25,25,25,25,False
2018-01-21,25,50,25,0,25,False
2018-01-28,24,24,48,0,0,False
2018-02-04,49,24,25,24,0,False
2018-02-11,25,75,76,0,38,False
2018-02-18,50,0,25,25,0,False
2018-02-25,23,23,46,0,23,False
2018-03-04,68,0,23,0,23,False
2018-03-11,34,0,34,0,23,False
2018-03-18,24,0,49,24,36,False
2018-03-25,54,27,45,0,27,False
2018-04-01,24,0,24,0,0,False
2018-04-08,23,23,23,0,23,False
2018-04-15,25,0,59,0,25,False
2018-04-22,40,24,24,0,24,False
2018-04-29,86,33,41,0,0,False
2018-05-06,36,24,48,0,24,False
2018-05-13,50,37,0,0,38,False
2018-05-20,49,24,0,0,0,False
2018-05-27,42,38,25,0,25,False
2018-06-03,72,48,24,24,24,False
2018-06-10,23,47,59,23,23,False
2018-06-17,38,51,34,0,25,False
2018-06-24,38,63,75,25,0,False
2018-07-01,50,50,0,0,25,False
2018-07-08,37,41,24,0,24,False
2018-07-15,38,38,34,25,50,False
2018-07-22,59,25,50,25,0,False
2018-07-29,25,57,25,0,49,False
2018-08-05,24,56,48,0,24,False
2018-08-12,32,0,24,24,24,False
2018-08-19,49,24,49,0,0,False
2018-08-26,36,36,24,0,24,False
2018-09-02,48,32,32,24,24,False
2018-09-09,23,23,39,23,0,False
2018-09-16,24,24,49,0,24,False
2018-09-23,36,24,48,0,0,False
2018-09-30,48,0,36,0,24,False
2018-10-07,24,24,73,0,24,False
2018-10-14,23,23,23,23,46,False
2018-10-21,24,24,24,0,24,False
2018-10-28,0,0,25,0,24,False
2018-11-04,93,0,35,0,23,False
2018-11-11,24,24,24,0,24,False
2018-11-18,44,0,22,22,30,False
2018-11-25,48,24,24,0,0,False
2018-12-02,39,26,26,0,52,False
2018-12-09,63,50,25,0,50,False
2018-12-16,0,26,76,25,26,False
2018-12-23,56,0,28,0,28,False
2018-12-30,41,0,28,28,0,False
2019-01-06,37,25,62,0,25,False
2019-01-13,23,0,31,23,0,False
2019-01-20,22,22,22,0,33,False
2019-01-27,45,0,46,0,23,False
2019-02-03,48,24,49,0,32,False
2019-02-10,24,24,48,0,24,False
2019-02-17,24,24,48,0,24,False
2019-02-24,25,38,25,0,0,False
2019-03-03,37,49,61,0,24,False
2019-03-10,58,50,25,0,0,False
2019-03-17,49,24,37,24,24,False
2019-03-24,48,36,36,0,36,False
2019-03-31,69,23,58,0,23,False
2019-04-07,24,36,48,0,24,False
2019-04-14,35,24,24,0,0,False
2019-04-21,23,0,45,23,0,False
2019-04-28,24,0,48,0,24,False
2019-05-05,25,49,100,25,0,False
2019-05-12,0,24,49,0,25,False
2019-05-19,48,48,24,24,24,False
2019-05-26,55,55,83,0,47,False
2019-06-02,23,39,55,24,47,False
2019-06-09,35,23,24,24,23,False
2019-06-16,49,49,24,24,0,False
2019-06-23,33,49,25,24,24,False
2019-06-30,24,24,24,24,0,False
2019-07-07,36,24,56,0,0,False
2019-07-14,36,48,48,0,24,False
2019-07-21,73,37,24,25,24,False
2019-07-28,74,74,41,0,0,False
2019-08-04,47,36,40,0,0,False
2019-08-11,24,23,47,24,24,False
2019-08-18,31,46,31,23,46,False
2019-08-25,22,22,45,0,0,False
2019-09-01,22,44,45,0,22,False
2019-09-08,33,22,22,22,66,False
2019-09-15,37,45,45,34,22,False
2019-09-22,37,23,56,0,0,False
2019-09-29,23,45,53,23,0,False
2019-10-06,34,23,45,0,22,False
2019-10-13,22,0,22,0,22,False
2019-10-20,55,22,22,66,44,False
2019-10-27,0,0,22,0,22,False
2019-11-03,22,21,36,21,21,False
2019-11-10,0,0,21,0,21,False
2019-11-17,31,21,35,21,63,False
2019-11-24,0,21,21,0,21,False
2019-12-01,0,22,30,0,33,False
2019-12-08,34,23,31,23,23,False
2019-12-15,21,21,42,0,0,False
2019-12-22,0,24,71,0,24,False
2019-12-29,47,0,0,0,0,False
2020-01-05,22,22,78,0,22,False
2020-01-12,0,40,30,20,0,False
2020-01-19,0,0,58,0,38,False
2020-01-26,31,0,49,0,21,False
2020-02-02,21,0,21,0,31,False
2020-02-09,21,0,21,0,0,False
2020-02-16,41,20,41,0,0,False
2020-02-23,31,0,31,0,0,False
2020-03-01,20,30,20,0,20,False
2020-03-08,39,0,30,0,0,False
2020-03-15,28,18,0,0,18,False
2020-03-22,0,17,17,17,17,False
2020-03-29,26,0,17,0,17,False
2020-04-05,50,28,31,19,19,False
2020-04-12,69,0,43,0,0,False
2020-04-19,28,17,23,0,34,False
2020-04-26,48,24,27,27,36,False
2020-05-03,23,34,61,34,17,False
2020-05-10,17,28,43,17,17,False
2020-05-17,38,19,37,0,19,False
2020-05-24,32,19,38,19,19,False
2020-05-31,24,36,18,0,0,False
2020-06-07,28,32,25,19,0,False
2020-06-14,70,0,70,0,70,True
