date,pintar habitacion,instalar aire acondicionado,decorador,arreglar muebles,empresa de reformas,isPartial
2018-01-07,25,0,25,0,0,False
2018-01-14,99,0,25,0,0,False
2018-01-21,49,0,0,0,24,False
2018-01-28,49,37,75,0,0,False
2018-02-04,24,24,24,0,24,False
2018-02-11,37,0,25,0,0,False
2018-02-18,0,24,73,0,24,False
2018-02-25,0,23,24,0,0,False
2018-03-04,24,48,37,0,0,False
2018-03-11,73,0,0,0,25,False
2018-03-18,0,37,25,0,0,False
2018-03-25,25,25,0,0,0,False
2018-04-01,0,25,0,0,25,False
2018-04-08,24,0,24,0,24,False
2018-04-15,47,24,0,0,0,False
2018-04-22,23,0,47,0,0,False
2018-04-29,24,24,0,0,24,False
2018-05-06,35,23,24,0,0,False
2018-05-13,24,24,50,0,24,False
2018-05-20,49,0,0,0,0,False
2018-05-27,23,0,0,0,0,False
2018-06-03,58,23,24,0,0,False
2018-06-10,46,0,0,0,23,False
2018-06-17,25,50,25,0,25,False
2018-06-24,49,24,0,0,0,False
2018-07-01,24,24,0,0,0,False
2018-07-08,35,0,23,0,23,False
2018-07-15,24,48,24,0,0,False
2018-07-22,24,48,0,0,24,False
2018-07-29,60,72,0,0,24,False
2018-08-05,23,69,23,0,23,False
2018-08-12,23,23,24,0,0,False
2018-08-19,50,25,100,0,0,False
2018-08-26,36,36,24,0,0,False
2018-09-02,35,0,58,0,0,False
2018-09-09,23,34,0,0,23,False
2018-09-16,23,23,23,0,0,False
2018-09-23,23,23,23,0,0,False
2018-09-30,24,24,0,0,0,False
2018-10-07,25,0,0,0,0,False
2018-10-14,91,0,23,0,0,False
2018-10-21,24,0,0,0,0,False
2018-10-28,25,25,25,0,0,False
2018-11-04,0,0,24,0,0,False
2018-11-11,46,0,0,0,46,False
2018-11-18,67,44,45,0,0,False
2018-11-25,25,0,25,0,0,False
2018-12-02,0,25,0,0,0,False
2018-12-09,25,0,0,0,0,False
2018-12-16,25,0,38,0,25,False
2018-12-23,28,28,0,0,0,False
2018-12-30,41,0,28,0,0,False
2019-01-06,0,24,37,0,0,False
2019-01-13,35,0,24,0,0,False
2019-01-20,22,0,45,0,0,False
2019-01-27,35,23,24,0,0,False
2019-02-03,24,0,24,0,0,False
2019-02-10,0,71,0,0,24,False
2019-02-17,0,24,0,0,0,False
2019-02-24,24,24,36,0,24,False
2019-03-03,24,0,0,0,0,False
2019-03-10,49,0,0,0,0,False
2019-03-17,25,0,25,0,0,False
2019-03-24,0,0,49,0,0,False
2019-03-31,0,22,0,0,0,False
2019-04-07,48,0,48,0,0,False
2019-04-14,22,22,22,0,0,False
2019-04-21,72,0,25,0,24,False
2019-04-28,23,23,46,0,23,False
2019-05-05,24,23,24,0,23,False
2019-05-12,0,23,35,0,0,False
2019-05-19,0,22,23,0,0,False
2019-05-26,34,0,45,0,22,False
2019-06-02,0,22,34,0,0,False
2019-06-09,23,23,23,0,23,False
2019-06-16,23,24,24,0,0,False
2019-06-23,0,36,24,0,0,False
2019-06-30,23,23,24,0,0,False
2019-07-07,22,65,22,0,22,False
2019-07-14,23,46,23,0,0,False
2019-07-21,0,23,23,0,0,False
2019-07-28,46,34,0,0,23,False
2019-08-04,23,46,0,0,0,False
2019-08-11,46,45,23,0,23,False
2019-08-18,46,23,23,0,23,False
2019-08-25,45,22,0,0,0,False
2019-09-01,64,21,0,0,22,False
2019-09-08,20,0,0,0,20,False
2019-09-15,33,44,0,0,0,False
2019-09-22,0,22,0,0,44,False
2019-09-29,44,22,22,0,22,False
2019-10-06,45,89,67,0,0,False
2019-10-13,22,22,0,0,22,False
2019-10-20,0,21,0,0,21,False
2019-10-27,0,0,22,0,0,False
2019-11-03,43,0,0,0,21,False
2019-11-10,42,0,21,0,42,False
2019-11-17,42,21,43,0,21,False
2019-11-24,21,21,21,0,21,False
2019-12-01,0,0,0,0,21,False
2019-12-08,0,0,23,0,0,False
2019-12-15,22,0,22,0,0,False
2019-12-22,24,0,24,0,0,False
2019-12-29,0,0,0,0,0,False
2020-01-05,21,21,0,0,21,False
2020-01-12,20,0,20,0,0,False
2020-01-19,0,0,39,0,0,False
2020-01-26,41,21,20,0,0,False
2020-02-02,20,20,21,0,0,False
2020-02-09,0,0,41,0,0,False
2020-02-16,20,0,41,0,0,False
2020-02-23,19,0,0,0,0,False
2020-03-01,19,19,19,0,0,False
2020-03-08,38,0,19,0,0,False
2020-03-15,29,0,0,0,19,False
2020-03-22,17,0,51,0,0,False
2020-03-29,17,0,17,0,0,False
2020-04-05,71,0,0,0,18,False
2020-04-12,26,18,18,0,35,False
2020-04-19,34,0,34,0,17,False
2020-04-26,17,17,17,0,0,False
2020-05-03,34,17,17,0,0,False
2020-05-10,34,34,17,0,26,False
2020-05-17,18,37,19,0,0,False
2020-05-24,18,55,19,0,0,False
2020-05-31,18,36,18,0,0,False
2020-06-07,18,36,18,0,18,False
2020-06-14,67,0,68,0,0,True
