date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit,isPartial
2018-01-07,31,31,31,31,31,False
2018-01-14,0,0,31,31,0,False
2018-01-21,0,32,31,31,0,False
2018-01-28,0,32,32,32,0,False
2018-02-04,0,0,0,0,0,False
2018-02-11,0,0,32,31,0,False
2018-02-18,0,32,0,32,0,False
2018-02-25,0,33,32,32,33,False
2018-03-04,32,33,33,32,0,False
2018-03-11,0,0,33,48,0,False
2018-03-18,0,0,64,0,0,False
2018-03-25,33,33,0,32,0,False
2018-04-01,33,33,0,32,0,False
2018-04-08,0,0,32,32,32,False
2018-04-15,44,0,33,33,33,False
2018-04-22,0,0,32,0,32,False
2018-04-29,33,0,34,34,68,False
2018-05-06,0,0,35,0,53,False
2018-05-13,0,0,33,0,33,False
2018-05-20,0,0,66,0,33,False
2018-05-27,32,32,32,0,0,False
2018-06-03,31,31,0,31,0,False
2018-06-10,30,0,46,30,30,False
2018-06-17,32,32,33,65,33,False
2018-06-24,0,0,0,0,100,False
2018-07-01,31,0,0,0,63,False
2018-07-08,33,33,33,33,55,False
2018-07-15,35,0,0,0,52,False
2018-07-22,0,0,0,34,52,False
2018-07-29,35,34,0,35,34,False
2018-08-05,35,35,0,35,35,False
2018-08-12,0,35,0,35,0,False
2018-08-19,35,0,0,0,0,False
2018-08-26,0,0,0,0,0,False
2018-09-02,0,34,0,0,0,False
2018-09-09,0,0,0,0,34,False
2018-09-16,0,49,34,65,0,False
2018-09-23,0,33,50,33,0,False
2018-09-30,33,0,0,49,0,False
2018-10-07,0,34,67,34,0,False
2018-10-14,0,0,0,34,0,False
2018-10-21,0,34,0,0,0,False
2018-10-28,0,0,33,0,33,False
2018-11-04,0,32,0,32,0,False
2018-11-11,0,31,31,0,0,False
2018-11-18,30,0,30,30,30,False
2018-11-25,0,0,0,0,30,False
2018-12-02,0,0,30,30,0,False
2018-12-09,0,61,31,31,0,False
2018-12-16,0,31,0,47,0,False
2018-12-23,0,0,70,35,0,False
2018-12-30,0,0,33,0,0,False
2019-01-06,31,30,31,0,0,False
2019-01-13,0,0,31,31,0,False
2019-01-20,0,0,0,30,0,False
2019-01-27,0,0,0,30,0,False
2019-02-03,0,0,0,30,31,False
2019-02-10,0,0,32,0,0,False
2019-02-17,0,0,0,65,0,False
2019-02-24,31,31,31,31,0,False
2019-03-03,0,0,30,30,30,False
2019-03-10,0,0,0,0,31,False
2019-03-17,0,0,32,64,32,False
2019-03-24,0,0,0,32,32,False
2019-03-31,65,32,32,64,32,False
2019-04-07,0,0,0,34,0,False
2019-04-14,0,0,0,0,34,False
2019-04-21,0,0,32,32,0,False
2019-04-28,0,31,0,0,0,False
2019-05-05,0,31,31,31,31,False
2019-05-12,0,0,32,32,0,False
2019-05-19,0,0,32,32,0,False
2019-05-26,33,0,0,33,0,False
2019-06-02,0,0,30,0,30,False
2019-06-09,0,0,31,31,31,False
2019-06-16,0,0,32,32,65,False
2019-06-23,83,32,31,62,93,False
2019-06-30,48,0,0,32,0,False
2019-07-07,31,31,31,31,47,False
2019-07-14,32,0,0,0,33,False
2019-07-21,32,33,32,0,32,False
2019-07-28,0,34,0,0,33,False
2019-08-04,33,0,50,33,50,False
2019-08-11,0,0,32,32,0,False
2019-08-18,0,0,33,0,33,False
2019-08-25,31,31,0,0,31,False
2019-09-01,30,0,31,31,0,False
2019-09-08,0,0,0,0,0,False
2019-09-15,0,30,31,0,31,False
2019-09-22,0,0,58,0,0,False
2019-09-29,0,29,0,29,0,False
2019-10-06,29,0,0,29,0,False
2019-10-13,0,0,30,29,29,False
2019-10-20,0,0,0,29,0,False
2019-10-27,28,0,28,28,28,False
2019-11-03,28,0,28,0,0,False
2019-11-10,0,28,29,28,28,False
2019-11-17,28,0,28,28,28,False
2019-11-24,0,27,54,27,0,False
2019-12-01,0,0,28,28,0,False
2019-12-08,28,0,27,28,0,False
2019-12-15,28,0,0,0,0,False
2019-12-22,0,0,31,0,32,False
2019-12-29,30,0,30,0,0,False
2020-01-05,27,27,83,27,0,False
2020-01-12,26,0,26,26,27,False
2020-01-19,28,28,28,28,0,False
2020-01-26,27,0,27,27,0,False
2020-02-02,54,0,27,27,27,False
2020-02-09,0,0,0,27,0,False
2020-02-16,0,28,28,28,0,False
2020-02-23,0,0,0,27,0,False
2020-03-01,0,0,0,38,0,False
2020-03-08,0,0,26,52,26,False
2020-03-15,0,0,0,0,23,False
2020-03-22,0,0,22,0,0,False
2020-03-29,0,0,0,22,0,False
2020-04-05,0,22,22,22,22,False
2020-04-12,23,23,0,23,0,False
2020-04-19,45,0,23,23,23,False
2020-04-26,0,0,21,0,43,False
2020-05-03,21,21,32,21,32,False
2020-05-10,0,24,24,0,0,False
2020-05-17,34,26,0,26,26,False
2020-05-24,40,0,49,0,97,False
2020-05-31,35,0,0,0,32,False
2020-06-07,0,0,47,31,23,False
2020-06-14,53,53,0,0,53,True
