date,Installation climatisation,reparation volet,travaux rénovation,artisan peintre,moustiquaire lit
2018-01-07,0.0,0.0,0.0,0.0,0.0
2018-01-14,0.2949640287769784,0.0,0.0,0.0,0.34532374100719426
2018-01-21,0.34532374100719426,0.0,0.2949640287769784,0.0,0.0
2018-01-28,0.0,0.0,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.0,0.0
2018-02-11,0.302158273381295,0.0,0.302158273381295,0.0,0.0
2018-02-18,0.0,0.0,0.0,0.0,0.7194244604316546
2018-02-25,0.0,0.0,0.28776978417266186,0.0,0.0
2018-03-04,0.2949640287769784,0.0,0.0,0.0,0.0
2018-03-11,0.0,0.0,0.0,0.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,0.0
2018-03-25,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0
2018-04-08,0.0,0.0,0.0,0.0,0.0
2018-04-15,0.0,0.0,0.0,0.0,0.0
2018-04-22,0.0,0.0,0.0,0.0,0.6690647482014388
2018-04-29,0.0,0.0,0.0,0.0,0.5323741007194245
2018-05-06,0.0,0.0,0.0,0.0,0.3669064748201439
2018-05-13,0.0,0.0,0.0,0.0,0.3597122302158273
2018-05-20,0.0,0.0,0.3237410071942446,0.0,0.0
2018-05-27,0.3597122302158273,0.0,0.31654676258992803,0.0,0.35251798561151076
2018-06-03,0.35251798561151076,0.0,0.0,0.0,0.3597122302158273
2018-06-10,0.0,0.0,0.0,0.0,0.6546762589928058
2018-06-17,0.0,0.0,0.0,0.0,0.6906474820143885
2018-06-24,0.0,0.0,0.3237410071942446,0.0,0.6906474820143885
2018-07-01,0.35251798561151076,0.0,0.30935251798561153,0.0,0.6618705035971223
2018-07-08,0.0,0.0,0.0,0.0,0.3597122302158273
2018-07-15,0.0,0.0,0.0,0.0,0.3381294964028777
2018-07-22,0.37410071942446044,0.0,0.34532374100719426,0.0,0.381294964028777
2018-07-29,0.9136690647482014,0.0,0.0,0.0,0.3597122302158273
2018-08-05,0.9280575539568345,0.0,0.0,0.0,0.5755395683453237
2018-08-12,0.39568345323741005,0.0,0.0,0.0,0.0
2018-08-19,0.0,0.0,0.0,0.0,0.3381294964028777
