date,jardiner
2018-01-07,0.21428571428571427
2018-01-14,0.09340659340659341
2018-01-21,0.2087912087912088
2018-01-28,0.21428571428571427
2018-02-04,0.21428571428571427
2018-02-11,0.1813186813186813
2018-02-18,0.0989010989010989
2018-02-25,0.3021978021978022
2018-03-04,0.2087912087912088
2018-03-11,0.42857142857142855
2018-03-18,0.5
2018-03-25,0.4725274725274725
2018-04-01,0.42857142857142855
2018-04-08,0.6923076923076923
2018-04-15,0.6263736263736264
2018-04-22,0.5604395604395604
2018-04-29,1.0
2018-05-06,0.7802197802197802
2018-05-13,0.4945054945054945
2018-05-20,0.6318681318681318
2018-05-27,0.41208791208791207
2018-06-03,0.46703296703296704
2018-06-10,0.27472527472527475
2018-06-17,0.22527472527472528
2018-06-24,0.27472527472527475
2018-07-01,0.3901098901098901
2018-07-08,0.35714285714285715
2018-07-15,0.13736263736263737
2018-07-22,0.29120879120879123
2018-07-29,0.3516483516483517
2018-08-05,0.489010989010989
2018-08-12,0.29120879120879123
2018-08-19,0.26373626373626374
2018-08-26,0.2032967032967033
2018-09-02,0.23626373626373626
2018-09-09,0.0
2018-09-16,0.2967032967032967
2018-09-23,0.12637362637362637
2018-09-30,0.23076923076923078
2018-10-07,0.22527472527472528
2018-10-14,0.1043956043956044
2018-10-21,0.23626373626373626
2018-10-28,0.36813186813186816
2018-11-04,0.19230769230769232
2018-11-11,0.0989010989010989
2018-11-18,0.21978021978021978
2018-11-25,0.0
2018-12-02,0.21978021978021978
2018-12-09,0.1978021978021978
2018-12-16,0.12637362637362637
2018-12-23,0.13186813186813187
2018-12-30,0.12637362637362637
2019-01-06,0.21978021978021978
2019-01-13,0.0989010989010989
2019-01-20,0.11538461538461539
2019-01-27,0.2087912087912088
2019-02-03,0.26373626373626374
2019-02-10,0.32967032967032966
2019-02-17,0.5439560439560439
2019-02-24,0.5769230769230769
2019-03-03,0.7087912087912088
2019-03-10,0.34065934065934067
2019-03-17,0.36813186813186816
2019-03-24,0.8791208791208791
2019-03-31,0.7692307692307693
2019-04-07,0.44505494505494503
2019-04-14,0.6373626373626373
2019-04-21,0.6373626373626373
2019-04-28,0.6373626373626373
2019-05-05,0.6923076923076923
2019-05-12,0.9175824175824175
2019-05-19,0.6098901098901099
2019-05-26,0.36813186813186816
2019-06-02,0.4835164835164835
2019-06-09,0.38461538461538464
2019-06-16,0.4835164835164835
2019-06-23,0.2857142857142857
2019-06-30,0.42857142857142855
2019-07-07,0.3791208791208791
2019-07-14,0.22527472527472528
2019-07-21,0.29120879120879123
2019-07-28,0.33516483516483514
2019-08-04,0.44505494505494503
2019-08-11,0.23076923076923078
2019-08-18,0.12637362637362637
2019-08-25,0.4065934065934066
2019-09-01,0.25824175824175827
2019-09-08,0.12087912087912088
2019-09-15,0.33516483516483514
2019-09-22,0.17582417582417584
2019-09-29,0.2032967032967033
2019-10-06,0.2967032967032967
2019-10-13,0.25274725274725274
2019-10-20,0.2032967032967033
2019-10-27,0.08791208791208792
2019-11-03,0.1978021978021978
2019-11-10,0.10989010989010989
2019-11-17,0.1978021978021978
2019-11-24,0.34065934065934067
2019-12-01,0.11538461538461539
2019-12-08,0.17582417582417584
2019-12-15,0.1978021978021978
2019-12-22,0.2032967032967033
2019-12-29,0.2032967032967033
2020-01-05,0.18681318681318682
2020-01-12,0.18681318681318682
2020-01-19,0.25274725274725274
2020-01-26,0.2692307692307692
2020-02-02,0.08241758241758242
2020-02-09,0.16483516483516483
2020-02-16,0.38461538461538464
2020-02-23,0.26373626373626374
2020-03-01,0.29120879120879123
2020-03-08,0.2857142857142857
2020-03-15,0.38461538461538464
2020-03-22,0.2692307692307692
2020-03-29,0.5
2020-04-05,0.7417582417582418
2020-04-12,0.7747252747252747
2020-04-19,0.8901098901098901
2020-04-26,0.6538461538461539
2020-05-03,0.8846153846153846
2020-05-10,0.5054945054945055
2020-05-17,0.7252747252747253
2020-05-24,0.34615384615384615
2020-05-31,0.3516483516483517
2020-06-07,0.5274725274725275
2020-06-14,0.5164835164835165
2020-06-21,0.0
