date,Reihenhaus,isPartial
2018-01-07,74,False
2018-01-14,54,False
2018-01-21,60,False
2018-01-28,70,False
2018-02-04,75,False
2018-02-11,94,False
2018-02-18,70,False
2018-02-25,46,False
2018-03-04,86,False
2018-03-11,69,False
2018-03-18,47,False
2018-03-25,61,False
2018-04-01,62,False
2018-04-08,65,False
2018-04-15,69,False
2018-04-22,57,False
2018-04-29,68,False
2018-05-06,100,False
2018-05-13,91,False
2018-05-20,88,False
2018-05-27,63,False
2018-06-03,56,False
2018-06-10,63,False
2018-06-17,92,False
2018-06-24,73,False
2018-07-01,85,False
2018-07-08,66,False
2018-07-15,67,False
2018-07-22,86,False
2018-07-29,56,False
2018-08-05,61,False
2018-08-12,82,False
2018-08-19,96,False
2018-08-26,70,False
2018-09-02,69,False
2018-09-09,66,False
2018-09-16,64,False
2018-09-23,63,False
2018-09-30,70,False
2018-10-07,42,False
2018-10-14,75,False
2018-10-21,49,False
2018-10-28,59,False
2018-11-04,66,False
2018-11-11,54,False
2018-11-18,50,False
2018-11-25,82,False
2018-12-02,50,False
2018-12-09,66,False
2018-12-16,36,False
2018-12-23,46,False
2018-12-30,62,False
2019-01-06,69,False
2019-01-13,59,False
2019-01-20,74,False
2019-01-27,66,False
2019-02-03,54,False
2019-02-10,64,False
2019-02-17,55,False
2019-02-24,44,False
2019-03-03,50,False
2019-03-10,58,False
2019-03-17,65,False
2019-03-24,96,False
2019-03-31,65,False
2019-04-07,66,False
2019-04-14,62,False
2019-04-21,47,False
2019-04-28,75,False
2019-05-05,63,False
2019-05-12,65,False
2019-05-19,52,False
2019-05-26,57,False
2019-06-02,60,False
2019-06-09,50,False
2019-06-16,46,False
2019-06-23,35,False
2019-06-30,74,False
2019-07-07,68,False
2019-07-14,81,False
2019-07-21,71,False
2019-07-28,48,False
2019-08-04,92,False
2019-08-11,47,False
2019-08-18,65,False
2019-08-25,99,False
2019-09-01,60,False
2019-09-08,40,False
2019-09-15,78,False
2019-09-22,96,False
2019-09-29,67,False
2019-10-06,57,False
2019-10-13,50,False
2019-10-20,77,False
2019-10-27,79,False
2019-11-03,66,False
2019-11-10,70,False
2019-11-17,41,False
2019-11-24,40,False
2019-12-01,51,False
2019-12-08,65,False
2019-12-15,57,False
2019-12-22,69,False
2019-12-29,51,False
2020-01-05,87,False
2020-01-12,91,False
2020-01-19,90,False
2020-01-26,73,False
2020-02-02,86,False
2020-02-09,48,False
2020-02-16,65,False
2020-02-23,70,False
2020-03-01,68,False
2020-03-08,54,False
2020-03-15,52,False
2020-03-22,30,False
2020-03-29,63,False
2020-04-05,83,False
2020-04-12,71,False
2020-04-19,90,False
2020-04-26,88,False
2020-05-03,64,False
2020-05-10,93,False
