date,math exercice
2018-01-07,0.5644171779141104
2018-01-14,0.6993865030674846
2018-01-21,0.5460122699386503
2018-01-28,0.6748466257668712
2018-02-04,0.3803680981595092
2018-02-11,0.4294478527607362
2018-02-18,0.5460122699386503
2018-02-25,0.5398773006134969
2018-03-04,0.5398773006134969
2018-03-11,0.5337423312883436
2018-03-18,0.4601226993865031
2018-03-25,0.3803680981595092
2018-04-01,0.6625766871165644
2018-04-08,0.6625766871165644
2018-04-15,0.5030674846625767
2018-04-22,0.6134969325153374
2018-04-29,0.39263803680981596
2018-05-06,0.5153374233128835
2018-05-13,0.31901840490797545
2018-05-20,0.20245398773006135
2018-05-27,0.3619631901840491
2018-06-03,0.17791411042944785
2018-06-10,0.36809815950920244
2018-06-17,0.32515337423312884
2018-06-24,0.49079754601226994
2018-07-01,0.08588957055214724
2018-07-08,0.05521472392638037
2018-07-15,0.3496932515337423
2018-07-22,0.3312883435582822
2018-07-29,0.3128834355828221
2018-08-05,0.3006134969325153
2018-08-12,0.09202453987730061
2018-08-19,0.08588957055214724
2018-08-26,0.32515337423312884
2018-09-02,0.22085889570552147
2018-09-09,0.5766871165644172
2018-09-16,0.6441717791411042
2018-09-23,0.6319018404907976
2018-09-30,0.588957055214724
2018-10-07,0.8466257668711656
2018-10-14,0.656441717791411
2018-10-21,0.43558282208588955
2018-10-28,0.4233128834355828
2018-11-04,0.7361963190184049
2018-11-11,0.44785276073619634
2018-11-18,0.5276073619631901
2018-11-25,0.5644171779141104
2018-12-02,0.5828220858895705
2018-12-09,0.7116564417177914
2018-12-16,0.6625766871165644
2018-12-23,0.12269938650306748
2018-12-30,0.5214723926380368
2019-01-06,0.2085889570552147
2019-01-13,0.50920245398773
2019-01-20,0.4601226993865031
2019-01-27,0.5214723926380368
2019-02-03,0.39263803680981596
2019-02-10,0.5705521472392638
2019-02-17,0.38650306748466257
2019-02-24,0.5521472392638037
2019-03-03,0.4233128834355828
2019-03-10,0.13496932515337423
2019-03-17,0.10429447852760736
2019-03-24,0.6687116564417178
2019-03-31,0.44785276073619634
2019-04-07,0.5030674846625767
2019-04-14,0.5766871165644172
2019-04-21,0.4539877300613497
2019-04-28,0.4662576687116564
2019-05-05,0.3374233128834356
2019-05-12,0.4233128834355828
2019-05-19,0.37423312883435583
2019-05-26,0.4294478527607362
2019-06-02,0.38650306748466257
2019-06-09,0.6196319018404908
2019-06-16,0.13496932515337423
2019-06-23,0.1165644171779141
2019-06-30,0.09815950920245399
2019-07-07,0.0
2019-07-14,0.06748466257668712
2019-07-21,0.10429447852760736
2019-07-28,0.12883435582822086
2019-08-04,0.05521472392638037
2019-08-11,0.05521472392638037
2019-08-18,0.5766871165644172
2019-08-25,0.3558282208588957
2019-09-01,0.09815950920245399
2019-09-08,0.2883435582822086
2019-09-15,0.49079754601226994
2019-09-22,0.5337423312883436
2019-09-29,0.6441717791411042
2019-10-06,0.4723926380368098
2019-10-13,0.5153374233128835
2019-10-20,0.49079754601226994
2019-10-27,0.4601226993865031
2019-11-03,0.5214723926380368
2019-11-10,0.6625766871165644
2019-11-17,0.5337423312883436
2019-11-24,0.4171779141104294
2019-12-01,0.1901840490797546
2019-12-08,0.1165644171779141
2019-12-15,0.6932515337423313
2019-12-22,0.37423312883435583
2019-12-29,0.31901840490797545
2020-01-05,0.50920245398773
2020-01-12,0.4662576687116564
2020-01-19,0.3803680981595092
2020-01-26,0.7852760736196319
2020-02-02,0.49693251533742333
2020-02-09,0.4601226993865031
2020-02-16,0.38650306748466257
2020-02-23,0.3987730061349693
2020-03-01,0.4233128834355828
2020-03-08,0.4233128834355828
2020-03-15,1.0
2020-03-22,0.6257668711656442
2020-03-29,0.6134969325153374
2020-04-05,0.4171779141104294
2020-04-12,0.4662576687116564
2020-04-19,0.3558282208588957
2020-04-26,0.19631901840490798
2020-05-03,0.5398773006134969
2020-05-10,0.3987730061349693
2020-05-17,0.5950920245398773
