date,faux gazon
2018-01-07,0.0
2018-01-14,0.66
2018-01-21,0.0
2018-01-28,0.67
2018-02-04,0.67
2018-02-11,0.0032710280373831778
2018-02-18,0.0
2018-02-25,0.0
2018-03-04,0.0
2018-03-11,0.0
2018-03-18,0.0
2018-03-25,0.0031775700934579443
2018-04-01,0.723177570093458
2018-04-08,0.0
2018-04-15,0.75
2018-04-22,0.68
2018-04-29,0.0030841121495327104
2018-05-06,0.6732710280373833
2018-05-13,0.0
2018-05-20,0.0033644859813084112
2018-05-27,0.0032710280373831778
2018-06-03,0.6532710280373831
2018-06-10,0.633177570093458
2018-06-17,0.006822429906542056
2018-06-24,0.66
2018-07-01,0.0
2018-07-08,0.0
2018-07-15,0.66
2018-07-22,0.0034579439252336447
2018-07-29,0.65
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.0033644859813084112
2018-08-26,0.0032710280373831778
2018-09-02,0.6733644859813085
2018-09-09,0.0032710280373831778
2018-09-16,0.0
2018-09-23,0.0
2018-09-30,0.0033644859813084112
2018-10-07,0.0033644859813084112
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.0
2018-11-11,0.004766355140186916
2018-11-18,0.0030841121495327104
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0030841121495327104
2018-12-16,0.0
2018-12-23,0.0
2018-12-30,0.0
2019-01-06,0.0029906542056074765
2019-01-13,0.0029906542056074765
2019-01-20,0.65
2019-01-27,0.9700000000000001
2019-02-03,0.0
2019-02-10,0.0
2019-02-17,0.0
2019-02-24,0.75
2019-03-03,0.69
2019-03-10,0.0
2019-03-17,0.7000000000000001
2019-03-24,1.0
2019-03-31,0.5930841121495327
2019-04-07,0.59
2019-04-14,0.0
2019-04-21,0.6000000000000001
2019-04-28,0.5629906542056075
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.0
2019-05-26,0.87
2019-06-02,0.0
2019-06-09,0.54
2019-06-16,0.5700000000000001
2019-06-23,0.56
2019-06-30,0.0029906542056074765
2019-07-07,0.53
2019-07-14,0.0
2019-07-21,0.0031775700934579443
2019-07-28,0.0
2019-08-04,0.0
2019-08-11,0.0
2019-08-18,0.0
2019-08-25,0.5529906542056076
2019-09-01,0.0
2019-09-08,0.5529906542056076
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.0027102803738317752
2019-10-06,0.0
2019-10-13,0.55
2019-10-20,0.0028037383177570096
2019-10-27,0.0
2019-11-03,0.0
2019-11-10,0.0
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0027102803738317752
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.0
2020-01-19,0.0
2020-01-26,0.002616822429906542
2020-02-02,0.002616822429906542
2020-02-09,0.51
2020-02-16,0.51
2020-02-23,0.5126168224299066
2020-03-01,0.0
2020-03-08,0.0
2020-03-15,0.48
2020-03-22,0.46
2020-03-29,0.0022429906542056075
2020-04-05,0.0
2020-04-12,0.4623364485981309
2020-04-19,0.46
2020-04-26,0.0
2020-05-03,0.9000000000000001
2020-05-10,0.0
2020-05-17,0.0
2020-05-24,0.9700000000000001
2020-05-31,0.0
2020-06-07,0.45000000000000007
2020-06-14,0.48
2020-06-21,0.009345794392523366
