date,faux gazon
2018-01-07,0.0
2018-01-14,0.0
2018-01-21,0.0
2018-01-28,0.0
2018-02-04,0.0
2018-02-11,0.0
2018-02-18,0.0
2018-02-25,0.2916666666666667
2018-03-04,0.0
2018-03-11,0.2976190476190476
2018-03-18,0.0
2018-03-25,0.2976190476190476
2018-04-01,0.0
2018-04-08,0.0
2018-04-15,0.7619047619047619
2018-04-22,0.0
2018-04-29,0.44047619047619047
2018-05-06,0.31547619047619047
2018-05-13,0.0
2018-05-20,0.4107142857142857
2018-05-27,1.0
2018-06-03,0.30952380952380953
2018-06-10,0.0
2018-06-17,0.0
2018-06-24,0.0
2018-07-01,0.7142857142857143
2018-07-08,0.44642857142857145
2018-07-15,0.0
2018-07-22,0.3392857142857143
2018-07-29,0.0
2018-08-05,0.0
2018-08-12,0.0
2018-08-19,0.3333333333333333
2018-08-26,0.43452380952380953
2018-09-02,0.0
2018-09-09,0.31547619047619047
2018-09-16,0.4226190476190476
2018-09-23,0.31547619047619047
2018-09-30,0.0
2018-10-07,0.42857142857142855
2018-10-14,0.0
2018-10-21,0.0
2018-10-28,0.0
2018-11-04,0.40476190476190477
2018-11-11,0.30357142857142855
2018-11-18,0.0
2018-11-25,0.0
2018-12-02,0.0
2018-12-09,0.0
2018-12-16,0.0
2018-12-23,0.38095238095238093
2018-12-30,0.35714285714285715
2019-01-06,0.0
2019-01-13,0.0
2019-01-20,0.0
2019-01-27,0.0
2019-02-03,0.0
2019-02-10,0.6785714285714286
2019-02-17,0.7202380952380952
2019-02-24,0.0
2019-03-03,0.6428571428571429
2019-03-10,0.35119047619047616
2019-03-17,0.6845238095238095
2019-03-24,0.0
2019-03-31,0.0
2019-04-07,0.35714285714285715
2019-04-14,0.32142857142857145
2019-04-21,0.6547619047619048
2019-04-28,0.2916666666666667
2019-05-05,0.0
2019-05-12,0.0
2019-05-19,0.2976190476190476
2019-05-26,0.2976190476190476
2019-06-02,0.6785714285714286
2019-06-09,0.0
2019-06-16,0.30952380952380953
2019-06-23,0.30357142857142855
2019-06-30,0.0
2019-07-07,0.0
2019-07-14,0.32142857142857145
2019-07-21,0.0
2019-07-28,0.7321428571428571
2019-08-04,0.6904761904761905
2019-08-11,0.32142857142857145
2019-08-18,0.6369047619047619
2019-08-25,0.0
2019-09-01,0.0
2019-09-08,0.0
2019-09-15,0.0
2019-09-22,0.0
2019-09-29,0.32142857142857145
2019-10-06,0.0
2019-10-13,0.0
2019-10-20,0.0
2019-10-27,0.3273809523809524
2019-11-03,0.0
2019-11-10,0.26785714285714285
2019-11-17,0.0
2019-11-24,0.0
2019-12-01,0.0
2019-12-08,0.0
2019-12-15,0.0
2019-12-22,0.0
2019-12-29,0.0
2020-01-05,0.0
2020-01-12,0.31547619047619047
2020-01-19,0.0
2020-01-26,0.0
2020-02-02,0.0
2020-02-09,0.25
2020-02-16,0.31547619047619047
2020-02-23,0.25
2020-03-01,0.8392857142857143
2020-03-08,0.0
2020-03-15,0.0
2020-03-22,0.5
2020-03-29,0.20833333333333334
2020-04-05,0.5059523809523809
2020-04-12,0.30357142857142855
2020-04-19,0.625
2020-04-26,0.0
2020-05-03,0.19642857142857142
2020-05-10,0.6547619047619048
2020-05-17,0.875
2020-05-24,0.3392857142857143
2020-05-31,0.7976190476190477
2020-06-07,0.6190476190476191
2020-06-14,0.5297619047619048
2020-06-21,0.0
