geoName,geoCode,faux gazon
Brittany,FR-E,54.054054054054056
Centre-Val de Loire,FR-F,43.24324324324324
Corsica,FR-H,0.0
Pays de la Loire,FR-R,59.45945945945946
Provence-Alpes-Côte d'Azur,FR-U,98.64864864864865
Île-de-France,FR-J,67.56756756756756
Grand-est,FR-GE,56.75675675675676
Hauts-de-france,FR-HF,56.75675675675676
Normandie,FR-NO,66.8918918918919
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,39.63963963963964
Occitanie,FR-OC,100.0
Auvergne-Rhône-Alpes,FR-AR,84.45945945945947
