geoName,geoCode,réparation volet roulant
Brittany,FR-E,100.0
Centre-Val de Loire,FR-F,0.0
Corsica,FR-H,0.0
Pays de la Loire,FR-R,74.54545454545455
Provence-Alpes-Côte d'Azur,FR-U,83.63636363636363
Île-de-France,FR-J,63.63636363636363
Grand-est,FR-GE,0.0
Hauts-de-france,FR-HF,90.9090909090909
Normandie,FR-NO,0.0
Bourgogne-Franche-Comté,FR-BFC,0.0
Nouvelle-Aquitaine,FR-NA,41.21212121212122
Occitanie,FR-OC,0.0
Auvergne-Rhône-Alpes,FR-AR,76.36363636363637
