Unnamed: 0,réparation volet roulant
3,89.79591836734693
5,0.0
7,0.0
15,69.38775510204081
18,73.46938775510205
21,67.34693877551021
22,0.0
23,35.714285714285715
24,0.0
25,0.0
26,100.0
27,0.0
28,33.673469387755105
